Group_Num,Group_Desc,Year,AD_Week,Date,DoW,Ad_Day,Txns,SalesU,Sales$,BasketU,Basket$,AvgBskt$,AvgBsktU,GTxns,GSales$,GBasketU,GBasket$
246,WOMENS ATHLETIC SHOE,2016,0,1/31/2016,Sunday,5,38,32,1761,247,5534,146,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,0,2/1/2016,Monday,6,16,12,820,82,1704,107,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,0,2/2/2016,Tuesday,7,18,14,792,72,1926,107,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/3/2016,Wednesday,1,9,7,805,32,1136,126,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/4/2016,Thursday,2,7,7,463,98,1086,155,14,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/5/2016,Friday,3,16,12,891,55,1657,104,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/6/2016,Saturday,4,34,28,2278,222,6539,192,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/7/2016,Sunday,5,17,13,883,99,2016,119,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/8/2016,Monday,6,11,9,819,12,892,81,1,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,1,2/9/2016,Tuesday,7,13,11,820,53,1247,96,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/10/2016,Wednesday,1,20,19,1703,103,3046,152,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/11/2016,Thursday,2,22,17,1143,108,2983,136,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/12/2016,Friday,3,22,20,1426,142,3488,159,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/13/2016,Saturday,4,52,50,3450,319,9288,179,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/14/2016,Sunday,5,38,44,3263,217,6530,172,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/15/2016,Monday,6,20,19,1354,108,2501,125,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,2,2/16/2016,Tuesday,7,15,9,638,80,1960,131,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/17/2016,Wednesday,1,20,17,933,92,2646,132,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/18/2016,Thursday,2,19,14,989,76,1929,102,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/19/2016,Friday,3,14,13,978,98,2098,150,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/20/2016,Saturday,4,44,41,2683,380,8432,192,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/21/2016,Sunday,5,31,26,1656,218,6412,207,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/22/2016,Monday,6,14,15,1172,49,1642,117,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,3,2/23/2016,Tuesday,7,15,24,1354,105,3094,206,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,2/24/2016,Wednesday,1,56,64,2375,626,9103,163,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,2/25/2016,Thursday,2,22,20,912,312,4188,190,14,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,2/26/2016,Friday,3,28,21,1192,105,2439,87,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,2/27/2016,Saturday,4,52,50,2972,500,10334,199,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,2/28/2016,Sunday,5,21,17,1273,132,2803,133,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,2/29/2016,Monday,6,19,18,1338,67,2058,108,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,4,3/1/2016,Tuesday,7,20,18,1365,101,3104,155,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/2/2016,Wednesday,1,22,19,1264,161,2809,128,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/3/2016,Thursday,2,21,17,1044,65,2246,107,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/4/2016,Friday,3,19,15,1033,65,2148,113,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/5/2016,Saturday,4,51,52,3645,332,7997,157,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/6/2016,Sunday,5,29,28,1859,167,4255,147,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/7/2016,Monday,6,23,21,1790,238,5170,225,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,5,3/8/2016,Tuesday,7,26,25,1826,129,3550,137,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/9/2016,Wednesday,1,31,27,2082,227,4438,143,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/10/2016,Thursday,2,16,16,1069,109,2505,157,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/11/2016,Friday,3,27,27,2031,200,5883,218,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/12/2016,Saturday,4,59,59,3977,496,11269,191,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/13/2016,Sunday,5,40,41,2780,312,7274,182,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/14/2016,Monday,6,21,17,1139,63,1975,94,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,6,3/15/2016,Tuesday,7,25,24,1620,136,4107,164,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/16/2016,Wednesday,1,21,15,1069,67,2564,122,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/17/2016,Thursday,2,22,24,1561,136,3061,139,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/18/2016,Friday,3,18,21,1508,183,3375,188,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/19/2016,Saturday,4,48,47,3068,429,9674,202,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/20/2016,Sunday,5,35,32,2219,217,6271,179,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/21/2016,Monday,6,22,20,1372,118,2917,133,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,7,3/22/2016,Tuesday,7,25,24,1382,161,3191,128,6,1,17,1,17
246,WOMENS ATHLETIC SHOE,2016,8,3/23/2016,Wednesday,1,17,7,501,48,1236,73,3,5,380,19,765
246,WOMENS ATHLETIC SHOE,2016,8,3/24/2016,Thursday,2,16,11,721,56,1605,100,4,7,560,28,1062
246,WOMENS ATHLETIC SHOE,2016,8,3/25/2016,Friday,3,32,35,2479,193,4812,150,6,19,1360,92,2444
246,WOMENS ATHLETIC SHOE,2016,8,3/26/2016,Saturday,4,51,49,3009,333,7466,146,7,16,703,88,1755
246,WOMENS ATHLETIC SHOE,2016,8,3/27/2016,Sunday,5,14,14,924,123,2185,156,9,3,188,23,408
246,WOMENS ATHLETIC SHOE,2016,8,3/28/2016,Monday,6,16,14,747,87,2302,144,5,5,237,20,441
246,WOMENS ATHLETIC SHOE,2016,8,3/29/2016,Tuesday,7,15,17,1023,102,2085,139,7,4,232,9,313
246,WOMENS ATHLETIC SHOE,2016,9,3/30/2016,Wednesday,1,39,45,2017,350,6320,162,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,9,3/31/2016,Thursday,2,23,22,1174,138,3727,162,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,9,4/1/2016,Friday,3,75,75,4405,632,14036,187,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,9,4/2/2016,Saturday,4,96,102,6002,806,18351,191,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,9,4/3/2016,Sunday,5,78,83,5051,534,13597,174,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,9,4/4/2016,Monday,6,20,18,1087,96,2643,132,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,9,4/5/2016,Tuesday,7,21,22,1622,87,2622,125,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/6/2016,Wednesday,1,18,18,1462,128,3001,167,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/7/2016,Thursday,2,18,18,1062,111,2430,135,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/8/2016,Friday,3,21,17,1214,92,2257,107,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/9/2016,Saturday,4,39,39,2755,277,5898,151,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/10/2016,Sunday,5,25,21,1366,144,3108,124,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/11/2016,Monday,6,17,18,1081,95,2284,134,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,10,4/12/2016,Tuesday,7,9,5,298,38,1045,116,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/13/2016,Wednesday,1,30,29,1922,167,4210,140,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/14/2016,Thursday,2,32,26,1553,193,4869,152,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/15/2016,Friday,3,40,36,2584,269,6302,158,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/16/2016,Saturday,4,60,54,3583,371,8746,146,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/17/2016,Sunday,5,35,38,2513,244,6831,195,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/18/2016,Monday,6,25,25,1478,98,2154,86,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,11,4/19/2016,Tuesday,7,30,30,1938,106,3369,112,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/20/2016,Wednesday,1,13,13,1028,81,2352,181,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/21/2016,Thursday,2,14,8,521,95,1709,122,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/22/2016,Friday,3,27,19,1278,198,3557,132,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/23/2016,Saturday,4,47,46,3300,323,7185,153,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/24/2016,Sunday,5,33,27,1720,240,4895,148,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/25/2016,Monday,6,14,14,1023,104,2317,165,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,12,4/26/2016,Tuesday,7,13,12,1002,71,1761,135,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,4/27/2016,Wednesday,1,60,65,2720,795,12360,206,13,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,4/28/2016,Thursday,2,22,25,1303,159,3030,138,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,4/29/2016,Friday,3,58,58,2860,499,10634,183,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,4/30/2016,Saturday,4,81,83,5212,740,15574,192,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,5/1/2016,Sunday,5,49,55,3471,488,11478,234,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,5/2/2016,Monday,6,15,8,702,60,1414,94,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,13,5/3/2016,Tuesday,7,13,14,1052,57,1987,153,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,14,5/4/2016,Wednesday,1,26,25,1617,135,3870,149,5,10,545,26,1124
246,WOMENS ATHLETIC SHOE,2016,14,5/5/2016,Thursday,2,25,21,1421,115,2910,116,5,8,524,21,600
246,WOMENS ATHLETIC SHOE,2016,14,5/6/2016,Friday,3,30,25,1936,181,4572,152,6,15,1060,130,2844
246,WOMENS ATHLETIC SHOE,2016,14,5/7/2016,Saturday,4,71,64,4023,361,10314,145,5,37,2383,208,5563
246,WOMENS ATHLETIC SHOE,2016,14,5/8/2016,Sunday,5,30,23,1429,149,4183,139,5,16,971,95,2105
246,WOMENS ATHLETIC SHOE,2016,14,5/9/2016,Monday,6,21,18,1257,64,1843,88,3,7,463,14,578
246,WOMENS ATHLETIC SHOE,2016,14,5/10/2016,Tuesday,7,28,25,1877,94,2988,107,3,14,991,51,1335
246,WOMENS ATHLETIC SHOE,2016,15,5/11/2016,Wednesday,1,38,39,2621,133,4764,125,4,1,-48,-2,-284
246,WOMENS ATHLETIC SHOE,2016,15,5/12/2016,Thursday,2,34,32,2449,170,5363,158,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,15,5/13/2016,Friday,3,36,34,2246,271,5031,140,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,15,5/14/2016,Saturday,4,49,44,3003,350,7670,157,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,15,5/15/2016,Sunday,5,27,25,1880,168,4593,170,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,15,5/16/2016,Monday,6,32,25,2065,207,5890,184,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,15,5/17/2016,Tuesday,7,25,26,1700,174,4040,162,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/18/2016,Wednesday,1,38,31,1737,163,3851,101,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/19/2016,Thursday,2,35,33,2215,249,6346,181,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/20/2016,Friday,3,31,23,1585,112,3308,107,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/21/2016,Saturday,4,48,54,3214,402,8742,182,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/22/2016,Sunday,5,38,37,2436,238,5787,152,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/23/2016,Monday,6,8,6,400,18,747,93,2,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,16,5/24/2016,Tuesday,7,19,18,1169,49,1412,74,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/25/2016,Wednesday,1,27,27,1077,274,4537,168,10,1,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/26/2016,Thursday,2,17,15,1031,115,3057,180,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/27/2016,Friday,3,21,18,992,226,3373,161,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/28/2016,Saturday,4,29,29,2113,235,6410,221,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/29/2016,Sunday,5,32,27,1867,311,5879,184,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/30/2016,Monday,6,23,24,1497,253,4664,203,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,17,5/31/2016,Tuesday,7,15,13,970,90,2027,135,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/1/2016,Wednesday,1,13,4,391,35,970,75,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/2/2016,Thursday,2,12,11,1085,85,2267,189,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/3/2016,Friday,3,23,21,1157,126,3021,131,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/4/2016,Saturday,4,27,26,2054,180,4368,162,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/5/2016,Sunday,5,28,21,1466,141,3406,122,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/6/2016,Monday,6,20,21,1612,93,2742,137,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,18,6/7/2016,Tuesday,7,16,17,1271,68,2168,135,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/8/2016,Wednesday,1,14,14,834,89,1693,121,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/9/2016,Thursday,2,23,25,1776,163,4652,202,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/10/2016,Friday,3,27,26,1877,118,4343,161,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/11/2016,Saturday,4,25,21,1808,120,3700,148,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/12/2016,Sunday,5,23,19,1489,109,2843,124,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/13/2016,Monday,6,17,15,1187,77,2065,121,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,19,6/14/2016,Tuesday,7,26,20,1224,114,2612,100,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/15/2016,Wednesday,1,30,28,1900,169,5620,187,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/16/2016,Thursday,2,31,33,2734,165,6648,214,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/17/2016,Friday,3,26,20,1318,166,4236,163,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/18/2016,Saturday,4,39,37,2748,248,7434,191,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/19/2016,Sunday,5,27,25,1944,165,4724,175,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/20/2016,Monday,6,22,18,1134,95,2642,120,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,20,6/21/2016,Tuesday,7,31,36,2473,255,6551,211,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/22/2016,Wednesday,1,12,8,383,66,1728,144,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/23/2016,Thursday,2,13,11,848,83,2405,185,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/24/2016,Friday,3,14,12,761,86,1783,127,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/25/2016,Saturday,4,25,26,2006,190,5444,218,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/26/2016,Sunday,5,20,19,1560,149,3261,163,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/27/2016,Monday,6,15,11,839,59,1467,98,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,21,6/28/2016,Tuesday,7,23,18,1329,114,3713,161,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,6/29/2016,Wednesday,1,72,79,2499,629,10331,143,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,6/30/2016,Thursday,2,32,31,1421,209,4272,134,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,7/1/2016,Friday,3,43,42,2579,423,7761,180,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,7/2/2016,Saturday,4,44,43,2736,330,8366,190,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,7/3/2016,Sunday,5,52,50,3173,349,11341,218,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,7/4/2016,Monday,6,27,21,1301,147,3740,139,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,22,7/5/2016,Tuesday,7,22,20,1225,113,2588,118,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/6/2016,Wednesday,1,28,27,1814,145,3768,135,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/7/2016,Thursday,2,15,16,1181,103,2589,173,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/8/2016,Friday,3,20,18,1076,63,1547,77,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/9/2016,Saturday,4,29,28,1898,209,5124,177,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/10/2016,Sunday,5,27,20,1372,128,3756,139,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/11/2016,Monday,6,16,15,967,99,2449,153,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,23,7/12/2016,Tuesday,7,14,14,1013,49,3179,227,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/13/2016,Wednesday,1,20,16,1106,94,2083,104,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/14/2016,Thursday,2,26,29,2058,209,4746,183,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/15/2016,Friday,3,34,36,2372,201,6777,199,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/16/2016,Saturday,4,41,39,2785,381,7157,175,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/17/2016,Sunday,5,52,51,3051,367,8171,157,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/18/2016,Monday,6,17,13,1049,90,2229,131,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,24,7/19/2016,Tuesday,7,22,18,1018,134,2427,110,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/20/2016,Wednesday,1,13,11,622,122,1613,124,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/21/2016,Thursday,2,14,14,1040,83,2276,163,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/22/2016,Friday,3,20,21,1449,236,4540,227,12,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/23/2016,Saturday,4,32,33,2386,268,6123,191,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/24/2016,Sunday,5,21,20,1574,270,8778,418,13,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/25/2016,Monday,6,6,6,404,64,1111,185,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,25,7/26/2016,Tuesday,7,6,4,275,18,863,144,3,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,7/27/2016,Wednesday,1,22,19,1093,134,2986,136,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,7/28/2016,Thursday,2,15,12,929,107,2051,137,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,7/29/2016,Friday,3,27,27,1931,197,5034,186,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,7/30/2016,Saturday,4,31,34,2225,420,7776,251,14,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,7/31/2016,Sunday,5,23,20,1625,195,4651,202,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,8/1/2016,Monday,6,14,16,1174,112,2465,176,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,26,8/2/2016,Tuesday,7,18,19,1478,111,3098,172,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/3/2016,Wednesday,1,27,28,2133,143,4240,157,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/4/2016,Thursday,2,25,21,1340,97,2763,111,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/5/2016,Friday,3,32,28,2277,274,6558,205,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/6/2016,Saturday,4,30,32,2160,236,5987,200,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/7/2016,Sunday,5,19,19,1451,206,4078,215,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/8/2016,Monday,6,23,26,1770,280,4977,216,12,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,27,8/9/2016,Tuesday,7,12,13,833,54,1484,124,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/10/2016,Wednesday,1,32,27,2049,217,4575,143,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/11/2016,Thursday,2,42,44,3096,556,8426,201,13,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/12/2016,Friday,3,39,30,2137,301,7550,194,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/13/2016,Saturday,4,59,64,4387,652,13729,233,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/14/2016,Sunday,5,53,50,3116,657,12630,238,12,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/15/2016,Monday,6,28,21,1660,123,3439,123,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,28,8/16/2016,Tuesday,7,27,27,1694,172,3578,133,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/17/2016,Wednesday,1,12,9,658,72,1664,139,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/18/2016,Thursday,2,18,19,1469,149,3594,200,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/19/2016,Friday,3,29,28,2016,166,4370,151,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/20/2016,Saturday,4,31,30,2190,267,6533,211,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/21/2016,Sunday,5,41,44,3230,439,8820,215,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/22/2016,Monday,6,20,23,1849,210,5863,293,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,29,8/23/2016,Tuesday,7,19,13,1058,127,3417,180,7,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/24/2016,Wednesday,1,29,30,1378,368,5716,197,13,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/25/2016,Thursday,2,14,10,618,73,1528,109,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/26/2016,Friday,3,15,15,1116,225,3979,265,15,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/27/2016,Saturday,4,35,31,2231,329,7212,206,9,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/28/2016,Sunday,5,34,31,1952,285,5503,162,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/29/2016,Monday,6,19,11,698,144,2154,113,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,30,8/30/2016,Tuesday,7,9,7,500,99,2303,256,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,8/31/2016,Wednesday,1,36,42,1873,371,6530,181,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,9/1/2016,Thursday,2,36,40,2030,216,4461,124,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,9/2/2016,Friday,3,63,60,2983,680,11778,187,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,9/3/2016,Saturday,4,65,78,4278,683,12814,197,11,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,9/4/2016,Sunday,5,72,80,3958,837,13078,182,12,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,9/5/2016,Monday,6,65,70,3566,656,13587,209,10,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,31,9/6/2016,Tuesday,7,29,27,1503,231,4345,150,8,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,32,9/7/2016,Wednesday,1,15,9,682,58,1624,108,4,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,32,9/8/2016,Thursday,2,10,13,905,60,1510,151,6,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,32,9/9/2016,Friday,3,13,9,656,60,1596,123,5,0,0,0,0
246,WOMENS ATHLETIC SHOE,2016,32,9/10/2016,Saturday,4,26,22,1486,177,3145,121,7,0,0,0,0
