Date,# Txns,Sales U,Sales $
17-Aug-2016,49948.00,211247.27,2567368.82
18-Aug-2016,51086.00,214350.73,2588098.04
19-Aug-2016,58128.00,253309.23,3207365.84
20-Aug-2016,57043.00,277802.15,3562174.44
21-Aug-2016,46909.00,226928.91,2788354.87
22-Aug-2016,42011.00,173125.66,2027831.31
23-Aug-2016,47088.00,191598.91,2342101.96
24-Aug-2016,53662.00,249971.15,3264207.31
25-Aug-2016,52014.00,229990.36,2764955.81
26-Aug-2016,59104.00,263050.39,3172070.59
27-Aug-2016,57347.00,288176.02,3807087.19
28-Aug-2016,47418.00,234250.42,3016671.73
29-Aug-2016,46972.00,192420.98,2184622.42
30-Aug-2016,47345.00,193094.55,2393960.45
31-Aug-2016,62472.00,294437.86,3569227.88
1-Sep-2016,65410.00,301063.85,3661241.80
2-Sep-2016,64279.00,304800.68,3989671.91
3-Sep-2016,61621.00,315458.38,4604276.66
4-Sep-2016,50930.00,254209.43,3685549.32
5-Sep-2016,45009.00,221791.53,3334206.98
6-Sep-2016,49982.00,200648.39,2525797.74
7-Sep-2016,47995.00,194757.23,2301152.91
8-Sep-2016,47483.00,189166.62,2246171.65
9-Sep-2016,53962.00,218352.78,2643725.45
10-Sep-2016,55069.00,246271.65,3304080.63
11-Sep-2016,43110.00,190943.66,2364941.24
12-Sep-2016,42523.00,163802.99,1837203.44
13-Sep-2016,44587.00,169954.74,1961533.09
14-Sep-2016,53004.00,209175.54,3157668.22
15-Sep-2016,52031.00,209309.92,2854777.36
16-Sep-2016,65373.00,262443.54,4415142.32
17-Sep-2016,65466.00,295085.32,5128931.42
18-Sep-2016,44291.00,196089.60,2986216.64
19-Sep-2016,43353.00,169786.94,2163939.29
20-Sep-2016,44773.00,173885.09,2256479.00
21-Sep-2016,45630.00,180961.43,2360810.03
22-Sep-2016,46938.00,184535.96,2522207.92
23-Sep-2016,56123.00,228677.40,3174218.72
24-Sep-2016,55228.00,252125.21,3795377.96
25-Sep-2016,43746.00,197228.03,2887767.82
26-Sep-2016,42275.00,171662.90,2182470.27
27-Sep-2016,45361.00,176373.00,2409723.96
28-Sep-2016,52231.00,231385.51,2807455.48
29-Sep-2016,56015.00,233531.73,3056347.48
30-Sep-2016,61882.00,261133.53,3473431.61
1-Oct-2016,61806.00,290341.57,4110193.22
2-Oct-2016,48927.00,228651.28,3107414.52
3-Oct-2016,47385.00,184967.97,2239108.99
4-Oct-2016,49944.00,199004.60,2490053.75
5-Oct-2016,50706.00,213748.50,2704275.12
6-Oct-2016,46288.00,184485.57,2367714.52
7-Oct-2016,49675.00,198846.00,2777713.33
8-Oct-2016,47030.00,215503.23,3023710.96
9-Oct-2016,35743.00,164178.77,2176240.43
10-Oct-2016,37160.00,156238.74,2036071.76
11-Oct-2016,45680.00,171874.73,2007528.63
12-Oct-2016,58776.00,254046.77,4497415.66
13-Oct-2016,61848.00,269985.24,4145580.10
14-Oct-2016,65363.00,294504.34,4498965.32
15-Oct-2016,66875.00,328254.50,5499406.24
16-Oct-2016,54526.00,264431.95,4327325.23
17-Oct-2016,52778.00,221033.27,3217513.13
18-Oct-2016,61352.00,263541.68,4265990.93
19-Oct-2016,45594.00,179741.74,2149217.98
20-Oct-2016,46487.00,182420.59,2101718.43
21-Oct-2016,56991.00,229957.73,3066118.71
22-Oct-2016,53131.00,241256.22,3407219.67
23-Oct-2016,43788.00,201123.06,2754885.01
24-Oct-2016,41789.00,161255.67,1823425.25
25-Oct-2016,43668.00,169014.95,2037392.95
26-Oct-2016,44826.00,174690.21,2023369.08
27-Oct-2016,50789.00,202933.17,2644066.69
28-Oct-2016,61159.00,250593.39,3642137.04
29-Oct-2016,62516.00,283470.06,4240677.83
30-Oct-2016,50295.00,229795.81,3416371.38
31-Oct-2016,47961.00,191789.04,2104679.18
1-Nov-2016,47261.00,196233.52,2355494.48
2-Nov-2016,49797.00,203001.73,2815508.03
3-Nov-2016,49459.00,196613.19,2610652.48
4-Nov-2016,57721.00,233977.52,3255560.88
5-Nov-2016,57169.00,258839.33,3784373.48
6-Nov-2016,44335.00,196508.10,2777079.88
7-Nov-2016,41996.00,161007.12,1908077.11
8-Nov-2016,41750.00,159371.20,1900850.67
9-Nov-2016,55136.00,231040.99,3936150.88
10-Nov-2016,61271.00,259677.57,4023513.69
11-Nov-2016,64226.00,304469.99,5561915.86
12-Nov-2016,68075.00,320434.41,5385121.55
13-Nov-2016,53114.00,251606.63,4057517.06
14-Nov-2016,54899.00,226506.08,3299866.17
15-Nov-2016,61868.00,262139.91,4155604.85
16-Nov-2016,59603.00,268936.47,3431459.49
17-Nov-2016,58523.00,245236.88,2961425.53
18-Nov-2016,67533.00,279269.57,4364939.70
19-Nov-2016,66458.00,306369.63,4675927.98
20-Nov-2016,53484.00,249454.38,3662183.32
21-Nov-2016,53329.00,215535.02,3055435.52
22-Nov-2016,58266.00,242728.24,3419757.24
23-Nov-2016,66146.00,271282.40,4065242.87
24-Nov-2016,742.00,3700.00,17641.15
25-Nov-2016,171117.00,983678.34,33376914.24
26-Nov-2016,90142.00,470641.17,8881436.29
27-Nov-2016,70685.00,326232.93,6546185.69
28-Nov-2016,52094.00,197247.73,2599049.14
29-Nov-2016,49394.00,189621.05,2433519.10
30-Nov-2016,55875.00,222891.74,2845827.37
1-Dec-2016,57726.00,232803.87,2955189.67
2-Dec-2016,89515.00,429241.23,7601271.38
3-Dec-2016,91087.00,480120.14,8517458.35
4-Dec-2016,80976.00,429932.82,7589195.66
5-Dec-2016,56420.00,230862.36,3151360.70
6-Dec-2016,58706.00,242984.79,3377334.72
7-Dec-2016,61347.00,255544.83,3545014.82
8-Dec-2016,64046.00,274162.40,3755629.89
9-Dec-2016,72361.00,305661.39,4515781.01
10-Dec-2016,79202.00,380881.38,5916895.52
11-Dec-2016,57556.00,278906.07,3997786.52
12-Dec-2016,58222.00,242553.07,3367218.68
13-Dec-2016,62407.00,257473.56,3639813.77
14-Dec-2016,84553.00,423498.18,7285767.71
15-Dec-2016,83391.00,401964.18,6457171.36
16-Dec-2016,94270.00,472753.39,8022687.42
17-Dec-2016,95057.00,542716.65,9566327.43
18-Dec-2016,78221.00,441778.76,7569443.16
19-Dec-2016,79311.00,379866.50,6431603.19
20-Dec-2016,92464.00,447766.39,8139168.17
21-Dec-2016,83305.00,400571.90,6278035.89
22-Dec-2016,89362.00,426676.19,6919110.07
23-Dec-2016,100614.00,483744.34,8358915.77
24-Dec-2016,73712.00,345252.68,6070262.88
26-Dec-2016,66015.00,339365.89,4249040.97
27-Dec-2016,58920.00,227862.44,2797963.07
28-Dec-2016,58719.00,229444.84,2911993.97
29-Dec-2016,62617.00,251364.07,3334704.21
30-Dec-2016,68307.00,285177.48,3982089.54
31-Dec-2016,56959.00,240727.56,3374191.99
1-Jan-2017,23251.00,97064.52,1316188.67
2-Jan-2017,46330.00,203113.91,2413497.81
3-Jan-2017,50301.00,196008.42,2155525.21
4-Jan-2017,49827.00,195031.35,2256792.46
5-Jan-2017,49698.00,189124.91,2270439.87
6-Jan-2017,54502.00,209915.42,2553720.72
7-Jan-2017,43082.00,180881.32,2329516.52
8-Jan-2017,34960.00,149398.38,1849286.87
9-Jan-2017,41139.00,155092.44,1743314.95
10-Jan-2017,44602.00,166717.50,2037003.73
11-Jan-2017,44858.00,172914.28,2039697.17
12-Jan-2017,49220.00,196420.62,2405191.01
13-Jan-2017,66015.00,276354.05,4029418.16
14-Jan-2017,61144.00,286575.75,4119967.08
15-Jan-2017,48030.00,217528.10,3128917.79
16-Jan-2017,43280.00,188598.90,2699997.97
17-Jan-2017,45661.00,179867.48,1977504.59
18-Jan-2017,43863.00,168147.54,2005865.05
19-Jan-2017,44548.00,171887.68,2036103.95
20-Jan-2017,46823.00,182791.00,2257234.22
21-Jan-2017,50318.00,215322.08,2900021.82
22-Jan-2017,37965.00,162514.93,2066121.82
23-Jan-2017,36201.00,135287.28,1551911.82
24-Jan-2017,37725.00,141050.02,1664222.53
25-Jan-2017,55313.00,250565.78,3092958.80
26-Jan-2017,49590.00,200560.71,2384127.93
27-Jan-2017,55327.00,230848.17,2805206.13
28-Jan-2017,56882.00,264410.48,3602650.60
29-Jan-2017,44392.00,203701.80,2545098.79
30-Jan-2017,38165.00,139916.09,1571383.14
31-Jan-2017,44784.00,173303.41,2068541.27
1-Feb-2017,56686.00,261107.90,3705395.24
2-Feb-2017,54353.00,247595.70,3254765.65
3-Feb-2017,60979.00,274704.93,3789296.94
4-Feb-2017,66914.00,340406.85,5028941.86
5-Feb-2017,48589.00,228311.27,3238207.01
6-Feb-2017,45150.00,187962.64,2422369.82
7-Feb-2017,53622.00,229139.35,3172593.86
8-Feb-2017,44137.00,167323.82,2078210.07
9-Feb-2017,43092.00,169580.25,2094059.58
10-Feb-2017,54191.00,217263.67,2774296.16
11-Feb-2017,57077.00,251571.34,3531194.58
12-Feb-2017,48316.00,212073.48,2741084.67
13-Feb-2017,61395.00,244060.30,2964981.60
14-Feb-2017,66590.00,243225.71,3422758.32
15-Feb-2017,49527.00,206192.32,2533589.21
16-Feb-2017,49189.00,195935.51,2413422.67
17-Feb-2017,54957.00,221728.14,3367668.94
18-Feb-2017,54120.00,244782.66,3774421.89
19-Feb-2017,43735.00,195465.65,2954169.13
20-Feb-2017,37881.00,162791.75,2544776.81
21-Feb-2017,43451.00,166559.68,1934315.34
22-Feb-2017,55620.00,248978.49,3166004.38
23-Feb-2017,53031.00,231104.32,2996243.61
24-Feb-2017,60519.00,260071.92,3535072.29
25-Feb-2017,60262.00,288697.62,4095582.30
