DISTRICT,LOC_NUM,LOC,GROUP,FEATURE_ITEM,ITEM_DESC,PO_NUM,OTB_EOW_DATE,ORDER_TYPE,OH_UNITS,IT_UNITS,OO_UNITS,QTY_ORDERED
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,211:CAMERAS,9728797,(D) NIKON D5500 DSLR CAMERA W/18-140MM LENS- BUILT IN WIFI- BLK_D,0,,,3,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,211:CAMERAS,10783813,CANON EOS REBEL T7I DSLR W/EF-S 18-55MM IS STM-(1894C002),18678226,3/25/2017,N/B,0,0,4,4
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,211:CAMERAS,10783813,CANON EOS REBEL T7I DSLR W/EF-S 18-55MM IS STM-(1894C002),18699561,4/1/2017,BRB,0,0,1,1
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,213:SPORTING GOODS,9494556,COLMAN OASIS 6-PERSON DOME TENT,0,,,3,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,213:SPORTING GOODS,9494593,COL OASIS 8P DOME TENT,0,,,2,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,"240:YMEN,SRF,SKT,DNM,SWM",10562180,OCT HUF ORIGINAL DIPPED HEATHER SS TEE SHIRT CHAR:050 GREY SLV:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,"240:YMEN,SRF,SKT,DNM,SWM",10562180,OCT HUF ORIGINAL DIPPED HEATHER SS TEE SHIRT CHAR:050 GREY SLV:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,"240:YMEN,SRF,SKT,DNM,SWM",10562180,OCT HUF ORIGINAL DIPPED HEATHER SS TEE SHIRT CHAR:050 GREY SLV:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,"240:YMEN,SRF,SKT,DNM,SWM",10562180,OCT HUF ORIGINAL DIPPED HEATHER SS TEE SHIRT CHAR:050 GREY SLV:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562564,IG CARDIGAN BLACK HOLIDAY:001 BLACK:24M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562583,IG CARDIGAN RED HOLIDAY:600 RED:24M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562614,IG 2PC DRESS SET LACE OVERLAY HOLIDAY:153 WHITE OTHER:18M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562624,IG 2PC DRESS SET METALLIC HOLIDAY:153 WHITE:18M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562624,IG 2PC DRESS SET METALLIC HOLIDAY:153 WHITE:24M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562672,IG 2PC DRESS SET FLORAL HOLIDAY:400 BLUE:24M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,245:INFANTS,10562700,IG 2PC DRESS SET PLAID HOLIDAY:600 RED:18M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562203,THE NORTHFACE HALF DOME HOODIE BLACK/ASP:001 BLACK:S,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562537,TNF TRIVERT BLACK P/O HOOD:001 BLACK:S,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562563,TNF TRIVERT BLUE HTHR P/O HOOD:401 BLUE DARK OTH:M,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562579,TNF TRIVERT WORN BLUE P/O HOOD:420 BLUE MED OTHE:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562661,THE NORTHFACE HALF DOME HOODIE DKGRY:021 GREY DARK O:L,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562814,THE NORTHFACE THERMOWOOL CRW SWTR BLK:001 BLACK:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562814,THE NORTHFACE THERMOWOOL CRW SWTR BLK:001 BLACK:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562821,THE NORTHFACE THERMOWOOL CRW SWTR MED GREY:030 GREY DARK:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562821,THE NORTHFACE THERMOWOOL CRW SWTR MED GREY:030 GREY DARK:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562827,THE NORTHFACE THERMOWOOL CRW SWTR BLUE:401 BLUE DARK O:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562827,THE NORTHFACE THERMOWOOL CRW SWTR BLUE:401 BLUE DARK O:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562827,THE NORTHFACE THERMOWOOL CRW SWTR BLUE:401 BLUE DARK O:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562833,THE NORTHFACE THERMOWOOL CRW SWTR RED:601 RED DARK OT:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562833,THE NORTHFACE THERMOWOOL CRW SWTR RED:601 RED DARK OT:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562833,THE NORTHFACE THERMOWOOL CRW SWTR RED:601 RED DARK OT:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562833,THE NORTHFACE THERMOWOOL CRW SWTR RED:601 RED DARK OT:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562839,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BRWN:201 BROWN DRK O:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562839,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BRWN:201 BROWN DRK O:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562839,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BRWN:201 BROWN DRK O:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562839,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BRWN:201 BROWN DRK O:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562845,THE NORTHFACE MT.TAM 1/4 ZIP SWTR GREEN:301 GREEN DRK:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562845,THE NORTHFACE MT.TAM 1/4 ZIP SWTR GREEN:301 GREEN DRK:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562845,THE NORTHFACE MT.TAM 1/4 ZIP SWTR GREEN:301 GREEN DRK:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562852,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BLK:001 BLACK:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562852,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BLK:001 BLACK:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562859,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BLK/GRPHT:030 GREY DARK:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562859,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BLK/GRPHT:030 GREY DARK:M,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562859,THE NORTHFACE MT.TAM 1/4 ZIP SWTR BLK/GRPHT:030 GREY DARK:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562866,THE NORTHFACE MT.TAM 1/4 ZIP SWTR NAVY:401 BLUE DARK O:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562866,THE NORTHFACE MT.TAM 1/4 ZIP SWTR NAVY:401 BLUE DARK O:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562873,THE NORTHFACE MT.TAM 1/4 ZIP SWTR GREY:021 GREY DARK O:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,251:MENS OUTDR&ACTIVE,10562873,THE NORTHFACE MT.TAM 1/4 ZIP SWTR GREY:021 GREY DARK O:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,252:SMART HOME,10007547,RING DOORBELL- SATIN NICKEL,0,,,15,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,257:COMPUTER&PERIPHERALS,10562290,"F556UA-LH51-RD 15.6"" Ntbk, Red, i5 7200U, Exclusive",0,,,3,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,259:LADIES ACT/OUTDR/SRF,10562532,REEBOK REVERSIBLE CAPRI PURPLE:594 PURPLE OTHER:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,259:LADIES ACT/OUTDR/SRF,10562532,REEBOK REVERSIBLE CAPRI PURPLE:594 PURPLE OTHER:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,259:LADIES ACT/OUTDR/SRF,10562532,REEBOK REVERSIBLE CAPRI PURPLE:594 PURPLE OTHER:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,259:LADIES ACT/OUTDR/SRF,10562532,REEBOK REVERSIBLE CAPRI PURPLE:594 PURPLE OTHER:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,261:GIRLS,10562088,SURGENT PULLOVER HOODY:001 BLACK:XXS,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,261:GIRLS,10562088,SURGENT PULLOVER HOODY:001 BLACK:XS,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,261:GIRLS,10562088,SURGENT PULLOVER HOODY:001 BLACK:M,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,261:GIRLS,10562095,SURGENT PULLOVER HOODY:050 GREY SLVR OTHER:XXS,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,261:GIRLS,10562095,SURGENT PULLOVER HOODY:050 GREY SLVR OTHER:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562153,CHAMPION MENS GO NAVY SS TEE VEGAS GOLD:715 GOLD YELLO:XXL,0,,,1,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562198,CHAMPION MENS USN GOAT NAVY BEAT ARMY SS TEE OXFORD GREY:020 GREY:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562198,CHAMPION MENS USN GOAT NAVY BEAT ARMY SS TEE OXFORD GREY:020 GREY:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562222,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY L/S TEE WHITE:100 WHITE:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562222,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY L/S TEE WHITE:100 WHITE:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562263,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY L/S TEE OXFORD:020 GREY:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562263,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY L/S TEE OXFORD:020 GREY:XL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562263,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY L/S TEE OXFORD:020 GREY:XXL,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562295,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY  L/S TEE GRANITE:020 GREY:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562295,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY  L/S TEE GRANITE:020 GREY:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562295,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY  L/S TEE GRANITE:020 GREY:XXL,0,,,2,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562308,CHAMPION MENS US NAVAL ACADEMY BEAT ARMY L/S TEE NAVY:414 BLUE NA:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562744,CHAMPION WOMENS GO NAVY BEAT ARMY UNIVERSITY CREW SS VEGAS:715 GOLD YELLOW:S,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562744,CHAMPION WOMENS GO NAVY BEAT ARMY UNIVERSITY CREW SS VEGAS:715 GOLD YELLOW:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562752,CHAMPION WOMENS GO NAVY BEAT ARMY UNIVERSITY VNECK SS NAVY:414 BLUE N:M,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562752,CHAMPION WOMENS GO NAVY BEAT ARMY UNIVERSITY VNECK SS NAVY:414 BLUE N:L,0,,,0,0,0,0
VIRTUAL ECOM DISTRIC,780,MYNAVYEXCHANGE.COM,270:NAVY PRIDE,10562759,CHAMPION WOMENS USNA GO NAVY HEART  UNIVERSITY HOODIE OXFO:020 GREY:XL,0,,,-1,0,0,0
TIDEWATER DISTRICT,2,NORF PACKAGE STORE,206:BEVERAGES,5497947,NESTLE PURE LIFE WATER 16.9OZ 24PK PET,0,,,-1,0,0,0
TIDEWATER DISTRICT,2,NORF PACKAGE STORE,233:HOUSEHOLD CLEANING,13023,SKILCRAFT PREMIUM CUTLERY 24CT FORKS,0,,,5,0,0,0
TIDEWATER DISTRICT,2,NORF PACKAGE STORE,233:HOUSEHOLD CLEANING,13053,SKILCRAFT PREMIUM CUTLERY 24CT SPOONS,0,,,14,0,0,0
TIDEWATER DISTRICT,2,NORF PACKAGE STORE,233:HOUSEHOLD CLEANING,21383,SKILCRAFT PREMIUM CUTLERY 24CT ASSORTED,0,,,27,0,0,0
TIDEWATER DISTRICT,2,NORF PACKAGE STORE,233:HOUSEHOLD CLEANING,3631069,SOLO SQUARED PLASTIC CUPS 18OZ 30CT,0,,,50,0,0,0
TIDEWATER DISTRICT,2,NORF PACKAGE STORE,233:HOUSEHOLD CLEANING,5083890,SOLO SQUARED PLASTIC BOWLS 20OZ 22CT,0,,,11,0,0,0
TIDEWATER DISTRICT,7,HUNTINGTON HALL MM,204:FOOD,2130538,CAMPBELLS HOMESTYLE CHICKEN WITH EGG NOODLE TO GO 15.3OZ,0,,,10,0,0,0
TIDEWATER DISTRICT,7,HUNTINGTON HALL MM,206:BEVERAGES,5497947,NESTLE PURE LIFE WATER 16.9OZ 24PK PET,0,,,8,0,0,0
TIDEWATER DISTRICT,7,HUNTINGTON HALL MM,233:HOUSEHOLD CLEANING,21383,SKILCRAFT PREMIUM CUTLERY 24CT ASSORTED,0,,,35,0,0,0
TIDEWATER DISTRICT,7,HUNTINGTON HALL MM,233:HOUSEHOLD CLEANING,3631069,SOLO SQUARED PLASTIC CUPS 18OZ 30CT,0,,,8,0,0,0
TIDEWATER DISTRICT,8,NORF MINI MART V55,204:FOOD,2130538,CAMPBELLS HOMESTYLE CHICKEN WITH EGG NOODLE TO GO 15.3OZ,0,,,18,0,0,0
TIDEWATER DISTRICT,8,NORF MINI MART V55,206:BEVERAGES,829729,AQUAFINA WATER 16.9OZ 24PK PET,0,,,-6,0,0,0
TIDEWATER DISTRICT,8,NORF MINI MART V55,233:HOUSEHOLD CLEANING,21383,SKILCRAFT PREMIUM CUTLERY 24CT ASSORTED,0,,,48,0,0,0
TIDEWATER DISTRICT,8,NORF MINI MART V55,233:HOUSEHOLD CLEANING,3631069,SOLO SQUARED PLASTIC CUPS 18OZ 30CT,0,,,14,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,204:FOOD,2130538,CAMPBELLS HOMESTYLE CHICKEN WITH EGG NOODLE TO GO 15.3OZ,0,,,-1,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,206:BEVERAGES,829729,AQUAFINA WATER 16.9OZ 24PK PET,0,,,3,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,206:BEVERAGES,5497947,NESTLE PURE LIFE WATER 16.9OZ 24PK PET,0,,,40,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,217:SPORTS NUTRITION,10562165,PREMIER PROTEIN 30G SHAKE CHOCOLATE 4PK,0,,,3,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,217:SPORTS NUTRITION,10562169,PREMIER PROTEIN 30G SHAKE VANILLA 4PK,0,,,3,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,233:HOUSEHOLD CLEANING,13023,SKILCRAFT PREMIUM CUTLERY 24CT FORKS,0,,,17,0,0,0
TIDEWATER DISTRICT,9,NORF CEP 76 MM GAS,233:HOUSEHOLD CLEANING,21383,SKILCRAFT PREMIUM CUTLERY 24CT ASSORTED,0,,,19,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,204:FOOD,2130538,CAMPBELLS HOMESTYLE CHICKEN WITH EGG NOODLE TO GO 15.3OZ,0,,,11,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,206:BEVERAGES,829729,AQUAFINA WATER 16.9OZ 24PK PET,0,,,23,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,206:BEVERAGES,5497947,NESTLE PURE LIFE WATER 16.9OZ 24PK PET,0,,,69,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,211:CAMERAS,9728797,(D) NIKON D5500 DSLR CAMERA W/18-140MM LENS- BUILT IN WIFI- BLK_D,0,,,2,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,211:CAMERAS,10783813,CANON EOS REBEL T7I DSLR W/EF-S 18-55MM IS STM-(1894C002),18678220,3/25/2017,N/B,2,0,3,3
TIDEWATER DISTRICT,10,NORF MAIN STORE,213:SPORTING GOODS,5734148,COLEMAN COOLER QUAD FOLDING CHAIR,0,,,15,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,213:SPORTING GOODS,9494540,COL OASIS 4P DOME TENT,0,,,31,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,213:SPORTING GOODS,9494556,COLMAN OASIS 6-PERSON DOME TENT,0,,,28,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,213:SPORTING GOODS,9494593,COL OASIS 8P DOME TENT,0,,,10,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,214:SMALL APPLIANCES,10562505,"SP-E-7 SQUATTY POTTY ECCO 7"" WHITE TOILET STOOL",18673250,4/8/2017,ARB,6,0,20,20
TIDEWATER DISTRICT,10,NORF MAIN STORE,214:SMALL APPLIANCES,10562505,"SP-E-7 SQUATTY POTTY ECCO 7"" WHITE TOILET STOOL",18711958,4/22/2017,ARB,6,0,20,20
TIDEWATER DISTRICT,10,NORF MAIN STORE,217:SPORTS NUTRITION,10562181,POWERBAR CLEAN WHEY COOKIES & CREAM,0,,,13,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,228:AUTOMOTIVE,9221383,BA SWC/HFC/APEX RED,0,,,6,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,13023,SKILCRAFT PREMIUM CUTLERY 24CT FORKS,0,,,23,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,13053,SKILCRAFT PREMIUM CUTLERY 24CT SPOONS,0,,,34,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,21383,SKILCRAFT PREMIUM CUTLERY 24CT ASSORTED,0,,,21,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,251114,ZIPLOC SLIDE LOC STORAGE BAGS GALLON 15CT,0,,,17,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,3631069,SOLO SQUARED PLASTIC CUPS 18OZ 30CT,0,,,29,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,3631143,"SOLO SQUARED PLASTIC PLATES 10.25"" 15CT",0,,,6,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,4473029,ZIPLOC SMART SNAP CONTAINER SQUARE MEDIUM 4-3CT,0,,,2,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,5083890,SOLO SQUARED PLASTIC BOWLS 20OZ 22CT,0,,,11,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,6558961,GLAD TALL KITCHEN DS 13GAL 45CT,0,,,20,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,6558967,GLAD TALL KITCHEN QUICK TIE 13GAL 80CT,0,,,15,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,8089120,BOUNTY NAPKINS 200CT,0,,,28,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,10562103,GLADE PISO REFILL 3CT LAVENDER & PEACH BLOSSOM,0,,,6,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,233:HOUSEHOLD CLEANING,10562108,GLADE PISO REFILL 3CT VANILLA PASSION FRUIT,0,,,5,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,235:COSMETICS,7921383,RIMMEL SCANDAL EYES VOLUME MASCARA BLACK,0,,,4,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,235:COSMETICS,10562510,Bare Escentuals Make A Double Full Size Plus Travel Size Mascara Set,0,,,1,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,235:COSMETICS,9621383, REPAIR BLOW DRY 5OZ,0,,,8,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562115,OCT BILLABONG TRI UNITY S/S PROMO TEE SHIRT WHITE:100 WHITE:S,0,,,-2,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562115,OCT BILLABONG TRI UNITY S/S PROMO TEE SHIRT WHITE:100 WHITE:M,0,,,2,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562115,OCT BILLABONG TRI UNITY S/S PROMO TEE SHIRT WHITE:100 WHITE:L,0,,,1,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562115,OCT BILLABONG TRI UNITY S/S PROMO TEE SHIRT WHITE:100 WHITE:XL,0,,,1,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562180,OCT HUF ORIGINAL DIPPED HEATHER SS TEE SHIRT CHAR:050 GREY SLV:S,0,,,0,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562180,OCT HUF ORIGINAL DIPPED HEATHER SS TEE SHIRT CHAR:050 GREY SLV:L,0,,,1,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562233,OCT METAL SLEET LS POLAR FLEECE PLD SHIRT BLACK:001 BLACK:L,0,,,0,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,"240:YMEN,SRF,SKT,DNM,SWM",10562233,OCT METAL SLEET LS POLAR FLEECE PLD SHIRT BLACK:001 BLACK:XL,0,,,0,0,0,0
TIDEWATER DISTRICT,10,NORF MAIN STORE,242:MENS FURNISHINGS,10562340,Equipo 2 Pack Hanging Solid/Solid Boxer Brief -Orange/Alum:820 ORNG BRT OTHER:S,18250870,6/3/2017,N/B,5,0,0,0
