format,fy,date,txns
HOME,2016,3/17/2016,1095
HOME,2016,3/18/2016,1137
HOME,2016,3/19/2016,1343
HOME,2016,3/20/2016,1056
HOME,2016,3/21/2016,1176
HOME,2016,3/22/2016,1249
HOME,2016,3/23/2016,988
HOME,2016,3/24/2016,857
HOME,2016,3/25/2016,877
HOME,2016,3/26/2016,937
HOME,2016,3/27/2016,655
HOME,2016,3/28/2016,877
HOME,2016,3/29/2016,898
HOME,2016,3/30/2016,997
HOME,2016,3/31/2016,1065
HOME,2016,4/1/2016,1787
HOME,2016,4/2/2016,1730
HOME,2016,4/3/2016,1773
HOME,2016,4/4/2016,1071
HOME,2016,4/5/2016,1058
HOME,2016,4/6/2016,1032
HOME,2016,4/7/2016,957
HOME,2016,4/8/2016,1060
HOME,2016,4/9/2016,1131
HOME,2016,4/10/2016,992
HOME,2016,4/11/2016,940
HOME,2016,4/12/2016,870
HOME,2016,4/13/2016,1295
HOME,2016,4/14/2016,1203
HOME,2016,4/15/2016,1117
HOME,2016,4/16/2016,1372
HOME,2016,4/17/2016,1014
HOME,2016,4/18/2016,999
HOME,2016,4/19/2016,929
HOME,2016,4/20/2016,998
HOME,2016,4/21/2016,990
HOME,2016,4/22/2016,1161
HOME,2016,4/23/2016,1198
HOME,2016,4/24/2016,1086
HOME,2016,4/25/2016,1028
HOME,2016,4/26/2016,989
HOME,2016,4/27/2016,1034
HOME,2016,4/28/2016,1059
HOME,2016,4/29/2016,1463
HOME,2016,4/30/2016,1548
HOME,2016,5/1/2016,1395
HOME,2016,5/2/2016,1076
HOME,2016,5/3/2016,1136
HOME,2016,5/4/2016,1209
HOME,2016,5/5/2016,1212
HOME,2016,5/6/2016,966
HOME,2016,5/7/2016,1281
HOME,2016,5/8/2016,1130
HOME,2016,5/9/2016,971
HOME,2016,5/10/2016,952
HOME,2016,5/11/2016,946
HOME,2016,5/12/2016,936
HOME,2016,5/13/2016,1173
HOME,2016,5/14/2016,1280
HOME,2016,5/15/2016,1159
HOME,2016,5/16/2016,1026
HOME,2016,5/17/2016,829
HOME,2016,5/18/2016,1134
HOME,2016,5/19/2016,922
HOME,2016,5/20/2016,964
HOME,2016,5/21/2016,1211
HOME,2016,5/22/2016,1070
HOME,2016,5/23/2016,881
HOME,2016,5/24/2016,889
HOME,2016,5/25/2016,1230
HOME,2016,5/26/2016,1191
HOME,2016,5/27/2016,1275
HOME,2016,5/28/2016,1715
HOME,2016,5/29/2016,1380
HOME,2016,5/30/2016,1070
HOME,2016,5/31/2016,1255
HOME,2016,6/1/2016,1164
HOME,2016,6/2/2016,1345
HOME,2016,6/3/2016,1512
HOME,2016,6/4/2016,997
HOME,2016,6/5/2016,870
HOME,2016,6/6/2016,752
HOME,2016,6/7/2016,857
HOME,2016,6/8/2016,1013
HOME,2016,6/9/2016,980
HOME,2016,6/10/2016,942
HOME,2016,6/11/2016,944
HOME,2016,6/12/2016,772
HOME,2016,6/13/2016,734
HOME,2016,6/14/2016,872
HOME,2016,6/15/2016,1417
HOME,2016,6/16/2016,1139
HOME,2016,6/17/2016,1093
HOME,2016,6/18/2016,1317
HOME,2016,6/19/2016,940
HOME,2016,6/20/2016,972
HOME,2016,6/21/2016,1111
HOME,2016,6/22/2016,895
HOME,2016,6/23/2016,887
HOME,2016,6/24/2016,956
HOME,2016,6/25/2016,1017
HOME,2016,6/26/2016,864
HOME,2016,6/27/2016,797
HOME,2016,6/28/2016,824
HOME,2016,6/29/2016,1086
HOME,2016,6/30/2016,1022
HOME,2016,7/1/2016,1228
HOME,2016,7/2/2016,1093
HOME,2016,7/3/2016,945
HOME,2016,7/4/2016,685
HOME,2016,7/5/2016,952
HOME,2016,7/6/2016,848
HOME,2016,7/7/2016,887
HOME,2016,7/8/2016,825
HOME,2016,7/9/2016,941
HOME,2016,7/10/2016,836
HOME,2016,7/11/2016,822
HOME,2016,7/12/2016,803
HOME,2016,7/13/2016,946
HOME,2016,7/14/2016,978
HOME,2016,7/15/2016,1066
HOME,2016,7/16/2016,1828
HOME,2016,7/17/2016,1597
HOME,2016,7/18/2016,1023
HOME,2016,7/19/2016,1000
HOME,2016,7/20/2016,925
HOME,2016,7/21/2016,750
HOME,2016,7/22/2016,755
HOME,2016,7/23/2016,880
HOME,2016,7/24/2016,874
HOME,2016,7/25/2016,829
HOME,2016,7/26/2016,788
HOME,2016,7/27/2016,1216
HOME,2016,7/28/2016,1102
HOME,2016,7/29/2016,1227
HOME,2016,7/30/2016,1298
HOME,2016,7/31/2016,1115
HOME,2016,8/1/2016,962
HOME,2016,8/2/2016,1030
HOME,2016,8/3/2016,961
HOME,2016,8/4/2016,982
HOME,2016,8/5/2016,979
HOME,2016,8/6/2016,1016
HOME,2016,8/7/2016,1033
HOME,2016,8/8/2016,893
HOME,2016,8/9/2016,771
HOME,2016,8/10/2016,1206
HOME,2016,8/11/2016,1290
HOME,2016,8/12/2016,1285
HOME,2016,8/13/2016,1485
HOME,2016,8/14/2016,1286
HOME,2016,8/15/2016,1246
HOME,2016,8/16/2016,1182
HOME,2016,8/17/2016,907
HOME,2016,8/18/2016,968
HOME,2016,8/19/2016,1005
HOME,2016,8/20/2016,1102
HOME,2016,8/21/2016,967
HOME,2016,8/22/2016,583
HOME,2016,8/23/2016,920
HOME,2016,8/24/2016,1206
HOME,2016,8/25/2016,1035
HOME,2016,8/26/2016,1108
HOME,2016,8/27/2016,1217
HOME,2016,8/28/2016,1036
HOME,2016,8/29/2016,844
HOME,2016,8/30/2016,786
HOME,2016,8/31/2016,1277
HOME,2016,9/1/2016,1217
HOME,2016,9/2/2016,1498
HOME,2016,9/3/2016,1239
HOME,2016,9/4/2016,1065
HOME,2016,9/5/2016,982
HOME,2016,9/6/2016,1048
HOME,2016,9/7/2016,811
HOME,2016,9/8/2016,718
HOME,2016,9/9/2016,805
HOME,2016,9/10/2016,930
HOME,2016,9/11/2016,813
HOME,2016,9/12/2016,850
HOME,2016,9/13/2016,765
HOME,2016,9/14/2016,1182
HOME,2016,9/15/2016,1129
HOME,2016,9/16/2016,1129
HOME,2016,9/17/2016,1258
HOME,2016,9/18/2016,933
HOME,2016,9/19/2016,843
HOME,2016,9/20/2016,760
HOME,2016,9/21/2016,906
HOME,2016,9/22/2016,884
HOME,2016,9/23/2016,897
HOME,2016,9/24/2016,1014
HOME,2016,9/25/2016,912
HOME,2016,9/26/2016,922
HOME,2016,9/27/2016,923
HOME,2016,9/28/2016,932
HOME,2016,9/29/2016,1084
HOME,2016,9/30/2016,1099
HOME,2016,10/1/2016,1441
HOME,2016,10/2/2016,1040
HOME,2016,10/3/2016,1036
HOME,2016,10/4/2016,1000
HOME,2016,10/5/2016,1209
HOME,2016,10/6/2016,938
HOME,2016,10/7/2016,873
HOME,2016,10/8/2016,946
HOME,2016,10/9/2016,623
HOME,2016,10/10/2016,839
HOME,2016,10/11/2016,879
HOME,2016,10/12/2016,1373
HOME,2016,10/13/2016,1305
HOME,2016,10/14/2016,1264
HOME,2016,10/15/2016,1365
HOME,2016,10/16/2016,1191
HOME,2016,10/17/2016,1145
HOME,2016,10/18/2016,1259
HOME,2016,10/19/2016,875
HOME,2016,10/20/2016,820
HOME,2016,10/21/2016,892
HOME,2016,10/22/2016,1055
HOME,2016,10/23/2016,918
HOME,2016,10/24/2016,864
HOME,2016,10/25/2016,862
HOME,2016,10/26/2016,875
HOME,2016,10/27/2016,916
HOME,2016,10/28/2016,914
HOME,2016,10/29/2016,1068
HOME,2016,10/30/2016,1031
HOME,2016,10/31/2016,805
HOME,2016,11/1/2016,916
HOME,2016,11/2/2016,901
HOME,2016,11/3/2016,958
HOME,2016,11/4/2016,810
HOME,2016,11/5/2016,970
HOME,2016,11/6/2016,692
HOME,2016,11/7/2016,750
HOME,2016,11/8/2016,692
HOME,2016,11/9/2016,1031
HOME,2016,11/10/2016,930
HOME,2016,11/11/2016,1066
HOME,2016,11/12/2016,1235
HOME,2016,11/13/2016,972
HOME,2016,11/14/2016,1068
HOME,2016,11/15/2016,1153
HOME,2016,11/16/2016,1020
HOME,2016,11/17/2016,1090
HOME,2016,11/18/2016,1447
HOME,2016,11/19/2016,1473
HOME,2016,11/20/2016,1181
HOME,2016,11/21/2016,1203
HOME,2016,11/22/2016,1493
HOME,2016,11/23/2016,1618
HOME,2016,11/25/2016,3455
HOME,2016,11/26/2016,2173
HOME,2016,11/27/2016,2022
HOME,2016,11/28/2016,1201
HOME,2016,11/29/2016,1120
HOME,2016,11/30/2016,1264
HOME,2016,12/1/2016,1141
HOME,2016,12/2/2016,1606
HOME,2016,12/3/2016,1839
HOME,2016,12/4/2016,1766
HOME,2016,12/5/2016,1299
HOME,2016,12/6/2016,1189
HOME,2016,12/7/2016,1190
HOME,2016,12/8/2016,1104
HOME,2016,12/9/2016,1219
HOME,2016,12/10/2016,1310
HOME,2016,12/11/2016,1214
HOME,2016,12/12/2016,1147
HOME,2016,12/13/2016,1224
HOME,2016,12/14/2016,1482
HOME,2016,12/15/2016,1448
HOME,2016,12/16/2016,1375
HOME,2016,12/17/2016,1355
HOME,2016,12/18/2016,1262
HOME,2016,12/19/2016,1279
HOME,2016,12/20/2016,1364
HOME,2016,12/21/2016,1414
HOME,2016,12/22/2016,1259
HOME,2016,12/23/2016,1433
HOME,2016,12/24/2016,1200
HOME,2016,12/26/2016,1228
HOME,2016,12/27/2016,962
HOME,2016,12/28/2016,1059
HOME,2016,12/29/2016,1016
HOME,2016,12/30/2016,1138
HOME,2016,12/31/2016,958
HOME,2016,1/1/2017,435
HOME,2016,1/2/2017,1018
HOME,2016,1/3/2017,1005
HOME,2016,1/4/2017,878
HOME,2016,1/5/2017,832
HOME,2016,1/6/2017,924
HOME,2016,1/7/2017,836
HOME,2016,1/8/2017,592
HOME,2016,1/9/2017,612
HOME,2016,1/10/2017,825
HOME,2016,1/11/2017,754
HOME,2016,1/12/2017,867
HOME,2016,1/13/2017,1110
HOME,2016,1/14/2017,1183
HOME,2016,1/15/2017,929
HOME,2016,1/16/2017,991
HOME,2016,1/17/2017,811
HOME,2016,1/18/2017,784
HOME,2016,1/19/2017,798
HOME,2016,1/20/2017,835
HOME,2016,1/21/2017,927
HOME,2016,1/22/2017,798
HOME,2016,1/23/2017,743
HOME,2016,1/24/2017,699
HOME,2016,1/25/2017,815
HOME,2016,1/26/2017,614
HOME,2016,1/27/2017,743
HOME,2016,1/28/2017,908
HOME,2017,1/29/2017,729
HOME,2017,1/30/2017,608
HOME,2017,1/31/2017,675
HOME,2017,2/1/2017,999
HOME,2017,2/2/2017,952
HOME,2017,2/3/2017,975
HOME,2017,2/4/2017,1065
HOME,2017,2/5/2017,852
HOME,2017,2/6/2017,906
HOME,2017,2/7/2017,886
HOME,2017,2/8/2017,743
HOME,2017,2/9/2017,725
HOME,2017,2/10/2017,723
HOME,2017,2/11/2017,900
HOME,2017,2/12/2017,789
HOME,2017,2/13/2017,683
HOME,2017,2/14/2017,738
HOME,2017,2/15/2017,833
HOME,2017,2/16/2017,735
HOME,2017,2/17/2017,1074
HOME,2017,2/18/2017,1136
HOME,2017,2/19/2017,972
HOME,2017,2/20/2017,886
HOME,2017,2/21/2017,770
HOME,2017,2/22/2017,883
HOME,2017,2/23/2017,855
HOME,2017,2/24/2017,857
HOME,2017,2/25/2017,1063
HOME,2017,2/26/2017,908
HOME,2017,2/27/2017,756
HOME,2017,2/28/2017,918
HOME,2017,3/1/2017,860
HOME,2017,3/2/2017,806
HOME,2017,3/3/2017,860
HOME,2017,3/4/2017,978
HOME,2017,3/5/2017,868
HOME,2017,3/6/2017,813
HOME,2017,3/7/2017,831
HOME,2017,3/8/2017,949
HOME,2017,3/9/2017,832
HOME,2017,3/10/2017,909
HOME,2017,3/11/2017,1027
HOME,2017,3/12/2017,786
HOME,2017,3/13/2017,798
HOME,2017,3/14/2017,792
HOME,2017,3/15/2017,1209
HOME,2017,3/16/2017,1068
HOME,2017,3/17/2017,1025
HOME,2017,3/18/2017,1198
HOME,2017,3/19/2017,1013
HOME,2017,3/20/2017,1014
HOME,2017,3/21/2017,1040
HOME,2017,3/22/2017,872
HOME,2017,3/23/2017,903
HOME,2017,3/24/2017,920
HOME,2017,3/25/2017,1018
HOME,2017,3/26/2017,745
HOME,2017,3/27/2017,872
HOME,2017,3/28/2017,845
HOME,2017,3/29/2017,969
HOME,2017,3/30/2017,1047
HOME,2017,3/31/2017,1179
HOME,2017,4/1/2017,1390
HOME,2017,4/2/2017,1101
HOME,2017,4/3/2017,994
HOME,2017,4/4/2017,952
HOME,2017,4/5/2017,1005
HOME,2017,4/6/2017,843
HOME,2017,4/7/2017,888
HOME,2017,4/8/2017,1103
HOME,2017,4/9/2017,806
HOME,2017,4/10/2017,867
HOME,2017,4/11/2017,734
HOME,2017,4/12/2017,1030
HOME,2017,4/13/2017,990
HOME,2017,4/14/2017,1028
HOME,2017,4/15/2017,1165
HOME,2017,4/16/2017,695
HOME,2017,4/17/2017,978
HOME,2017,4/18/2017,961
HOME,2017,4/19/2017,850
HOME,2017,4/20/2017,908
HOME,2017,4/21/2017,1030
HOME,2017,4/22/2017,1183
HOME,2017,4/23/2017,1077
HOME,2017,4/24/2017,911
HOME,2017,4/25/2017,891
HOME,2017,4/26/2017,1040
HOME,2017,4/27/2017,1030
HOME,2017,4/28/2017,1136
HOME,2017,4/29/2017,1154
HOME,2017,4/30/2017,1176
HOME,2017,5/1/2017,1092
HOME,2017,5/2/2017,1269
HOME,2017,5/3/2017,907
HOME,2017,5/4/2017,868
HOME,2017,5/5/2017,868
HOME,2017,5/6/2017,1230
HOME,2017,5/7/2017,805
HOME,2017,5/8/2017,902
HOME,2017,5/9/2017,773
HOME,2017,5/10/2017,880
HOME,2017,5/11/2017,822
HOME,2017,5/12/2017,1090
HOME,2017,5/13/2017,1261
HOME,2017,5/14/2017,1375
HOME,2017,5/15/2017,985
HOME,2017,5/16/2017,916
HOME,2017,5/17/2017,992
HOME,2017,5/18/2017,828
HOME,2017,5/19/2017,865
HOME,2017,5/20/2017,1427
HOME,2017,5/21/2017,1092
HOME,2017,5/22/2017,803
HOME,2017,5/23/2017,910
HOME,2017,5/24/2017,1092
HOME,2017,5/25/2017,1078
HOME,2017,5/26/2017,1034
HOME,2017,5/27/2017,1025
HOME,2017,5/28/2017,799
HOME,2017,5/29/2017,766
HOME,2017,5/30/2017,1033
HOME,2017,5/31/2017,1086
HOME,2017,6/1/2017,1013
HOME,2017,6/2/2017,886
HOME,2017,6/3/2017,999
HOME,2017,6/4/2017,637
HOME,2017,6/5/2017,786
HOME,2017,6/6/2017,749
HOME,2017,6/7/2017,794
HOME,2017,6/8/2017,745
HOME,2017,6/9/2017,795
HOME,2017,6/10/2017,854
HOME,2017,6/11/2017,746
HOME,2017,6/12/2017,719
HOME,2017,6/13/2017,633
HOME,2017,6/14/2017,1023
HOME,2017,6/15/2017,1075
HOME,2017,6/16/2017,975
HOME,2017,6/17/2017,1037
HOME,2017,6/18/2017,759
HOME,2017,6/19/2017,905
HOME,2017,6/20/2017,920
HOME,2017,6/21/2017,647
HOME,2017,6/22/2017,788
HOME,2017,6/23/2017,808
HOME,2017,6/24/2017,804
HOME,2017,6/25/2017,721
HOME,2017,6/26/2017,730
HOME,2017,6/27/2017,639
HOME,2017,6/28/2017,688
HOME,2017,6/29/2017,763
HOME,2017,6/30/2017,973
HOME,2017,7/1/2017,965
HOME,2017,7/2/2017,792
HOME,2017,7/3/2017,881
HOME,2017,7/4/2017,564
HOME,2017,7/5/2017,791
HOME,2017,7/6/2017,837
HOME,2017,7/7/2017,833
HOME,2017,7/8/2017,918
HOME,2017,7/9/2017,795
HOME,2017,7/10/2017,779
HOME,2017,7/11/2017,690
HOME,2017,7/12/2017,724
HOME,2017,7/13/2017,829
HOME,2017,7/14/2017,1001
HOME,2017,7/15/2017,921
HOME,2017,7/16/2017,852
HOME,2017,7/17/2017,837
HOME,2017,7/18/2017,755
HOME,2017,7/19/2017,852
HOME,2017,7/20/2017,900
HOME,2017,7/21/2017,769
HOME,2017,7/22/2017,809
HOME,2017,7/23/2017,658
HOME,2017,7/24/2017,666
HOME,2017,7/25/2017,659
HOME,2017,7/26/2017,625
HOME,2017,7/27/2017,611
HOME,2017,7/28/2017,859
HOME,2017,7/29/2017,932
HOME,2017,7/30/2017,819
HOME,2017,7/31/2017,770
HOME,2017,8/1/2017,737
HOME,2017,8/2/2017,746
HOME,2017,8/3/2017,868
HOME,2017,8/4/2017,826
HOME,2017,8/5/2017,696
HOSPITAL,2016,1/31/2016,1144
HOSPITAL,2016,2/1/2016,5312
HOSPITAL,2016,2/2/2016,5261
HOSPITAL,2016,2/3/2016,5263
HOSPITAL,2016,2/4/2016,5260
HOSPITAL,2016,2/5/2016,4898
HOSPITAL,2016,2/6/2016,1219
HOSPITAL,2016,2/7/2016,1131
HOSPITAL,2016,2/8/2016,5001
HOSPITAL,2016,2/9/2016,5186
HOSPITAL,2016,2/10/2016,5203
HOSPITAL,2016,2/11/2016,5439
HOSPITAL,2016,2/12/2016,4708
HOSPITAL,2016,2/13/2016,1464
HOSPITAL,2016,2/14/2016,1247
HOSPITAL,2016,2/15/2016,1117
HOSPITAL,2016,2/16/2016,5266
HOSPITAL,2016,2/17/2016,5187
HOSPITAL,2016,2/18/2016,5050
HOSPITAL,2016,2/19/2016,4817
HOSPITAL,2016,2/20/2016,1309
HOSPITAL,2016,2/21/2016,1169
HOSPITAL,2016,2/22/2016,5247
HOSPITAL,2016,2/23/2016,5136
HOSPITAL,2016,2/24/2016,5180
HOSPITAL,2016,2/25/2016,5211
HOSPITAL,2016,2/26/2016,4959
HOSPITAL,2016,2/27/2016,1417
HOSPITAL,2016,2/28/2016,1156
HOSPITAL,2016,2/29/2016,5441
HOSPITAL,2016,3/1/2016,5300
HOSPITAL,2016,3/2/2016,5492
HOSPITAL,2016,3/3/2016,5200
HOSPITAL,2016,3/4/2016,4999
HOSPITAL,2016,3/5/2016,1433
HOSPITAL,2016,3/6/2016,1207
HOSPITAL,2016,3/7/2016,5290
HOSPITAL,2016,3/8/2016,5311
HOSPITAL,2016,3/9/2016,5094
HOSPITAL,2016,3/10/2016,5184
HOSPITAL,2016,3/11/2016,5021
HOSPITAL,2016,3/12/2016,1371
HOSPITAL,2016,3/13/2016,1115
HOSPITAL,2016,3/14/2016,5426
HOSPITAL,2016,3/15/2016,5271
HOSPITAL,2016,3/16/2016,5152
HOSPITAL,2016,3/17/2016,5130
HOSPITAL,2016,3/18/2016,4858
HOSPITAL,2016,3/19/2016,1320
HOSPITAL,2016,3/20/2016,1165
HOSPITAL,2016,3/21/2016,5195
HOSPITAL,2016,3/22/2016,5092
HOSPITAL,2016,3/23/2016,5254
HOSPITAL,2016,3/24/2016,4514
HOSPITAL,2016,3/25/2016,4788
HOSPITAL,2016,3/26/2016,1529
HOSPITAL,2016,3/27/2016,1205
HOSPITAL,2016,3/28/2016,4865
HOSPITAL,2016,3/29/2016,4859
HOSPITAL,2016,3/30/2016,4904
HOSPITAL,2016,3/31/2016,5266
HOSPITAL,2016,4/1/2016,4913
HOSPITAL,2016,4/2/2016,1360
HOSPITAL,2016,4/3/2016,1145
HOSPITAL,2016,4/4/2016,5106
HOSPITAL,2016,4/5/2016,5265
HOSPITAL,2016,4/6/2016,5295
HOSPITAL,2016,4/7/2016,5201
HOSPITAL,2016,4/8/2016,4867
HOSPITAL,2016,4/9/2016,1437
HOSPITAL,2016,4/10/2016,1134
HOSPITAL,2016,4/11/2016,4955
HOSPITAL,2016,4/12/2016,4886
HOSPITAL,2016,4/13/2016,5074
HOSPITAL,2016,4/14/2016,5169
HOSPITAL,2016,4/15/2016,4870
HOSPITAL,2016,4/16/2016,1506
HOSPITAL,2016,4/17/2016,1106
HOSPITAL,2016,4/18/2016,5133
HOSPITAL,2016,4/19/2016,5242
HOSPITAL,2016,4/20/2016,5161
HOSPITAL,2016,4/21/2016,5137
HOSPITAL,2016,4/22/2016,5006
HOSPITAL,2016,4/23/2016,1448
HOSPITAL,2016,4/24/2016,1226
HOSPITAL,2016,4/25/2016,5033
HOSPITAL,2016,4/26/2016,4971
HOSPITAL,2016,4/27/2016,5010
HOSPITAL,2016,4/28/2016,5116
HOSPITAL,2016,4/29/2016,4813
HOSPITAL,2016,4/30/2016,1335
HOSPITAL,2016,5/1/2016,1205
HOSPITAL,2016,5/2/2016,5185
HOSPITAL,2016,5/3/2016,5106
HOSPITAL,2016,5/4/2016,5238
HOSPITAL,2016,5/5/2016,4971
HOSPITAL,2016,5/6/2016,4719
HOSPITAL,2016,5/7/2016,1405
HOSPITAL,2016,5/8/2016,1185
HOSPITAL,2016,5/9/2016,5025
HOSPITAL,2016,5/10/2016,4908
HOSPITAL,2016,5/11/2016,5122
HOSPITAL,2016,5/12/2016,5127
HOSPITAL,2016,5/13/2016,4763
HOSPITAL,2016,5/14/2016,1236
HOSPITAL,2016,5/15/2016,1163
HOSPITAL,2016,5/16/2016,5180
HOSPITAL,2016,5/17/2016,5097
HOSPITAL,2016,5/18/2016,5083
HOSPITAL,2016,5/19/2016,4968
HOSPITAL,2016,5/20/2016,4831
HOSPITAL,2016,5/21/2016,1413
HOSPITAL,2016,5/22/2016,1145
HOSPITAL,2016,5/23/2016,5048
HOSPITAL,2016,5/24/2016,5017
HOSPITAL,2016,5/25/2016,5073
HOSPITAL,2016,5/26/2016,4848
HOSPITAL,2016,5/27/2016,3941
HOSPITAL,2016,5/28/2016,1368
HOSPITAL,2016,5/29/2016,1231
HOSPITAL,2016,5/30/2016,1138
HOSPITAL,2016,5/31/2016,4771
HOSPITAL,2016,6/1/2016,5152
HOSPITAL,2016,6/2/2016,5075
HOSPITAL,2016,6/3/2016,4877
HOSPITAL,2016,6/4/2016,1283
HOSPITAL,2016,6/5/2016,1097
HOSPITAL,2016,6/6/2016,5073
HOSPITAL,2016,6/7/2016,5070
HOSPITAL,2016,6/8/2016,5087
HOSPITAL,2016,6/9/2016,4972
HOSPITAL,2016,6/10/2016,4744
HOSPITAL,2016,6/11/2016,1362
HOSPITAL,2016,6/12/2016,1070
HOSPITAL,2016,6/13/2016,4940
HOSPITAL,2016,6/14/2016,5149
HOSPITAL,2016,6/15/2016,5042
HOSPITAL,2016,6/16/2016,5221
HOSPITAL,2016,6/17/2016,4845
HOSPITAL,2016,6/18/2016,1359
HOSPITAL,2016,6/19/2016,1151
HOSPITAL,2016,6/20/2016,5145
HOSPITAL,2016,6/21/2016,5021
HOSPITAL,2016,6/22/2016,5011
HOSPITAL,2016,6/23/2016,4973
HOSPITAL,2016,6/24/2016,4494
HOSPITAL,2016,6/25/2016,1199
HOSPITAL,2016,6/26/2016,1113
HOSPITAL,2016,6/27/2016,4922
HOSPITAL,2016,6/28/2016,4908
HOSPITAL,2016,6/29/2016,4921
HOSPITAL,2016,6/30/2016,5006
HOSPITAL,2016,7/1/2016,4324
HOSPITAL,2016,7/2/2016,1407
HOSPITAL,2016,7/3/2016,1222
HOSPITAL,2016,7/4/2016,1071
HOSPITAL,2016,7/5/2016,4500
HOSPITAL,2016,7/6/2016,4764
HOSPITAL,2016,7/7/2016,4811
HOSPITAL,2016,7/8/2016,4555
HOSPITAL,2016,7/9/2016,1167
HOSPITAL,2016,7/10/2016,1094
HOSPITAL,2016,7/11/2016,4898
HOSPITAL,2016,7/12/2016,4884
HOSPITAL,2016,7/13/2016,4837
HOSPITAL,2016,7/14/2016,4969
HOSPITAL,2016,7/15/2016,4746
HOSPITAL,2016,7/16/2016,1288
HOSPITAL,2016,7/17/2016,1088
HOSPITAL,2016,7/18/2016,4919
HOSPITAL,2016,7/19/2016,5020
HOSPITAL,2016,7/20/2016,5245
HOSPITAL,2016,7/21/2016,4895
HOSPITAL,2016,7/22/2016,4518
HOSPITAL,2016,7/23/2016,1268
HOSPITAL,2016,7/24/2016,1086
HOSPITAL,2016,7/25/2016,4923
HOSPITAL,2016,7/26/2016,4881
HOSPITAL,2016,7/27/2016,4964
HOSPITAL,2016,7/28/2016,4914
HOSPITAL,2016,7/29/2016,4810
HOSPITAL,2016,7/30/2016,1408
HOSPITAL,2016,7/31/2016,1192
HOSPITAL,2016,8/1/2016,5056
HOSPITAL,2016,8/2/2016,4927
HOSPITAL,2016,8/3/2016,4901
HOSPITAL,2016,8/4/2016,4717
HOSPITAL,2016,8/5/2016,4508
HOSPITAL,2016,8/6/2016,1211
HOSPITAL,2016,8/7/2016,1077
HOSPITAL,2016,8/8/2016,4661
HOSPITAL,2016,8/9/2016,4779
HOSPITAL,2016,8/10/2016,4952
HOSPITAL,2016,8/11/2016,4927
HOSPITAL,2016,8/12/2016,4771
HOSPITAL,2016,8/13/2016,1366
HOSPITAL,2016,8/14/2016,1156
HOSPITAL,2016,8/15/2016,5037
HOSPITAL,2016,8/16/2016,4953
HOSPITAL,2016,8/17/2016,4869
HOSPITAL,2016,8/18/2016,4833
HOSPITAL,2016,8/19/2016,4607
HOSPITAL,2016,8/20/2016,1380
HOSPITAL,2016,8/21/2016,1187
HOSPITAL,2016,8/22/2016,4661
HOSPITAL,2016,8/23/2016,4819
HOSPITAL,2016,8/24/2016,4812
HOSPITAL,2016,8/25/2016,4829
HOSPITAL,2016,8/26/2016,4553
HOSPITAL,2016,8/27/2016,1260
HOSPITAL,2016,8/28/2016,1192
HOSPITAL,2016,8/29/2016,5014
HOSPITAL,2016,8/30/2016,4895
HOSPITAL,2016,8/31/2016,5204
HOSPITAL,2016,9/1/2016,4971
HOSPITAL,2016,9/2/2016,3908
HOSPITAL,2016,9/3/2016,1319
HOSPITAL,2016,9/4/2016,1230
HOSPITAL,2016,9/5/2016,1164
HOSPITAL,2016,9/6/2016,4929
HOSPITAL,2016,9/7/2016,4823
HOSPITAL,2016,9/8/2016,4782
HOSPITAL,2016,9/9/2016,4662
HOSPITAL,2016,9/10/2016,1327
HOSPITAL,2016,9/11/2016,1059
HOSPITAL,2016,9/12/2016,4795
HOSPITAL,2016,9/13/2016,5050
HOSPITAL,2016,9/14/2016,4981
HOSPITAL,2016,9/15/2016,4924
HOSPITAL,2016,9/16/2016,4578
HOSPITAL,2016,9/17/2016,1311
HOSPITAL,2016,9/18/2016,1103
HOSPITAL,2016,9/19/2016,4910
HOSPITAL,2016,9/20/2016,5061
HOSPITAL,2016,9/21/2016,4659
HOSPITAL,2016,9/22/2016,4847
HOSPITAL,2016,9/23/2016,4560
HOSPITAL,2016,9/24/2016,1354
HOSPITAL,2016,9/25/2016,1148
HOSPITAL,2016,9/26/2016,4956
HOSPITAL,2016,9/27/2016,4937
HOSPITAL,2016,9/28/2016,4839
HOSPITAL,2016,9/29/2016,5003
HOSPITAL,2016,9/30/2016,4659
HOSPITAL,2016,10/1/2016,1337
HOSPITAL,2016,10/2/2016,995
HOSPITAL,2016,10/3/2016,4951
HOSPITAL,2016,10/4/2016,5182
HOSPITAL,2016,10/5/2016,4996
HOSPITAL,2016,10/6/2016,4655
HOSPITAL,2016,10/7/2016,3996
HOSPITAL,2016,10/8/2016,1263
HOSPITAL,2016,10/9/2016,1027
HOSPITAL,2016,10/10/2016,1096
HOSPITAL,2016,10/11/2016,4568
HOSPITAL,2016,10/12/2016,4749
HOSPITAL,2016,10/13/2016,4950
HOSPITAL,2016,10/14/2016,4504
HOSPITAL,2016,10/15/2016,1248
HOSPITAL,2016,10/16/2016,1161
HOSPITAL,2016,10/17/2016,4940
HOSPITAL,2016,10/18/2016,4811
HOSPITAL,2016,10/19/2016,5004
HOSPITAL,2016,10/20/2016,4878
HOSPITAL,2016,10/21/2016,4617
HOSPITAL,2016,10/22/2016,1275
HOSPITAL,2016,10/23/2016,1081
HOSPITAL,2016,10/24/2016,4809
HOSPITAL,2016,10/25/2016,4847
HOSPITAL,2016,10/26/2016,4790
HOSPITAL,2016,10/27/2016,4730
