format,fy,date,txns
PACKAGE,2016,11/9/2016,3942
PACKAGE,2016,11/10/2016,6238
PACKAGE,2016,11/11/2016,4545
PACKAGE,2016,11/12/2016,4787
PACKAGE,2016,11/13/2016,2776
PACKAGE,2016,11/14/2016,3409
PACKAGE,2016,11/15/2016,3611
PACKAGE,2016,11/16/2016,3992
PACKAGE,2016,11/17/2016,4404
PACKAGE,2016,11/18/2016,6800
PACKAGE,2016,11/19/2016,5240
PACKAGE,2016,11/20/2016,3324
PACKAGE,2016,11/21/2016,4660
PACKAGE,2016,11/22/2016,5923
PACKAGE,2016,11/23/2016,9412
PACKAGE,2016,11/24/2016,70
PACKAGE,2016,11/25/2016,4282
PACKAGE,2016,11/26/2016,3356
PACKAGE,2016,11/27/2016,2404
PACKAGE,2016,11/28/2016,2908
PACKAGE,2016,11/29/2016,2938
PACKAGE,2016,11/30/2016,3570
PACKAGE,2016,12/1/2016,4213
PACKAGE,2016,12/2/2016,6149
PACKAGE,2016,12/3/2016,4817
PACKAGE,2016,12/4/2016,2880
PACKAGE,2016,12/5/2016,2947
PACKAGE,2016,12/6/2016,3400
PACKAGE,2016,12/7/2016,3558
PACKAGE,2016,12/8/2016,4291
PACKAGE,2016,12/9/2016,5763
PACKAGE,2016,12/10/2016,4738
PACKAGE,2016,12/11/2016,2347
PACKAGE,2016,12/12/2016,3261
PACKAGE,2016,12/13/2016,3661
PACKAGE,2016,12/14/2016,4648
PACKAGE,2016,12/15/2016,5185
PACKAGE,2016,12/16/2016,6501
PACKAGE,2016,12/17/2016,5392
PACKAGE,2016,12/18/2016,3678
PACKAGE,2016,12/19/2016,4394
PACKAGE,2016,12/20/2016,5226
PACKAGE,2016,12/21/2016,5702
PACKAGE,2016,12/22/2016,6843
PACKAGE,2016,12/23/2016,8040
PACKAGE,2016,12/24/2016,5539
PACKAGE,2016,12/26/2016,2476
PACKAGE,2016,12/27/2016,3565
PACKAGE,2016,12/28/2016,3847
PACKAGE,2016,12/29/2016,5425
PACKAGE,2016,12/30/2016,7101
PACKAGE,2016,12/31/2016,7160
PACKAGE,2016,1/1/2017,1002
PACKAGE,2016,1/2/2017,2008
PACKAGE,2016,1/3/2017,2887
PACKAGE,2016,1/4/2017,3113
PACKAGE,2016,1/5/2017,3913
PACKAGE,2016,1/6/2017,6560
PACKAGE,2016,1/7/2017,2148
PACKAGE,2016,1/8/2017,1210
PACKAGE,2016,1/9/2017,2466
PACKAGE,2016,1/10/2017,2930
PACKAGE,2016,1/11/2017,3334
PACKAGE,2016,1/12/2017,4318
PACKAGE,2016,1/13/2017,6609
PACKAGE,2016,1/14/2017,4729
PACKAGE,2016,1/15/2017,3199
PACKAGE,2016,1/16/2017,2032
PACKAGE,2016,1/17/2017,3254
PACKAGE,2016,1/18/2017,3424
PACKAGE,2016,1/19/2017,3833
PACKAGE,2016,1/20/2017,5638
PACKAGE,2016,1/21/2017,4260
PACKAGE,2016,1/22/2017,2577
PACKAGE,2016,1/23/2017,2883
PACKAGE,2016,1/24/2017,3077
PACKAGE,2016,1/25/2017,3360
PACKAGE,2016,1/26/2017,3651
PACKAGE,2016,1/27/2017,6080
PACKAGE,2016,1/28/2017,4233
PACKAGE,2017,1/29/2017,2421
PACKAGE,2017,1/30/2017,2908
PACKAGE,2017,1/31/2017,3408
PACKAGE,2017,2/1/2017,4045
PACKAGE,2017,2/2/2017,4358
PACKAGE,2017,2/3/2017,6826
PACKAGE,2017,2/4/2017,5534
PACKAGE,2017,2/5/2017,4126
PACKAGE,2017,2/6/2017,2406
PACKAGE,2017,2/7/2017,2934
PACKAGE,2017,2/8/2017,3427
PACKAGE,2017,2/9/2017,3103
PACKAGE,2017,2/10/2017,5360
PACKAGE,2017,2/11/2017,4092
PACKAGE,2017,2/12/2017,2332
PACKAGE,2017,2/13/2017,3099
PACKAGE,2017,2/14/2017,3878
PACKAGE,2017,2/15/2017,3267
PACKAGE,2017,2/16/2017,4069
PACKAGE,2017,2/17/2017,5902
PACKAGE,2017,2/18/2017,4264
PACKAGE,2017,2/19/2017,2863
PACKAGE,2017,2/20/2017,2016
PACKAGE,2017,2/21/2017,3014
PACKAGE,2017,2/22/2017,3300
PACKAGE,2017,2/23/2017,3684
PACKAGE,2017,2/24/2017,6103
PACKAGE,2017,2/25/2017,4294
PACKAGE,2017,2/26/2017,2382
PACKAGE,2017,2/27/2017,2937
PACKAGE,2017,2/28/2017,3519
PACKAGE,2017,3/1/2017,3552
PACKAGE,2017,3/2/2017,4102
PACKAGE,2017,3/3/2017,6133
PACKAGE,2017,3/4/2017,4457
PACKAGE,2017,3/5/2017,2665
PACKAGE,2017,3/6/2017,3050
PACKAGE,2017,3/7/2017,3229
PACKAGE,2017,3/8/2017,3490
PACKAGE,2017,3/9/2017,4256
PACKAGE,2017,3/10/2017,5750
PACKAGE,2017,3/11/2017,4462
PACKAGE,2017,3/12/2017,2491
PACKAGE,2017,3/13/2017,3265
PACKAGE,2017,3/14/2017,2789
PACKAGE,2017,3/15/2017,3522
PACKAGE,2017,3/16/2017,3933
PACKAGE,2017,3/17/2017,6544
PACKAGE,2017,3/18/2017,4075
PACKAGE,2017,3/19/2017,2317
PACKAGE,2017,3/20/2017,2885
PACKAGE,2017,3/21/2017,3076
PACKAGE,2017,3/22/2017,3162
PACKAGE,2017,3/23/2017,3662
PACKAGE,2017,3/24/2017,5818
PACKAGE,2017,3/25/2017,4121
PACKAGE,2017,3/26/2017,2370
PACKAGE,2017,3/27/2017,2928
PACKAGE,2017,3/28/2017,3096
PACKAGE,2017,3/29/2017,3337
PACKAGE,2017,3/30/2017,3949
PACKAGE,2017,3/31/2017,6012
PACKAGE,2017,4/1/2017,4406
PACKAGE,2017,4/2/2017,2640
PACKAGE,2017,4/3/2017,2760
PACKAGE,2017,4/4/2017,3152
PACKAGE,2017,4/5/2017,3173
PACKAGE,2017,4/6/2017,3485
PACKAGE,2017,4/7/2017,5886
PACKAGE,2017,4/8/2017,4098
PACKAGE,2017,4/9/2017,2462
PACKAGE,2017,4/10/2017,2968
PACKAGE,2017,4/11/2017,3239
PACKAGE,2017,4/12/2017,3448
PACKAGE,2017,4/13/2017,4768
PACKAGE,2017,4/14/2017,6183
PACKAGE,2017,4/15/2017,4711
PACKAGE,2017,4/16/2017,2101
PACKAGE,2017,4/17/2017,2866
PACKAGE,2017,4/18/2017,3156
PACKAGE,2017,4/19/2017,3310
PACKAGE,2017,4/20/2017,3748
PACKAGE,2017,4/21/2017,6027
PACKAGE,2017,4/22/2017,4135
PACKAGE,2017,4/23/2017,2517
PACKAGE,2017,4/24/2017,2929
PACKAGE,2017,4/25/2017,3233
PACKAGE,2017,4/26/2017,3408
PACKAGE,2017,4/27/2017,3992
PACKAGE,2017,4/28/2017,7014
PACKAGE,2017,4/29/2017,4968
PACKAGE,2017,4/30/2017,2889
PACKAGE,2017,5/1/2017,3340
PACKAGE,2017,5/2/2017,3675
PACKAGE,2017,5/3/2017,3712
PACKAGE,2017,5/4/2017,4027
PACKAGE,2017,5/5/2017,6688
PACKAGE,2017,5/6/2017,4114
PACKAGE,2017,5/7/2017,2534
PACKAGE,2017,5/8/2017,3111
PACKAGE,2017,5/9/2017,3316
PACKAGE,2017,5/10/2017,3541
PACKAGE,2017,5/11/2017,3826
PACKAGE,2017,5/12/2017,6383
PACKAGE,2017,5/13/2017,4931
PACKAGE,2017,5/14/2017,2584
PACKAGE,2017,5/15/2017,3292
PACKAGE,2017,5/16/2017,3321
PACKAGE,2017,5/17/2017,3716
PACKAGE,2017,5/18/2017,4123
PACKAGE,2017,5/19/2017,6246
PACKAGE,2017,5/20/2017,4422
PACKAGE,2017,5/21/2017,2617
PACKAGE,2017,5/22/2017,3138
PACKAGE,2017,5/23/2017,3547
PACKAGE,2017,5/24/2017,4157
PACKAGE,2017,5/25/2017,5520
PACKAGE,2017,5/26/2017,6812
PACKAGE,2017,5/27/2017,5253
PACKAGE,2017,5/28/2017,3663
PACKAGE,2017,5/29/2017,2563
PACKAGE,2017,5/30/2017,3390
PACKAGE,2017,5/31/2017,4012
PACKAGE,2017,6/1/2017,4164
PACKAGE,2017,6/2/2017,6115
PACKAGE,2017,6/3/2017,4395
PACKAGE,2017,6/4/2017,2723
PACKAGE,2017,6/5/2017,3148
PACKAGE,2017,6/6/2017,3346
PACKAGE,2017,6/7/2017,3575
PACKAGE,2017,6/8/2017,3905
PACKAGE,2017,6/9/2017,6252
PACKAGE,2017,6/10/2017,4429
PACKAGE,2017,6/11/2017,2833
PACKAGE,2017,6/12/2017,3306
PACKAGE,2017,6/13/2017,3262
PACKAGE,2017,6/14/2017,4064
PACKAGE,2017,6/15/2017,4446
PACKAGE,2017,6/16/2017,6584
PACKAGE,2017,6/17/2017,4711
PACKAGE,2017,6/18/2017,2934
PACKAGE,2017,6/19/2017,3187
PACKAGE,2017,6/20/2017,3511
PACKAGE,2017,6/21/2017,3448
PACKAGE,2017,6/22/2017,4069
PACKAGE,2017,6/23/2017,6135
PACKAGE,2017,6/24/2017,4451
PACKAGE,2017,6/25/2017,2697
PACKAGE,2017,6/26/2017,3163
PACKAGE,2017,6/27/2017,3432
PACKAGE,2017,6/28/2017,3839
PACKAGE,2017,6/29/2017,4963
PACKAGE,2017,6/30/2017,7841
PACKAGE,2017,7/1/2017,5578
PACKAGE,2017,7/2/2017,3938
PACKAGE,2017,7/3/2017,5361
PACKAGE,2017,7/4/2017,2690
PACKAGE,2017,7/5/2017,3286
PACKAGE,2017,7/6/2017,3724
PACKAGE,2017,7/7/2017,5463
PACKAGE,2017,7/8/2017,4211
PACKAGE,2017,7/9/2017,2653
PACKAGE,2017,7/10/2017,3120
PACKAGE,2017,7/11/2017,3288
PACKAGE,2017,7/12/2017,3452
PACKAGE,2017,7/13/2017,4082
PACKAGE,2017,7/14/2017,6426
PACKAGE,2017,7/15/2017,4459
PACKAGE,2017,7/16/2017,2898
PACKAGE,2017,7/17/2017,3194
PACKAGE,2017,7/18/2017,3437
PACKAGE,2017,7/19/2017,3631
PACKAGE,2017,7/20/2017,4332
PACKAGE,2017,7/21/2017,5857
PACKAGE,2017,7/22/2017,4360
PACKAGE,2017,7/23/2017,2704
PACKAGE,2017,7/24/2017,3071
PACKAGE,2017,7/25/2017,3384
PACKAGE,2017,7/26/2017,3576
PACKAGE,2017,7/27/2017,3767
PACKAGE,2017,7/28/2017,6056
PACKAGE,2017,7/29/2017,4551
PACKAGE,2017,7/30/2017,2803
PACKAGE,2017,7/31/2017,3303
PACKAGE,2017,8/1/2017,3763
PACKAGE,2017,8/2/2017,3719
PACKAGE,2017,8/3/2017,4192
PACKAGE,2017,8/4/2017,6064
PACKAGE,2017,8/5/2017,4560
STAND ALONE,2016,1/31/2016,313
STAND ALONE,2016,2/1/2016,258
STAND ALONE,2016,2/2/2016,261
STAND ALONE,2016,2/3/2016,273
STAND ALONE,2016,2/4/2016,261
STAND ALONE,2016,2/5/2016,95
STAND ALONE,2016,2/6/2016,88
STAND ALONE,2016,2/7/2016,280
STAND ALONE,2016,2/8/2016,298
STAND ALONE,2016,2/9/2016,288
STAND ALONE,2016,2/10/2016,316
STAND ALONE,2016,2/11/2016,294
STAND ALONE,2016,2/12/2016,85
STAND ALONE,2016,2/13/2016,55
STAND ALONE,2016,2/14/2016,157
STAND ALONE,2016,2/15/2016,379
STAND ALONE,2016,2/16/2016,304
STAND ALONE,2016,2/17/2016,303
STAND ALONE,2016,2/18/2016,280
STAND ALONE,2016,2/19/2016,100
STAND ALONE,2016,2/20/2016,60
STAND ALONE,2016,2/21/2016,328
STAND ALONE,2016,2/22/2016,278
STAND ALONE,2016,2/23/2016,264
STAND ALONE,2016,2/24/2016,260
STAND ALONE,2016,2/25/2016,261
STAND ALONE,2016,2/26/2016,48
STAND ALONE,2016,2/27/2016,89
STAND ALONE,2016,2/28/2016,290
STAND ALONE,2016,2/29/2016,328
STAND ALONE,2016,3/1/2016,271
STAND ALONE,2016,3/2/2016,290
STAND ALONE,2016,3/3/2016,276
STAND ALONE,2016,3/4/2016,60
STAND ALONE,2016,3/5/2016,45
STAND ALONE,2016,3/6/2016,334
STAND ALONE,2016,3/7/2016,325
STAND ALONE,2016,3/8/2016,326
STAND ALONE,2016,3/9/2016,300
STAND ALONE,2016,3/10/2016,346
STAND ALONE,2016,3/11/2016,163
STAND ALONE,2016,3/12/2016,106
STAND ALONE,2016,3/13/2016,396
STAND ALONE,2016,3/14/2016,316
STAND ALONE,2016,3/15/2016,376
STAND ALONE,2016,3/16/2016,331
STAND ALONE,2016,3/17/2016,301
STAND ALONE,2016,3/18/2016,43
STAND ALONE,2016,3/19/2016,106
STAND ALONE,2016,3/20/2016,352
STAND ALONE,2016,3/21/2016,330
STAND ALONE,2016,3/22/2016,344
STAND ALONE,2016,3/23/2016,323
STAND ALONE,2016,3/24/2016,323
STAND ALONE,2016,3/25/2016,114
STAND ALONE,2016,3/26/2016,98
STAND ALONE,2016,3/27/2016,279
STAND ALONE,2016,3/28/2016,391
STAND ALONE,2016,3/29/2016,365
STAND ALONE,2016,3/30/2016,349
STAND ALONE,2016,3/31/2016,362
STAND ALONE,2016,4/1/2016,79
STAND ALONE,2016,4/2/2016,112
STAND ALONE,2016,4/3/2016,364
STAND ALONE,2016,4/4/2016,356
STAND ALONE,2016,4/5/2016,390
STAND ALONE,2016,4/6/2016,365
STAND ALONE,2016,4/7/2016,279
STAND ALONE,2016,4/8/2016,117
STAND ALONE,2016,4/9/2016,131
STAND ALONE,2016,4/10/2016,258
STAND ALONE,2016,4/11/2016,316
STAND ALONE,2016,4/12/2016,332
STAND ALONE,2016,4/13/2016,268
STAND ALONE,2016,4/14/2016,305
STAND ALONE,2016,4/15/2016,87
STAND ALONE,2016,4/16/2016,220
STAND ALONE,2016,4/17/2016,333
STAND ALONE,2016,4/18/2016,395
STAND ALONE,2016,4/19/2016,332
STAND ALONE,2016,4/20/2016,335
STAND ALONE,2016,4/21/2016,298
STAND ALONE,2016,4/22/2016,123
STAND ALONE,2016,4/23/2016,97
STAND ALONE,2016,4/24/2016,288
STAND ALONE,2016,4/25/2016,336
STAND ALONE,2016,4/26/2016,300
STAND ALONE,2016,4/27/2016,300
STAND ALONE,2016,4/28/2016,286
STAND ALONE,2016,4/29/2016,95
STAND ALONE,2016,4/30/2016,94
STAND ALONE,2016,5/1/2016,304
STAND ALONE,2016,5/2/2016,394
STAND ALONE,2016,5/3/2016,371
STAND ALONE,2016,5/4/2016,366
STAND ALONE,2016,5/5/2016,302
STAND ALONE,2016,5/6/2016,104
STAND ALONE,2016,5/7/2016,130
STAND ALONE,2016,5/8/2016,372
STAND ALONE,2016,5/9/2016,317
STAND ALONE,2016,5/10/2016,342
STAND ALONE,2016,5/11/2016,369
STAND ALONE,2016,5/12/2016,306
STAND ALONE,2016,5/13/2016,228
STAND ALONE,2016,5/14/2016,135
STAND ALONE,2016,5/15/2016,332
STAND ALONE,2016,5/16/2016,325
STAND ALONE,2016,5/17/2016,319
STAND ALONE,2016,5/18/2016,306
STAND ALONE,2016,5/19/2016,249
STAND ALONE,2016,5/20/2016,64
STAND ALONE,2016,5/21/2016,62
STAND ALONE,2016,5/22/2016,275
STAND ALONE,2016,5/23/2016,307
STAND ALONE,2016,5/24/2016,305
STAND ALONE,2016,5/25/2016,326
STAND ALONE,2016,5/26/2016,316
STAND ALONE,2016,5/27/2016,157
STAND ALONE,2016,5/28/2016,100
STAND ALONE,2016,5/29/2016,155
STAND ALONE,2016,5/30/2016,223
STAND ALONE,2016,5/31/2016,363
STAND ALONE,2016,6/1/2016,357
STAND ALONE,2016,6/2/2016,345
STAND ALONE,2016,6/3/2016,120
STAND ALONE,2016,6/4/2016,97
STAND ALONE,2016,6/5/2016,360
STAND ALONE,2016,6/6/2016,396
STAND ALONE,2016,6/7/2016,391
STAND ALONE,2016,6/8/2016,362
STAND ALONE,2016,6/9/2016,354
STAND ALONE,2016,6/10/2016,111
STAND ALONE,2016,6/11/2016,89
STAND ALONE,2016,6/12/2016,321
STAND ALONE,2016,6/13/2016,324
STAND ALONE,2016,6/14/2016,330
STAND ALONE,2016,6/15/2016,434
STAND ALONE,2016,6/16/2016,372
STAND ALONE,2016,6/17/2016,119
STAND ALONE,2016,6/18/2016,120
STAND ALONE,2016,6/19/2016,403
STAND ALONE,2016,6/20/2016,355
STAND ALONE,2016,6/21/2016,431
STAND ALONE,2016,6/22/2016,431
STAND ALONE,2016,6/23/2016,350
STAND ALONE,2016,6/24/2016,152
STAND ALONE,2016,6/25/2016,100
STAND ALONE,2016,6/26/2016,387
STAND ALONE,2016,6/27/2016,458
STAND ALONE,2016,6/28/2016,438
STAND ALONE,2016,6/29/2016,336
STAND ALONE,2016,6/30/2016,344
STAND ALONE,2016,7/1/2016,122
STAND ALONE,2016,7/2/2016,137
STAND ALONE,2016,7/3/2016,187
STAND ALONE,2016,7/4/2016,151
STAND ALONE,2016,7/5/2016,345
STAND ALONE,2016,7/6/2016,383
STAND ALONE,2016,7/7/2016,351
STAND ALONE,2016,7/8/2016,151
STAND ALONE,2016,7/9/2016,160
STAND ALONE,2016,7/10/2016,499
STAND ALONE,2016,7/11/2016,437
STAND ALONE,2016,7/12/2016,376
STAND ALONE,2016,7/13/2016,359
STAND ALONE,2016,7/14/2016,360
STAND ALONE,2016,7/15/2016,107
STAND ALONE,2016,7/16/2016,99
STAND ALONE,2016,7/17/2016,347
STAND ALONE,2016,7/18/2016,358
STAND ALONE,2016,7/19/2016,385
STAND ALONE,2016,7/20/2016,325
STAND ALONE,2016,7/21/2016,316
STAND ALONE,2016,7/22/2016,132
STAND ALONE,2016,7/23/2016,111
STAND ALONE,2016,7/24/2016,320
STAND ALONE,2016,7/25/2016,399
STAND ALONE,2016,7/26/2016,376
STAND ALONE,2016,7/27/2016,303
STAND ALONE,2016,7/28/2016,294
STAND ALONE,2016,7/29/2016,105
STAND ALONE,2016,7/30/2016,125
STAND ALONE,2016,7/31/2016,343
STAND ALONE,2016,8/1/2016,322
STAND ALONE,2016,8/2/2016,314
STAND ALONE,2016,8/3/2016,338
STAND ALONE,2016,8/4/2016,301
STAND ALONE,2016,8/5/2016,110
STAND ALONE,2016,8/6/2016,26
STAND ALONE,2016,8/7/2016,414
STAND ALONE,2016,8/8/2016,350
STAND ALONE,2016,8/9/2016,344
STAND ALONE,2016,8/10/2016,301
STAND ALONE,2016,8/11/2016,275
STAND ALONE,2016,8/12/2016,141
STAND ALONE,2016,8/13/2016,112
STAND ALONE,2016,8/14/2016,375
STAND ALONE,2016,8/15/2016,356
STAND ALONE,2016,8/16/2016,313
STAND ALONE,2016,8/17/2016,354
STAND ALONE,2016,8/18/2016,262
STAND ALONE,2016,8/19/2016,120
STAND ALONE,2016,8/20/2016,103
STAND ALONE,2016,8/21/2016,356
STAND ALONE,2016,8/22/2016,304
STAND ALONE,2016,8/23/2016,325
STAND ALONE,2016,8/24/2016,275
STAND ALONE,2016,8/25/2016,276
STAND ALONE,2016,8/26/2016,103
STAND ALONE,2016,8/27/2016,89
STAND ALONE,2016,8/28/2016,319
STAND ALONE,2016,8/29/2016,294
STAND ALONE,2016,8/30/2016,265
STAND ALONE,2016,8/31/2016,300
STAND ALONE,2016,9/1/2016,231
STAND ALONE,2016,9/2/2016,108
STAND ALONE,2016,9/3/2016,99
STAND ALONE,2016,9/4/2016,122
STAND ALONE,2016,9/5/2016,196
STAND ALONE,2016,9/6/2016,312
STAND ALONE,2016,9/7/2016,326
STAND ALONE,2016,9/8/2016,365
STAND ALONE,2016,9/9/2016,111
STAND ALONE,2016,9/10/2016,109
STAND ALONE,2016,9/11/2016,289
STAND ALONE,2016,9/12/2016,317
STAND ALONE,2016,9/13/2016,285
STAND ALONE,2016,9/14/2016,318
STAND ALONE,2016,9/15/2016,317
STAND ALONE,2016,9/16/2016,162
STAND ALONE,2016,9/17/2016,94
STAND ALONE,2016,9/18/2016,338
STAND ALONE,2016,9/19/2016,332
STAND ALONE,2016,9/20/2016,330
STAND ALONE,2016,9/21/2016,363
STAND ALONE,2016,9/22/2016,303
STAND ALONE,2016,9/23/2016,133
STAND ALONE,2016,9/24/2016,130
STAND ALONE,2016,9/25/2016,313
STAND ALONE,2016,9/26/2016,377
STAND ALONE,2016,9/27/2016,323
STAND ALONE,2016,9/28/2016,307
STAND ALONE,2016,9/29/2016,310
STAND ALONE,2016,9/30/2016,110
STAND ALONE,2016,10/1/2016,126
STAND ALONE,2016,10/2/2016,314
STAND ALONE,2016,10/3/2016,322
STAND ALONE,2016,10/4/2016,283
STAND ALONE,2016,10/5/2016,321
STAND ALONE,2016,10/6/2016,245
STAND ALONE,2016,10/7/2016,107
STAND ALONE,2016,10/8/2016,109
STAND ALONE,2016,10/9/2016,177
STAND ALONE,2016,10/10/2016,230
STAND ALONE,2016,10/11/2016,307
STAND ALONE,2016,10/12/2016,264
STAND ALONE,2016,10/13/2016,281
STAND ALONE,2016,10/14/2016,147
STAND ALONE,2016,10/15/2016,141
STAND ALONE,2016,10/16/2016,262
STAND ALONE,2016,10/17/2016,428
STAND ALONE,2016,10/18/2016,316
STAND ALONE,2016,10/19/2016,257
STAND ALONE,2016,10/20/2016,229
STAND ALONE,2016,10/21/2016,56
STAND ALONE,2016,10/22/2016,106
STAND ALONE,2016,10/23/2016,268
STAND ALONE,2016,10/24/2016,279
STAND ALONE,2016,10/25/2016,289
STAND ALONE,2016,10/26/2016,301
STAND ALONE,2016,10/27/2016,235
STAND ALONE,2016,10/28/2016,85
STAND ALONE,2016,10/29/2016,108
STAND ALONE,2016,10/30/2016,307
STAND ALONE,2016,10/31/2016,322
STAND ALONE,2016,11/1/2016,360
STAND ALONE,2016,11/2/2016,313
STAND ALONE,2016,11/3/2016,273
STAND ALONE,2016,11/4/2016,70
STAND ALONE,2016,11/5/2016,100
STAND ALONE,2016,11/6/2016,351
STAND ALONE,2016,11/7/2016,333
STAND ALONE,2016,11/8/2016,363
STAND ALONE,2016,11/9/2016,342
STAND ALONE,2016,11/10/2016,312
STAND ALONE,2016,11/11/2016,79
STAND ALONE,2016,11/12/2016,104
STAND ALONE,2016,11/13/2016,244
STAND ALONE,2016,11/14/2016,302
STAND ALONE,2016,11/15/2016,326
STAND ALONE,2016,11/16/2016,358
STAND ALONE,2016,11/17/2016,231
STAND ALONE,2016,11/18/2016,103
STAND ALONE,2016,11/19/2016,113
STAND ALONE,2016,11/20/2016,306
STAND ALONE,2016,11/21/2016,330
STAND ALONE,2016,11/22/2016,331
STAND ALONE,2016,11/23/2016,268
STAND ALONE,2016,11/24/2016,86
STAND ALONE,2016,11/25/2016,74
STAND ALONE,2016,11/26/2016,114
STAND ALONE,2016,11/27/2016,198
STAND ALONE,2016,11/28/2016,254
STAND ALONE,2016,11/29/2016,284
STAND ALONE,2016,11/30/2016,245
STAND ALONE,2016,12/1/2016,248
STAND ALONE,2016,12/2/2016,91
STAND ALONE,2016,12/3/2016,107
STAND ALONE,2016,12/4/2016,331
STAND ALONE,2016,12/5/2016,359
STAND ALONE,2016,12/6/2016,310
STAND ALONE,2016,12/7/2016,378
STAND ALONE,2016,12/8/2016,321
STAND ALONE,2016,12/9/2016,96
STAND ALONE,2016,12/10/2016,103
STAND ALONE,2016,12/11/2016,323
STAND ALONE,2016,12/12/2016,354
STAND ALONE,2016,12/13/2016,308
STAND ALONE,2016,12/14/2016,303
STAND ALONE,2016,12/15/2016,372
STAND ALONE,2016,12/16/2016,99
STAND ALONE,2016,12/17/2016,138
STAND ALONE,2016,12/18/2016,287
STAND ALONE,2016,12/19/2016,289
STAND ALONE,2016,12/20/2016,279
STAND ALONE,2016,12/21/2016,279
STAND ALONE,2016,12/22/2016,241
STAND ALONE,2016,12/23/2016,94
STAND ALONE,2016,12/24/2016,87
STAND ALONE,2016,12/25/2016,113
STAND ALONE,2016,12/26/2016,211
STAND ALONE,2016,12/27/2016,250
STAND ALONE,2016,12/28/2016,228
STAND ALONE,2016,12/29/2016,245
STAND ALONE,2016,12/30/2016,87
STAND ALONE,2016,12/31/2016,99
STAND ALONE,2016,1/1/2017,98
STAND ALONE,2016,1/2/2017,197
STAND ALONE,2016,1/3/2017,314
STAND ALONE,2016,1/4/2017,311
STAND ALONE,2016,1/5/2017,268
STAND ALONE,2016,1/6/2017,10
STAND ALONE,2016,1/7/2017,155
STAND ALONE,2016,1/8/2017,371
STAND ALONE,2016,1/9/2017,462
STAND ALONE,2016,1/10/2017,371
STAND ALONE,2016,1/11/2017,336
STAND ALONE,2016,1/12/2017,361
STAND ALONE,2016,1/13/2017,40
STAND ALONE,2016,1/14/2017,162
STAND ALONE,2016,1/15/2017,236
STAND ALONE,2016,1/16/2017,259
STAND ALONE,2016,1/17/2017,326
STAND ALONE,2016,1/18/2017,280
STAND ALONE,2016,1/19/2017,287
STAND ALONE,2016,1/20/2017,148
STAND ALONE,2016,1/21/2017,125
STAND ALONE,2016,1/22/2017,357
STAND ALONE,2016,1/23/2017,305
STAND ALONE,2016,1/24/2017,307
STAND ALONE,2016,1/25/2017,314
STAND ALONE,2016,1/26/2017,137
STAND ALONE,2016,1/28/2017,102
STAND ALONE,2017,1/29/2017,442
STAND ALONE,2017,1/30/2017,357
STAND ALONE,2017,1/31/2017,274
STAND ALONE,2017,2/1/2017,322
STAND ALONE,2017,2/2/2017,327
STAND ALONE,2017,2/3/2017,150
STAND ALONE,2017,2/4/2017,133
STAND ALONE,2017,2/5/2017,409
STAND ALONE,2017,2/6/2017,270
STAND ALONE,2017,2/7/2017,336
STAND ALONE,2017,2/8/2017,321
STAND ALONE,2017,2/9/2017,294
STAND ALONE,2017,2/10/2017,199
STAND ALONE,2017,2/11/2017,149
STAND ALONE,2017,2/12/2017,305
STAND ALONE,2017,2/13/2017,392
STAND ALONE,2017,2/14/2017,311
STAND ALONE,2017,2/15/2017,304
STAND ALONE,2017,2/16/2017,263
STAND ALONE,2017,2/17/2017,97
STAND ALONE,2017,2/18/2017,76
STAND ALONE,2017,2/19/2017,132
STAND ALONE,2017,2/20/2017,189
STAND ALONE,2017,2/21/2017,284
STAND ALONE,2017,2/22/2017,267
STAND ALONE,2017,2/23/2017,283
STAND ALONE,2017,2/24/2017,133
STAND ALONE,2017,2/25/2017,145
STAND ALONE,2017,2/26/2017,311
STAND ALONE,2017,2/27/2017,266
STAND ALONE,2017,2/28/2017,310
STAND ALONE,2017,3/1/2017,243
STAND ALONE,2017,3/2/2017,301
STAND ALONE,2017,3/3/2017,103
STAND ALONE,2017,3/4/2017,152
STAND ALONE,2017,3/5/2017,336
STAND ALONE,2017,3/6/2017,329
STAND ALONE,2017,3/7/2017,337
STAND ALONE,2017,3/8/2017,289
STAND ALONE,2017,3/9/2017,283
STAND ALONE,2017,3/10/2017,125
STAND ALONE,2017,3/11/2017,156
STAND ALONE,2017,3/12/2017,333
STAND ALONE,2017,3/13/2017,332
STAND ALONE,2017,3/14/2017,366
STAND ALONE,2017,3/15/2017,345
STAND ALONE,2017,3/16/2017,353
STAND ALONE,2017,3/17/2017,132
STAND ALONE,2017,3/18/2017,109
STAND ALONE,2017,3/19/2017,330
STAND ALONE,2017,3/20/2017,306
STAND ALONE,2017,3/21/2017,361
STAND ALONE,2017,3/22/2017,312
STAND ALONE,2017,3/23/2017,343
STAND ALONE,2017,3/24/2017,175
STAND ALONE,2017,3/25/2017,153
STAND ALONE,2017,3/26/2017,345
STAND ALONE,2017,3/27/2017,321
STAND ALONE,2017,3/28/2017,300
STAND ALONE,2017,3/29/2017,299
STAND ALONE,2017,3/30/2017,282
STAND ALONE,2017,3/31/2017,127
STAND ALONE,2017,4/1/2017,112
STAND ALONE,2017,4/2/2017,310
STAND ALONE,2017,4/3/2017,288
STAND ALONE,2017,4/4/2017,343
STAND ALONE,2017,4/5/2017,332
