loc,order_nbr,item
9980,18927649,9756158
9980,18927649,10530728
9980,18940733,9595503
9980,18940733,9733128
9980,18940733,10788871
9980,18946583,8831394
9980,18946583,8831406
9980,18946583,9481220
9980,18946583,9535359
9980,18946797,7197595
9980,18946797,9350772
9980,18946797,9487494
9980,18958997,9595503
9980,18958997,10789378
9980,18978282,9595503
9980,18978282,10789378
9980,18981322,8654098
9980,18981322,9451431
9980,18981322,9577187
9980,18981322,9577209
9980,18981322,10253889
9980,18981629,8831394
9980,18981629,8831406
9980,18981629,9496238
9980,18981629,9496248
9980,18981819,7197595
9980,18993871,9595503
9980,18993871,9733128
9980,18993871,10291629
9980,18993871,10302200
9980,18993871,10788880
9980,18994067,9451992
9980,18994067,10290917
9980,18999910,9442803
9980,18999910,9451199
9980,18999910,9577209
9980,19000241,9756651
9980,19013106,9655124
9980,19013106,10290917
9980,19013436,9732808
9980,19013436,10788871
9980,19019965,9577187
9980,19020025,9481220
9980,19020448,7197595
9980,19031644,8443978
9980,19037395,9442803
9980,19037395,9577187
9980,19037395,9577209
9980,19037731,9481220
9980,19049836,10788880
9980,19049836,10789378
9980,19004836,10506654
9980,19055026,10225683
9980,19004904,10321875
9980,18316882,6677703
9980,18316882,9245486
9980,18316882,9245487
9980,18316882,9245490
9980,18316882,9279640
9980,18316882,9673538
9980,18316882,9988381
9980,18316882,9988395
9980,18316882,10302168
9980,18316882,10360456
9980,18373563,10360456
9980,18373563,10360466
9980,18936397,7124273
9980,18936397,9245486
9980,18936397,9245487
9980,18936397,9245490
9980,18936397,9988381
9980,18936397,9988395
9980,18936397,10529311
9980,18936397,10529355
9980,18936397,10529386
9980,18955119,7124273
9980,18955119,8169483
9980,18955119,8419938
9980,18955119,8419939
9980,18955119,9988381
9980,18955119,9988395
9980,18955119,10529311
9980,18955119,10529355
9980,18955119,10529386
9980,18973756,7124273
9980,18973756,8169483
9980,18973756,8419938
9980,18973756,8419939
9980,18973756,9988381
9980,18973756,9988395
9980,18973756,10496182
9980,18973756,10529311
9980,18973756,10529355
9980,18973756,10529386
9980,18973756,10544987
9980,18980135,10529311
9980,18980135,10529355
9980,18980135,10529386
9980,18990224,10360466
9980,18990224,10496094
9980,18990224,10496156
9980,18990224,10496182
9980,18990224,10529311
9980,18990224,10529355
9980,18990224,10529386
9980,19007867,9988381
9980,19007867,9988395
9980,19007867,10075080
9980,19007867,10302168
9980,19007867,10496156
9980,19007867,10496182
9980,19028392,7124273
9980,19028392,8419938
9980,19028392,8419939
9980,19028392,10075080
9980,19028392,10496094
9980,19028392,10496156
9980,19028392,10496182
9980,19028392,10529311
9980,19028392,10529355
9980,19028392,10529386
9980,19028392,10544987
9980,19046431,7124273
9980,19046431,8169483
9980,19046431,10496094
9980,19046431,10496156
9980,19046431,10496182
9980,18936392,9842817
9980,18936392,9842822
9980,18936392,10005344
9980,18936392,10005357
9980,18936392,10005368
9980,18973749,9842817
9980,18973749,9842822
9980,18973749,9896367
9980,18973749,9900282
9980,18973749,10005344
9980,18973749,10005357
9980,18973749,10005368
9980,18973749,10135160
9980,18990215,7985981
9980,18990215,9900282
9980,18990215,9900289
9980,18990215,10005344
9980,18990215,10005357
9980,18990215,10005368
9980,18990215,10135160
9980,19007865,7985981
9980,19007865,10005344
9980,19007865,10005357
9980,19007865,10005368
9980,19007865,10135160
9980,19007865,10135174
9980,19028389,10005344
9980,19028389,10005357
9980,19028389,10005368
9980,19046426,7985981
9980,19046426,10005344
9980,19046426,10005357
9980,19046426,10005368
9980,19046426,10135160
9980,18988152,8506320
9980,19026474,8506320
9980,19017042,6448378
9980,19017042,6625640
9980,19028605,7093638
9980,19047063,7810977
9980,19008972,10208750
9980,19030613,4600598
9980,19030613,5400086
9980,19047051,9519885
9980,19047051,10079954
9980,18838805,10905369
9980,18838805,10905403
9980,18838805,10905441
9980,18947953,10958267
9990,19007933,8939722
9990,19046132,8939722
9990,19007868,10747020
9990,18939097,10515858
9990,18985789,10515858
9990,19028773,8520569
9990,19028811,7158991
9990,19028811,8780114
9990,19045545,310913
9990,19045545,5186467
9990,19048200,7158991
9990,19048200,7159841
9990,19048200,8780114
9990,18946799,9350772
9990,18965581,9350772
9990,19013344,10554774
9990,19037903,9350772
9990,18975524,9730009
9990,19006232,4606755
9990,19006986,9478724
9990,19006986,9552373
9990,19009679,5382700
9990,19038224,9730009
9990,19045609,9478724
9990,19045609,9552358
9990,19045609,10293995
9990,19047865,5382700
9990,19047865,9291793
9990,18897820,4971799
9990,18935179,4971799
9990,19010285,9810178
9990,19010285,10419502
9990,19010285,10949302
9990,19048388,5080040
9990,19048388,9810178
9990,19048444,9825456
9990,19006711,9335257
9990,19009740,4230461
9990,19045377,9335257
9990,19045672,7644758
9990,19047433,4230445
9990,19047433,4230461
9990,19047987,7728083
9990,19048417,9825495
9990,19047857,9735402
9990,19047857,9735405
9990,19010357,10047796
9990,19028325,10778784
9990,19048459,4098764
9990,19048459,9577430
9990,19048459,10047796
9990,19048459,10572617
9990,18748458,8326698
9990,18748458,9175817
9990,18872884,7438416
9990,18925821,7438416
9990,18925821,9763552
9990,18933846,60470
9990,18944049,7438416
9990,18944049,9763552
9990,18971805,7896536
9990,19003342,60470
9990,19003342,8326698
9990,19003342,9175817
9990,19003342,9176027
9990,19003342,9374540
9990,19003342,9374696
9990,19003342,10319260
9990,19003342,10593899
9990,19006162,9163762
9990,19035154,7438416
9990,19044878,8197841
9990,19053650,9763552
9990,19005284,10758806
9990,19040002,10878924
9990,19006644,7617688
9990,19006644,10555271
9990,19027316,9026072
9990,19027316,10330411
9990,19045317,7617688
9990,18900960,10891967
9990,18900960,10891996
9990,19007614,10333681
9990,19007614,10333690
9990,19007614,10333659
9990,19007614,10451021
9990,19007614,10451024
9990,19007614,10451064
9990,19007614,10451076
9990,19007614,10451085
9990,19011001,9324958
9990,19046018,10333669
9990,19046018,10333681
9990,19046018,10333686
9990,19046018,10333689
9990,19046018,10333696
9990,19046018,10451021
9990,19046018,10451023
9990,19046018,10451091
9990,19048103,10617297
9990,19048103,10617313
9990,19048103,10623463
9990,19048358,10891967
9990,19048358,10891996
9990,19048881,9324958
9990,19026472,17885
9990,19044060,9744721
9990,18844941,9800059
9990,18917166,9800059
9990,19006845,9800059
9990,19027596,9800059
9990,18726924,9619407
9990,18976154,9204489
9990,19010583,7922346
9990,19010583,7922386
9990,19010583,9204489
9990,19048566,9204489
9990,19047677,9031649
9990,19047726,10679082
9990,18965059,103114
9990,18981304,103114
9990,18997088,6057064
9990,17451643,829729
9990,17451648,829729
9990,18385854,3505657
9990,18385856,853787
9990,18385868,853787
9990,18974944,10329839
9990,18995841,10505769
9990,18995841,10730905
9990,18864082,8419938
9990,18864082,9245486
9990,18864082,9245487
9990,18864082,9245490
9990,18864082,9359856
9990,18864082,9673538
9990,18864082,9988381
9990,18864082,10360456
9990,18864082,10496094
9990,18864082,10496156
9990,18864082,10496182
9990,18883517,6677751
9990,18883517,8419938
9990,18883517,9279640
9990,18883517,9988381
9990,18883517,10496094
9990,18883517,10496156
9990,18883517,10496182
9990,18898551,6677703
9990,18898551,6677751
9990,18918211,7124273
9990,18918211,8169483
9990,18918211,8419938
9990,18918211,9988381
9990,18918211,9988395
9990,18936396,7124273
9990,18936396,9988381
9990,18936396,9988395
9990,18936396,10496156
9990,18936396,10529311
9990,18936396,10529355
9990,18936396,10529386
9990,18973754,8419938
9990,18973754,10075080
9990,18973754,10529311
9990,18973754,10529355
9990,18973754,10529386
9990,18990220,6677751
9990,18990220,8419938
9990,18990220,9988381
9990,18990220,9988395
9990,19007871,6677751
9990,19007871,8169483
9990,19007871,8419938
9990,19007871,8419939
9990,19007871,9772886
9990,19007871,9772931
9990,19007871,9773035
9990,18826134,7788898
9990,18826134,10073551
9990,18883513,7788898
9990,18936401,7985981
9990,18936401,9842817
9990,18936401,9842822
9990,18936401,9900282
9990,18990222,10135160
9990,19007877,9842817
9990,19007877,9842822
9990,19007877,9900282
9990,19007877,9900289
9990,19046437,7985981
9990,19044866,8506320
10,18891873,9756156
10,18891873,9756158
10,18982110,9611874
10,18982110,9611898
10,19035650,9427862
10,19035650,9442803
10,18999633,9271203
10,18999633,9277187
34,18902650,9170145
34,18902650,9170183
34,18910432,9170145
34,18910432,9170183
34,18948009,9595503
34,19023962,9655124
43,18885571,9170145
43,18885571,9170183
43,18893973,9170145
43,18893973,9170183
43,18947227,10725263
43,18947297,9170145
43,18947297,9170183
43,18998650,9170183
43,19011970,10544986
43,18306314,9660084
43,18306314,9750423
43,18306314,10005368
43,18993564,9900289
43,18999070,9660084
43,18999070,9900289
43,19049483,10578576
43,19052505,9750423
93,18934677,10788853
169,18757447,10529311
169,18757447,10529355
169,18757447,10529386
191,19049247,9660084
191,19049247,9750423
191,18942589,9501723
191,18942589,10436665
191,18945425,10436665
191,18945443,9350772
191,18958029,10508610
191,18958037,9501723
191,18958037,10436665
191,18996248,9595503
191,18998224,9655124
191,19011405,10760863
191,19011405,10760874
191,19011412,10760863
191,19014637,10760863
191,19014637,10760874
191,19023239,9170145
191,19023239,9170183
191,19030484,9655124
191,19051825,10760863
191,19051825,10760874
191,19051929,10760863
191,19051929,10760874
191,18961196,10749809
191,19020783,10749809
265,18964323,10299928
274,19054562,9988381
274,19054562,9988395
335,18977592,9595503
335,18977592,10788853
386,18942475,9988381
386,18942475,9988395
386,18995086,10544987
386,19011618,9359856
386,19049076,7459714
395,19036022,10544986
395,19036022,10544987
395,19011873,10325458
395,19036022,9900289
395,19049067,7985981
395,19049071,10131988
395,19049077,10005357
395,19049084,10325458
395,19049084,10325476
395,19049087,7985981
395,18950602,9611874
395,18950602,9611898
395,19038157,10530728
395,18995472,6057130
395,18757358,9732808
395,19030904,9170145
395,19030904,9170183
395,19049234,9350772
397,19011667,9988381
397,19011667,9988395
397,19051856,7124273
397,19030727,7459712
397,19030727,7459714
397,19030727,7459719
397,19030738,10325458
397,19030738,10325476
397,19051651,9271203
397,19051651,9277187
397,19051781,10135160
397,19051863,9271203
397,19051863,9277187
397,19054117,10005344
397,19054117,10005357
397,19054117,10005368
397,19054131,10005344
397,19054131,10005357
397,19054131,10005368
397,18942255,10515858
397,18998170,10515858
397,18983103,9732808
397,19000883,9170145
397,19000883,9170183
397,19021078,8831394
412,19001737,9271203
412,19001737,9277187
441,18979803,9531379
441,18995120,10760910
462,18942543,10544987
462,19040987,9759800
720,18945009,10253889
720,19035804,9501723
726,18998263,10302168
726,18998263,10360456
726,18998263,10360466
726,19001847,9988395
726,19001847,10529311
726,19001847,10529355
726,19001847,10529386
726,19016673,10302168
726,19016673,10360456
726,19016673,10360466
726,18269116,7139205
726,18269116,7139216
726,18895242,7788917
726,18998263,10005344
726,18998263,10005357
726,18998263,10005368
726,19004272,9759811
726,19016673,9842822
726,19016673,9896367
728,18267103,10529311
728,18267103,10529355
728,18267103,10529386
728,19002990,10529311
728,19002990,10529355
728,19002990,10529386
728,19033778,9988381
728,19033778,10529355
728,17806966,9756651
728,18982306,8831406
745,18603427,9611874
745,18603427,9611929
780,18969928,9427862
780,19014625,10253889
780,19014625,10253905
780,19014705,9496238
780,19014705,9496251
780,19051517,10923049
780,19053862,10923049
780,19054162,10923049
780,19054195,10923049
780,19055031,10923049
780,18950169,9518226
650,18565970,10496094
650,18565970,10496156
650,18565970,10496182
706,18565970,10496094
706,18565970,10496156
706,18565970,10496182
464,18699047,10505769
481,18699047,10730905
34,18868444,10730905
292,18743964,10784710
335,18743964,10784710
366,18743964,10784710
393,18743964,10784710
407,18743964,10784710
464,18738666,10505769
464,18738666,10730905
464,18663929,10780121
652,18810785,10735221
720,18743964,10784710
10,18759809,9619407
763,18759809,9619407
9850,18745260,9316349
9850,18745260,9666746
9850,18745260,10253889
9850,18745260,10530728
9920,18745279,9316349
9920,18745279,9666746
9920,18745279,10253889
9980,18745324,9732808
9980,18745324,10295100
9980,18745324,10725263
9980,18745324,10789279
9980,18745324,10789291
10,18836455,10520312
164,18836459,10520312
650,17686576,9276520
745,18836469,10520312
780,18836471,10520312
335,18784040,10554774
386,18783087,9732808
386,18784040,10554774
397,18784040,10554774
9841,18782033,7876005
110,18702601,8785911
164,18702601,8785911
169,18702601,8785911
191,18702601,8785911
263,18702601,8785911
265,18702601,8785911
780,18702601,8785911
9831,18838228,6534232
9831,18848288,9712169
9841,18835481,629734
9841,18835481,992294
9841,18835481,6548529
9841,18838231,6534232
9850,18815477,10302200
9850,18815477,10725263
9850,18815477,10788871
9850,18815477,10789279
9900,18815552,9316349
9900,18815552,10532720
9940,18803027,9316349
9941,18835487,629734
9941,18835487,992294
9941,18835487,6548529
9951,18835483,629734
9951,18835483,992294
9951,18835483,6548529
9951,18838233,6534232
9981,18835487,629734
9981,18835487,992294
9981,18835487,6548529
9991,18835487,629734
9991,18835487,992294
9991,18835487,6548523
9991,18835487,6548529
9850,18799795,10515858
9920,18799797,10515858
10,18902560,10828302
110,18800812,10555271
164,18931687,10558586
164,18931687,10558621
164,18931687,10558630
164,18931687,10558690
169,18800812,10555233
191,18931688,10558586
191,18931688,10558621
191,18931688,10558630
191,18931688,10558690
236,18834835,10773015
292,18887618,10520312
292,18839333,10857034
335,18839333,10857034
366,18839333,10857034
393,18839333,10857034
407,18839333,10857034
440,18833174,10113966
464,18832944,9815977
464,18833162,10113966
720,18931514,10558586
720,18931514,10558621
720,18931514,10558630
720,18931514,10558690
720,18902557,10828302
720,18839333,10857034
9850,18852075,10818105
9920,18815521,9170145
9920,18815521,9170183
9920,18815521,9732808
9920,18815521,10302200
9920,18815521,10725263
9920,18815521,10788871
9920,18815521,10788880
9920,18815521,10789279
9920,18815521,10789291
9920,18852113,8004719
9920,18852113,9358883
9920,18852113,9501723
9920,18852113,10436665
9920,18852113,10760863
9920,18852113,10760874
9920,18852128,9170145
9920,18852128,9170183
9920,18852128,9595503
9920,18852128,10788853
9920,18852128,10789242
9920,18852128,10789378
9980,18851841,10789242
9941,18870709,8420140
10,18857921,10835947
10,18849363,10576840
10,18854096,7728437
10,18854096,7733689
16,18857921,10835947
16,18849363,10576840
16,18854096,7728437
34,18857921,10835947
34,18849363,10576840
34,18854096,7728437
55,18854096,7728437
67,18854096,7728437
93,18857921,10835947
104,18854102,7728437
104,18854102,7733689
110,18857915,10835947
110,18849377,10576840
110,18854102,7728437
110,18854102,7733689
164,18857915,10835947
164,18849377,10576840
164,18854102,7728437
169,18857915,10835947
169,18849377,10576840
169,18854102,7728437
191,18857915,10835947
191,18849377,10576840
191,18854102,7728437
194,18849377,10576840
210,18854096,7728437
210,18854096,7733689
220,18854096,7728437
220,18854096,7733689
221,18854096,7728437
236,18854102,7728437
236,18854102,7733689
263,18857915,10835947
263,18849377,10576840
263,18854102,7728437
263,18854102,7733689
265,18857915,10835947
265,18849377,10576840
265,18854102,7728437
265,18854102,7733689
274,18854102,7728437
274,18854102,7733689
292,18857929,10835947
292,18849385,10576840
292,18829602,7158991
335,18857929,10835947
335,18849385,10576840
335,18829602,7158991
335,18829602,9021475
366,18857929,10835947
366,18849385,10576840
366,18829602,7158991
393,18857929,10835947
393,18849385,10576840
393,18829602,7158991
393,18829602,9021475
407,18857929,10835947
407,18849385,10576840
407,18829602,7158991
407,18829602,9021475
437,18904817,10777307
437,18904817,10777310
437,18904817,10779389
437,18947882,10777322
437,18947882,10777324
437,18947882,10779389
440,18904820,10777307
440,18904820,10777310
440,18904820,10779389
440,18947884,10777322
440,18947884,10777324
440,18947884,10779389
440,18985448,10940126
440,18857902,10835947
464,18985458,10940126
496,18857902,10835947
720,18905168,10505769
720,18905168,10730905
720,18857929,10835947
720,18849385,10576840
720,18829602,7158991
720,18829602,9021475
722,18854102,7728437
730,18854102,7728437
745,18944901,10780059
745,18857921,10835947
745,18849363,10576840
745,18854096,7728437
751,18854096,7728437
751,18854096,7733689
780,18905138,10270936
780,18857915,10835947
780,18849377,10576840
9841,18894091,8540226
9941,18851877,7728437
9941,18851877,7733689
9980,18857875,10835947
9981,18851872,7728437
9981,18851872,7733689
9991,18854106,7728437
9991,18854106,7733689
9850,18913452,10295100
9850,18913452,10818105
9850,18913688,10436646
9850,18913688,10436665
9850,18913688,10883307
9850,18926255,9666746
9850,18926255,9756156
9850,18926255,9756159
9900,18927158,10882919
9920,18913460,9170145
9920,18913460,9170183
9920,18913460,10302200
9920,18926655,9350772
9920,18926655,9487494
9920,18927135,10882919
9940,18926670,9350772
9940,18926670,9487494
9980,18926663,9350772
9980,18926663,9487494
780,18948078,10777292
780,18948078,10777307
780,18948078,10777310
780,18948078,10777322
780,18948078,10777324
780,18948078,10777346
780,18948078,10777360
780,18948078,10777376
780,18948078,10777377
780,18948078,10779389
10,18947982,10285239
10,18947982,10783813
10,18941932,10387795
10,18735776,10668632
10,18934413,9825495
10,18868003,10451015
10,18941649,10817703
10,18941649,10817707
10,18941649,10817719
10,18941649,10828963
10,18851509,10382145
10,19016512,9837493
16,18947983,10285239
16,18941933,10387795
16,18735776,10668632
16,18934413,9825495
16,18868003,10451015
16,18941649,10817703
16,18941649,10817707
16,18941649,10817719
16,18941649,10820427
16,18851509,10382145
16,19016512,9837493
34,18947324,10777452
34,18947984,10285239
34,18947984,10825194
34,18941934,10387795
34,18735776,10668632
34,18934413,9825495
34,18868003,10451015
34,18941649,10817703
34,18941649,10817707
34,18941649,10817719
34,18851509,10382145
34,19016512,9837493
93,18868003,10451015
93,18851509,10382145
93,19016512,9837493
104,18941650,10817703
104,18941650,10817707
104,18941650,10817719
104,18941650,10828963
110,18941935,10387795
110,18868044,10451015
110,18941650,10817703
110,18941650,10817707
110,18941650,10817719
110,18941650,10828963
110,18735776,10668632
110,19016265,576811
164,18947325,10777452
164,18947985,10285239
164,18947985,10783813
164,18947985,10825194
164,18941936,10387795
164,18934409,9825495
164,18868044,10451015
164,18941650,10817703
164,18941650,10817707
164,18941650,10817719
164,18941650,10820427
164,18735776,10668632
164,19016265,576811
169,18941937,10387795
169,18934409,9825495
169,18868044,10451015
169,18941650,10817703
169,18941650,10817707
169,18941650,10817719
169,18941650,10828963
169,18735776,10668632
169,19016265,576811
191,18941938,10387795
191,18934409,9825495
191,18868044,10451015
191,18941650,10817703
191,18941650,10817707
191,18941650,10817719
191,18941650,10820427
191,18735776,10668632
191,19016265,576811
194,18941650,10817703
194,18941650,10817707
194,18941650,10817719
194,18941650,10828963
221,18859935,10817703
221,18859935,10817707
221,18859935,10817719
221,18859935,10828963
263,18941939,10387795
263,18934409,9825495
263,18868044,10451015
263,18941650,10817703
263,18941650,10817707
263,18941650,10817719
263,18941650,10828963
263,18735776,10668632
263,19016265,576811
292,18941940,10387795
292,18735776,10668632
292,18934411,9825495
292,18868059,10451015
292,18941652,10817703
292,18941652,10817707
292,18941652,10817719
292,18941652,10828963
305,18735776,10668632
335,18941941,10387795
335,18735776,10668632
335,18868059,10451015
335,18941652,10817703
335,18941652,10817707
335,18941652,10817719
335,18941652,10828963
366,18941942,10387795
366,18735776,10668632
366,18934411,9825495
366,18868059,10451015
366,18941652,10817703
366,18941652,10817707
366,18941652,10817719
366,18941652,10828963
393,18941943,10387795
393,18735776,10668632
393,18868059,10451015
393,18941652,10817703
393,18941652,10817707
393,18941652,10817719
407,18941944,10387795
407,18735776,10668632
407,18934411,9825495
407,18868059,10451015
407,18941652,10817703
407,18941652,10817707
407,18941652,10817719
407,18941652,10828963
437,18735776,10668632
437,18867715,10451015
437,18947272,10285239
437,18947272,10783813
437,18947278,10777452
437,18859981,10387795
437,18859941,10817703
437,18859941,10817707
437,18859941,10817719
437,18859941,10820427
437,18859941,10828963
440,18735776,10668632
440,18860050,10387795
440,18859957,10817703
440,18859957,10817707
440,18859957,10817719
440,18859957,10820427
440,18859957,10828963
440,18867715,10451015
464,18867715,10451015
464,18947280,10777452
464,18860036,10387795
464,18859951,10817703
464,18859951,10817707
464,18859951,10817719
464,18859951,10820427
464,18859951,10828963
490,18867715,10451015
490,18860036,10387795
490,18859951,10817703
490,18859951,10817707
490,18859951,10817719
490,18859951,10820427
490,18859951,10828963
497,18735776,10668632
650,19000814,10668632
650,18735776,10668632
650,18867657,10451015
650,18859966,10387795
650,18859939,10817703
650,18859939,10817707
650,18859939,10817719
650,18859939,10820427
650,18859939,10828963
716,18867657,10451015
716,18860007,10387795
716,18859948,10817703
716,18859948,10817707
716,18859948,10817719
716,18859948,10820427
716,18859948,10828963
720,18941945,10387795
720,18947296,10096393
720,18934411,9825495
720,18868059,10451015
720,18941652,10817703
720,18941652,10817707
720,18941652,10817719
720,18941652,10820427
720,18941652,10828963
745,18947986,10285239
745,18947986,10783813
745,18947986,10825194
745,18941946,10387795
745,18735776,10668632
745,18934413,9825495
745,18868003,10451015
745,18941649,10817703
745,18941649,10817707
745,18941649,10817719
745,18941649,10828963
745,18851509,10382145
745,19016512,9837493
751,18934413,9825495
751,18868003,10451015
751,19016512,9837493
780,18929271,10035987
780,18868044,10451015
780,18735776,10668632
780,19016265,576811
9931,18889355,3648069
9931,18889355,3648072
9931,18889355,3648089
9931,18889355,4812890
9951,18921114,10222013
9971,18889355,3648069
9971,18889355,3648072
9971,18889355,3648089
9971,18889355,4812890
9980,18851444,10382145
16,18993077,9324958
164,18993089,9324958
191,18993089,9324958
263,18993089,9324958
366,18993036,9324958
393,18993036,9324958
716,18993077,9324958
751,18993077,9324958
9920,18875316,10544986
9920,18875316,10544987
10,19033921,10558586
10,19033921,10558621
10,18949743,10921312
10,18840039,8785911
10,18940084,10447412
10,18940084,10447454
10,18940084,10447461
10,18940084,10447482
10,18940084,10942454
10,18889621,10223220
10,18889621,10348267
10,18889621,10532663
10,18889621,10770465
10,18890166,10559189
10,18890166,10559290
10,18891741,10889667
10,18892226,10904945
10,18901994,10035987
10,18902059,7276081
16,19033922,10558586
16,19033922,10558630
16,18840039,8785911
16,18940084,10447454
16,18940084,10447461
16,18940084,10447482
16,18940084,10942454
16,18889621,10223220
16,18889621,10348267
16,18889621,10532663
16,18889621,10770465
16,18891741,10889667
16,18892226,10904945
16,18901994,10035987
16,18902059,7276081
34,19033923,10558586
34,19033923,10558621
34,19033923,10558690
34,18840039,8785911
34,18940084,10447482
34,18940084,10942454
34,18889621,10348267
34,18889621,10532663
34,18889621,10770465
34,18890166,10559189
34,18891741,10889667
34,18892226,10904945
34,18901994,10035987
34,18902059,7276081
55,18840039,8785911
55,18890166,10559290
55,18891741,10889667
55,18892226,10285937
55,18901994,10035987
55,18902059,7276081
67,18840039,8785911
67,18890166,10559290
67,18891741,10889667
67,18892226,10285937
67,18901994,10035987
67,18902059,7276081
93,18949745,10921312
93,18949745,10921319
93,18840039,8785911
93,18890166,10559290
93,18891741,10889667
93,18892226,10904945
93,18901994,10035987
93,18902059,7276081
110,18949746,10921312
110,18949746,10921319
110,18840052,8785911
110,18891739,10889667
110,18895019,10787727
110,18901989,10035987
110,18902058,7276081
164,19033919,10558586
164,19033919,10558621
164,19033919,10558630
164,18840052,8785911
164,18891739,10889667
164,18892680,10225683
164,18895019,10787727
164,18901989,10035987
164,18902058,7276081
169,18949747,10921312
169,18949747,10921319
169,18840052,8785911
169,18891739,10889667
169,18892680,10225683
169,18895019,10787727
169,18901989,10035987
169,18902058,7276081
191,19033920,10558586
191,19033920,10558630
191,18840052,8785911
191,18891739,10889667
191,18892680,10225683
191,18895019,10787727
191,18901989,10035987
191,18902058,7276081
236,18840052,8785911
236,18891739,10889667
236,18892680,10225683
236,18895019,10787727
236,18901989,10035987
236,18902058,7276081
263,18840052,8785911
263,18891739,10889667
263,18892680,10225683
263,18895019,10787727
263,18901989,10035987
263,18902058,7276081
265,18891739,10889667
265,18895019,10787727
265,18901989,10035987
265,18902058,7276081
274,18840052,8785911
274,18891739,10889667
274,18895019,10787727
274,18901989,10035987
274,18902058,7276081
292,18949748,10921312
292,18949748,10921319
292,18890178,10559189
292,18890178,10559290
292,18892227,10904945
292,18892684,10225683
292,18895023,10787727
292,18901995,10035987
335,18949749,10921312
335,18949749,10921319
335,18890178,10559189
335,18892227,10904945
335,18892684,10225683
335,18895023,10787727
335,18901995,10035987
366,18949750,10921312
366,18949750,10921319
366,18890178,10559189
366,18892227,10904945
366,18895023,10787727
366,18901995,10035987
393,18892227,10904945
393,18892684,10225683
393,18895023,10787727
393,18901995,10035987
398,18892227,10285937
398,18895023,10787727
398,18901995,10035987
407,18949751,10921312
407,18949751,10921319
407,18890178,10559189
407,18892227,10904945
407,18892684,10225683
407,18895023,10787727
407,18901995,10035987
409,18892227,10285937
409,18895023,10787727
409,18901995,10035987
437,18948298,10921312
437,18948298,10921319
437,18940138,10447412
437,18940138,10447454
437,18940138,10447461
437,18940138,10447482
437,18940138,10518697
437,18940138,10518707
437,18940138,10942454
437,18902387,10780121
437,19032744,10558586
437,19032744,10558621
440,18948298,10921312
440,18948298,10921319
441,18940138,10447412
441,18940138,10447482
441,18940138,10518697
441,18940138,10518707
441,18940138,10942454
464,18948298,10921312
464,18948298,10921319
720,19032743,10558690
720,18940134,10447412
720,18940134,10447454
720,18940134,10447461
720,18940134,10447482
720,18940134,10518697
720,18940134,10518707
720,18940134,10942454
720,18890178,10559189
720,18890178,10559290
720,18892227,10904945
720,18892684,10225683
720,18895023,10787727
720,18901995,10035987
722,18840052,8785911
722,18891739,10889667
722,18895019,10787727
722,18901989,10035987
722,18902058,7276081
730,18840052,8785911
730,18891739,10889667
730,18895019,10787727
730,18901989,10035987
730,18902058,7276081
745,19033924,10558586
745,19033924,10558621
745,19033924,10558630
745,19033924,10558690
745,18949752,10921312
745,18949752,10921319
745,18840039,8785911
745,18889621,10348267
745,18889621,10532663
745,18889621,10770465
745,18891741,10889667
745,18892226,10904945
745,18901994,10035987
745,18902059,7276081
751,18949753,10921312
751,18949753,10921319
751,18840039,8785911
751,18891741,10889667
751,18892226,10904945
751,18901994,10035987
751,18902059,7276081
780,18949754,10921312
780,18840052,8785911
780,18891739,10889667
780,18892680,10225683
780,18895019,10787727
780,18902058,7276081
9801,18911360,7006652
9801,18911360,8030709
9831,18929004,9675899
9831,18911354,7006652
9831,18911354,8030709
9840,18911113,122544
9841,18892682,10225683
9841,18911356,7006652
9841,18911356,8030709
9850,18890179,7788898
9850,18890179,7788917
9850,18890179,9660084
9850,18890179,9750423
9850,18890179,9842817
9850,18890179,9842822
9850,18890179,9896367
9850,18890179,9900282
9850,18890179,9900289
9900,18890193,7459712
9900,18890193,7459714
9900,18890193,7459719
9900,18890193,7788898
9900,18890193,7788917
9900,18890193,9660084
9900,18890193,9750423
9900,18890193,9842817
9900,18890193,9842822
9900,18890193,9896367
9900,18890193,9900282
9900,18890193,9900289
9920,18890182,7459712
9920,18890182,7459714
9920,18890182,7459719
9920,18890182,7788898
9920,18890182,7788917
9920,18890182,9660084
9920,18890182,9750423
9920,18890182,9842817
9920,18890182,9842822
9920,18890182,9896367
9920,18890182,9900282
9920,18890182,9900289
9931,18911360,7006652
9931,18911360,8030709
9940,18944791,10222013
9941,18911359,7006652
9941,18911359,8030709
9951,18911357,7006652
9951,18911357,8030709
9971,18911360,7006652
9971,18911360,8030709
9980,18901973,10035987
9980,18944791,10222013
9980,18890173,7788898
9980,18890173,7788917
9980,18890173,9842817
9980,18890173,9842822
9980,18890173,9896367
9980,18890173,9900282
9980,18890173,9900289
9981,18911359,7006652
9981,18911359,8030709
9981,18911319,4623390
9981,18911319,4844588
9981,18911319,5880794
9990,18944791,10222013
9990,18890153,7788898
9990,18890153,9842817
9990,18890153,9842822
9990,18890153,9896367
9991,18911359,7006652
9991,18911359,8030709
9850,18930897,8443978
9920,18930903,8443978
9920,18930903,9170145
9920,18930903,9170183
9920,18930903,10789242
9980,18930891,8443978
9980,18930891,10789242
10,18959933,10939538
10,18959933,10071580
16,18959934,10939538
34,18959935,10939538
164,18959937,10939538
