loc,order_nbr,item
164,19035152,9763552
164,19043776,9650455
164,19044877,8197841
164,19005640,9283392
164,18553696,10750653
164,18553696,10750654
164,18553696,10750656
164,18553696,10750657
164,18553696,10750673
164,18553696,10750674
164,18553696,10750688
164,18976605,9324958
164,19007613,10333681
164,19007613,10333687
164,19007613,10333689
164,19007613,10333690
164,19007613,10333696
164,19007613,10333659
164,19007613,10451091
164,19009797,10617307
164,19009797,10623463
164,19009797,10623482
164,19036581,10891967
164,19036581,10891996
164,19046017,10333651
164,19046017,10333669
164,19046017,10333686
164,19046017,10451023
164,19046017,10451024
164,19046017,10451064
164,19046017,10451085
164,19045509,9800059
164,19010305,9714379
164,19050223,5681452
164,19050223,42523
164,19050223,7548686
164,19050223,9297601
164,19011597,10941774
164,19045020,10123616
164,19050216,42487
164,19006833,7523158
164,19046094,10287316
164,19047280,6540525
164,18945685,10957609
164,18960740,10960171
164,18960740,10961868
164,18964585,10965068
164,19042889,10943438
164,19031550,10669914
164,19043707,10693426
164,18958428,8209877
164,18958428,8209878
164,18958428,8209880
164,18958428,10953161
164,18838685,10905369
164,18838685,10905403
164,18838685,10905441
164,18947859,10958267
164,18958428,8675461
164,18958428,9232471
164,18958428,10367061
164,19043703,6168220
164,19048624,10698297
164,18911412,10930109
164,18561922,10751061
164,18562822,10750963
164,18638927,10800066
164,18639437,10801409
164,19048876,10443621
164,18549393,10748052
164,18566229,10711920
164,18566229,10713580
164,18641754,10713137
164,18641754,10713702
164,18695996,10832896
164,19028091,10667864
164,19048877,10454134
164,18482826,10713113
164,18482826,10713180
164,18482826,10713233
164,18482826,10713326
164,18482826,10713332
164,18482826,10713338
164,18482826,10713344
164,18496600,9912151
164,18496600,10713431
164,18496600,10713455
164,18496600,10713498
164,18923839,10646939
164,18923839,10922555
164,18924216,10645637
164,18924216,10922421
164,18939674,10951894
164,18939674,10951928
164,18973659,9905020
164,19007929,9905020
164,19007929,9912151
164,19007929,10722636
164,19009178,10024770
164,19009178,10649888
164,19010994,9731712
164,19010994,10654468
164,19010994,10685744
164,19016305,10993980
164,19016305,10994076
164,19046115,9905020
164,19046115,9912151
164,19046115,10722636
164,19047436,10024770
164,19047436,10649888
164,19048874,9731712
164,19048874,10015137
164,19048874,10242060
164,19048874,10256101
164,19048874,10654468
164,19048874,10685744
164,19011349,10989584
164,18954391,10828302
164,19027874,10828302
164,19046711,10246939
164,18875506,10924505
164,19006032,10569680
164,18953696,10698206
164,18953839,10223220
164,18953839,10559717
164,18953839,10770483
164,18988972,10698206
164,18989140,10223220
164,18989140,10348267
164,18989140,10770483
164,18992045,10443336
164,19027385,10348267
164,19027385,10559717
164,19027385,10770483
164,19028337,10779199
164,18910968,10779949
164,18733699,10817703
164,18733699,10817707
164,18733699,10817719
164,18733699,10820427
164,18789805,10828963
164,18929136,10943551
164,18776184,10872891
164,18776184,10873130
164,18973660,10571816
164,19046116,10571816
164,18496923,10709939
164,18551700,10715128
164,18913036,10924988
164,18913036,10924990
164,18929086,10946475
164,18984559,10722751
164,18764821,10870484
164,18764821,10870501
164,18773069,10870434
164,18994953,10914197
164,18994953,10935707
164,19047621,9273693
164,18985809,10974287
164,18960571,10961544
164,18960571,10961640
164,18588383,10775173
164,18588880,10775346
164,18902632,10933418
164,18902632,10933433
164,18902632,10933454
164,19043036,11007586
164,18802014,10885353
164,19046341,10385579
164,19009270,9730948
164,19047466,9730948
164,18890677,10931046
164,18890677,10931082
164,18890677,10931118
164,18890677,10931164
164,19011752,10989999
164,19011957,10989970
164,19034301,10084758
164,19034301,10264160
164,19045572,10084758
164,18982989,10956936
164,18961303,10957785
164,18868065,10919475
164,18876159,10863582
164,18877781,10919087
164,18875372,10924315
164,18849369,10896427
164,18849369,10896432
164,18849369,10896572
164,18849369,10896586
164,18924862,10942057
166,19049955,6057064
166,19041657,11005572
166,19048080,10773015
166,19048158,1032596
166,18997549,7438416
166,18566229,10711920
166,18566229,10713580
166,18641754,10713702
166,18496600,10713431
166,18496600,10713455
166,18496600,10713498
166,18973659,9905020
166,19007929,9912151
166,19009178,10649888
166,19010994,9731712
166,19010994,10685744
166,19046115,9905020
166,19046115,9912151
166,19047436,10649888
166,19048874,9731712
166,18733699,10817703
166,18733699,10817707
166,18733699,10817719
166,18975089,7609725
166,18975089,7609740
166,18994953,10914197
166,18994953,10935707
167,19049952,102743
167,19045543,5186467
169,18999590,10958542
169,19037873,8910739
169,19037873,9242137
169,19039135,11005565
169,19041658,11005572
169,18863203,10730905
169,19028875,10520312
169,18655381,10788106
169,18655381,10788109
169,19044286,9395178
169,18949426,10957381
169,18949426,10957385
169,19008767,10970349
169,19051832,10698206
169,19045199,10939928
169,19031689,10347266
169,19045543,868799
169,19046102,10385782
169,19034241,10992752
169,19006984,9552358
169,19006984,10293995
169,19008061,8579195
169,18901976,10326874
169,19006899,4971799
169,19048386,5080040
169,19048386,9810178
169,18816151,3955770
169,18816151,728692
169,19047855,6256299
169,19047855,9735405
169,19048158,1032596
169,19048927,4732719
169,19010358,7916156
169,19048560,10659495
169,18797032,7438416
169,18888772,7438416
169,18907169,7438416
169,18944050,7438416
169,18944050,9763552
169,18997549,7438416
169,19017487,9763552
169,19035152,7438416
169,19035152,9763552
169,19044387,9283392
169,19045315,7733689
169,18553696,10750653
169,18553696,10750654
169,18553696,10750656
169,18553696,10750657
169,18553696,10750673
169,18553696,10750674
169,18553696,10750688
169,19007613,10333651
169,19007613,10333689
169,19009797,10623457
169,19036581,10891967
169,19036581,10891996
169,19046017,10333690
169,19046017,10451064
169,19048102,10617313
169,19048102,10623457
169,18727039,9619004
169,18727039,9619407
169,19011597,10941774
169,19045526,7523158
169,18945685,10957609
169,18960740,10960171
169,18960740,10961868
169,18964585,10965068
169,19042889,10943438
169,18958428,8209877
169,18958428,8209878
169,18958428,8209880
169,18958428,10953161
169,18947859,10958267
169,18958428,8675461
169,18958428,9232471
169,18958428,10367061
169,18911412,10930109
169,18561922,10751061
169,18562822,10750963
169,18638927,10800066
169,18639437,10801409
169,19048876,10443621
169,18549393,10748052
169,18566229,10711920
169,18566229,10713580
169,18641754,10713137
169,18641754,10713702
169,18695996,10832896
169,19028091,10667864
169,19048877,10454134
169,18482826,10713113
169,18482826,10713180
169,18482826,10713233
169,18482826,10713326
169,18482826,10713338
169,18496600,9912151
169,18496600,10713431
169,18496600,10713455
169,18496600,10713498
169,18923839,10646939
169,18923839,10922555
169,18924216,10645637
169,18924216,10922421
169,18973659,9905020
169,19007929,9905020
169,19009178,10024770
169,19009178,10649888
169,19010994,9731712
169,19010994,10654468
169,19016305,10993980
169,19016305,10994076
169,19046115,9905020
169,19046115,9912151
169,19047436,10649888
169,19048874,9731712
169,19048874,10654468
169,19011349,10989584
169,18973596,10828302
169,18875506,10924505
169,18953696,10698206
169,18988972,10698206
169,19027385,10223220
169,19027385,10559713
169,19027385,10770465
169,19027385,10770483
169,19030139,10443336
169,18910968,10779949
169,18733699,10817703
169,18733699,10817707
169,18733699,10820427
169,18496923,10709939
169,18551700,10715128
169,18913036,10924988
169,18913036,10924990
169,18929086,10946475
169,18764821,10870484
169,18764821,10870501
169,18994953,10914197
169,18994953,10935707
169,19047621,9273693
169,18985809,10974287
169,18588383,10775173
169,18588880,10775346
169,18902632,10933418
169,18902632,10933433
169,19043036,11007586
169,18802014,10885353
169,19009270,9730948
169,19047466,9730948
169,18890677,10931046
169,18890677,10931082
169,18890677,10931118
169,18890677,10931164
169,19011752,10989999
169,18982989,10956936
169,18961303,10957785
169,18868065,10919475
169,18876159,10863582
169,18877781,10919087
169,18875372,10924315
169,18849369,10896427
169,18849369,10896432
169,18849369,10896572
169,18849369,10896586
182,19046851,6057064
182,19027489,310913
182,19027489,868799
182,19006642,7617688
182,19006642,7728437
182,19006642,7733689
182,19045421,9875783
182,19045526,7523158
183,19020423,8910739
183,19037876,9896130
183,19041659,11005572
183,19028876,10520312
183,19047765,10451543
183,19045263,10938998
183,19045263,10939928
183,18856580,9487494
183,18958998,9170183
183,19000238,10749809
183,19019963,9611898
183,19045610,10293995
183,19045536,4683569
183,19045536,5057270
183,19048868,8809978
183,19048868,8809995
183,19010320,9735402
183,19047855,9735402
183,19048158,5036623
183,19048927,4732719
183,18962575,9763552
183,19004973,8721071
183,19006164,60470
183,19017487,9763552
183,19053649,9763552
183,19009797,10623482
183,19048879,9324958
183,19050223,16757
183,19050223,9297601
183,19028501,10301849
183,18947859,10958267
183,18638927,10800066
183,18566229,10711920
183,18566229,10713580
183,18641116,10713551
183,18641754,10713702
183,19028091,10667864
183,18496600,9912151
183,18496600,10713431
183,18496600,10713455
183,18496600,10713498
183,18973659,9912151
183,19007929,9905020
183,19009178,10649888
183,19010994,9731712
183,19010994,10256101
183,19010994,10654468
183,19046115,9905020
183,19046115,9912151
183,19047436,10649888
183,19048874,9731712
183,19048874,10242060
183,19048874,10256101
183,19048874,10654468
183,19048874,10685744
183,19044931,10569668
183,18953696,10559189
183,18953696,10698206
183,18953839,10348267
183,18988972,10698206
183,19027229,10559189
183,19029518,10232058
183,18751587,10817703
183,18751587,10817707
183,18751587,10820427
183,18496923,10709939
183,18551700,10715128
183,18802014,10885353
183,18961303,10957785
183,18868065,10919475
183,18876159,10863582
183,18877781,10919087
183,18875372,10924315
186,18888772,7438416
186,19017487,7438416
191,19047227,8520569
191,18999591,10958542
191,18999591,10958555
191,19020407,8910739
191,19020407,9045539
191,19020407,10734139
191,19037874,9242137
191,19039136,11005565
191,19041660,11005572
191,19028877,10520312
191,19046495,10825194
191,18655382,10788106
191,18655382,10788109
191,19044108,8937715
191,19008764,10970349
191,19047271,10970349
191,19047767,10671245
191,18972568,10558580
191,18972568,10558621
191,18972568,10558690
191,18988969,10558586
191,18988969,10558621
191,18988969,10558690
191,18989047,10615565
191,19027218,10615565
191,19027252,10558580
191,19027252,10558586
191,19045243,10558630
191,19045253,10938998
191,19045253,10939928
191,19022977,10939538
191,19022977,10939572
191,19029628,10239368
191,19029628,10572531
191,19047907,10572530
191,19013073,10347266
191,19029449,8780114
191,19029449,9021475
191,19031689,10347266
191,19047443,7158991
191,19033884,10816306
191,19033884,10836363
191,19033884,10936658
191,19034241,10992752
191,18837900,9350772
191,18940734,9170145
191,18941057,9501723
191,18941057,9655124
191,18941057,10436665
191,18946269,9442803
191,18946269,9451199
191,18946269,9666746
191,18946584,9481220
191,18946795,9350772
191,18946795,9487494
191,18958750,9666710
191,18978280,10789378
191,18994068,9358603
191,18994068,10526298
191,19007904,10760863
191,19013109,9358883
191,19013109,10760874
191,19013437,9595503
191,19019963,10530728
191,19020027,9458501
191,19020027,9756651
191,19020027,10749809
191,19031568,9666710
191,19031643,9170183
191,19031643,9732808
191,19037394,9427862
191,19037394,9577187
191,19037394,9756156
191,19037394,9756158
191,19037733,9496238
191,19037733,9496248
191,19037899,9350772
191,19049833,8443978
191,19049833,9170183
191,19049833,9595503
191,19049833,9732808
191,19049833,10295100
191,19049904,9358883
191,19049904,9501723
191,19049904,9965000
191,19049904,10290917
191,19049904,10436723
191,19049904,10760874
191,19050147,10554774
191,19006984,9552373
191,19009680,5382700
191,18901976,10326874
191,19030852,10038080
191,19045500,10038080
191,19045536,4971799
191,19009741,4230445
191,19045670,8572381
191,19047432,4230445
191,19009630,6607811
191,19010320,9735405
191,19048158,5362694
191,19048927,4732719
191,19010358,7916156
191,19048460,4098764
191,19048560,10659495
191,18888772,9763552
191,18933844,9175817
191,18933844,9374696
191,18933844,10593899
191,18962575,9763552
191,18997549,7438416
191,18997549,9763552
191,19017487,7438416
191,19035152,9763552
191,19043776,9650455
191,19043811,8737085
191,19044892,60470
191,19044892,9175817
191,19044892,10593899
191,19053649,7438416
191,19053649,9763552
191,18971615,9283392
191,19005640,9283392
191,18858209,10811809
191,18859077,10811809
191,19006642,8827182
191,18553696,10750653
191,18553696,10750654
191,18553696,10750656
191,18553696,10750657
191,18553696,10750673
191,18553696,10750674
191,18553696,10750688
191,19007613,10451064
191,19009797,10617307
191,19036581,10891967
191,19036581,10891996
191,19046017,10333687
191,19046017,10333689
191,19046017,10333690
191,19046017,10451023
191,19046017,10451024
191,19046017,10451085
191,19048102,10623463
191,19053433,10222013
191,19045509,9800059
191,18727039,9619004
191,18727039,9619407
191,19010305,9714379
191,19028478,9858817
191,19044011,6625640
191,19046542,9858817
191,19048363,9714379
191,19050223,7548686
191,19011597,10941774
191,19045020,10123616
191,19050216,42487
191,19050216,5079821
191,19006833,7523158
191,19047280,6540270
191,18945685,10957609
191,18960740,10960171
191,18960740,10961868
191,18964585,10965068
191,19042889,10943438
191,19012910,10669840
191,19012910,10669959
191,19031550,10669889
191,19031550,10669959
191,19031550,10669985
191,19049741,10669985
191,19043306,10838241
191,18958428,8209877
191,18958428,8209878
191,18958428,8209880
191,18958428,10953161
191,18838685,10905369
191,18838685,10905403
191,18838685,10905441
191,18947859,10958267
191,18958428,8675461
191,18958428,9232471
191,18958428,10367061
191,18911412,10930109
191,18561922,10751061
191,18562822,10750963
191,18638927,10800066
191,18639437,10801409
191,19048876,10443621
191,18549393,10748052
191,18566229,10711920
191,18566229,10713580
191,18641754,10713137
191,18641754,10713702
191,18695996,10832896
191,19028091,10667864
191,19048877,10454134
191,18482826,10713113
191,18482826,10713180
191,18482826,10713233
191,18482826,10713326
191,18482826,10713332
191,18482826,10713338
191,18482826,10713344
191,18496600,9912151
191,18496600,10713431
191,18496600,10713455
191,18496600,10713498
191,18923839,10646939
191,18923839,10922555
191,18924216,10645637
191,18924216,10922421
191,18939674,10951894
191,18939674,10951928
191,18973659,9905020
191,18973659,10722636
191,19007929,9905020
191,19007929,10722636
191,19009178,10024770
191,19009178,10649888
191,19016305,10993980
191,19016305,10994076
191,19046115,9905020
191,19046115,9912151
191,19046115,10722636
191,19047436,10024770
191,19047436,10649888
191,19011349,10989584
191,19027874,10828302
191,18875506,10924505
191,18953696,10698206
191,18953839,10223220
191,18988972,10698206
191,18989140,10223220
191,18989140,10348267
191,18989140,10770465
191,18992045,10443336
191,19027229,10698206
191,19027385,10223220
191,19027385,10532663
191,19028337,10779199
191,19029165,9488574
191,19030139,10443336
191,18910968,10779949
191,18733699,10817703
191,18733699,10817707
191,18733699,10817719
191,18733699,10820427
191,18789805,10828963
191,18929136,10943551
191,18776184,10872891
191,18776184,10873130
191,19046116,10571816
191,18496923,10709939
191,18551700,10715128
191,18913036,10924988
191,18913036,10924990
191,18929086,10946475
191,19020829,10722732
191,18764821,10870484
191,18764821,10870501
191,18773069,10870434
191,18994953,10914197
191,18994953,10935707
191,19030473,9517854
191,18985809,10974287
191,18960571,10961544
191,18960571,10961640
191,18588383,10775173
191,18588880,10775346
191,18902632,10933418
191,18902632,10933433
191,18902632,10933454
191,19043036,11007586
191,18802014,10885353
191,19009023,10385579
191,19046341,10385579
191,19047466,9730948
191,18890677,10931046
191,18890677,10931082
191,18890677,10931118
191,18890677,10931164
191,19045572,10084758
191,19045572,10264160
191,18982989,10956936
191,18961303,10957785
191,18868065,10919475
191,18876159,10863582
191,18877781,10919087
191,18875372,10924315
191,18849369,10896427
191,18849369,10896432
191,18849369,10896572
191,18849369,10896586
191,18924862,10942057
191,19028716,10737522
192,19046781,102743
194,19046809,102743
194,18999592,10958542
194,18999592,10958555
194,19020327,10202687
194,19020424,9242137
194,19037752,10730959
194,19037848,9045539
194,19037848,10445123
194,19037848,10734285
194,19039137,11005565
194,19041661,11005572
194,19006956,10505769
194,19036416,10594841
194,19045254,10938998
194,19045254,10939928
194,18975341,9815977
194,19047771,10679082
194,19048868,8810053
194,19048898,7505056
194,19047855,6256299
194,19048158,10661460
194,18907169,9763552
194,19035152,9763552
194,18971615,9283392
194,19005640,9283392
194,19044387,9283392
194,18862855,7617688
194,19006642,9026072
194,19027314,10330411
194,19027314,10555271
194,19045315,7617688
194,18976605,9324958
194,19050223,16757
194,19050216,42487
194,19006833,7523158
194,19045421,6658660
194,19007933,8939722
194,18562822,10750963
194,18638927,10800066
194,18639437,10801409
194,19048876,10443621
194,18549393,10748052
194,18566229,10711920
194,18566229,10713580
194,18641754,10713137
194,18641754,10713702
194,18695996,10832896
194,19028091,10667864
194,19048877,10454134
194,18496600,9912151
194,18496600,10713431
194,18496600,10713455
194,18496600,10713498
194,18939674,10951894
194,18939674,10951928
194,18973659,9905020
194,18973659,9912151
194,18973659,10722636
194,19007929,10722636
194,19009178,10024770
194,19009178,10649888
194,19010994,9731712
194,19010994,10242060
194,19010994,10256101
194,19016305,10993980
194,19016305,10994076
194,19046115,9905020
194,19046115,9912151
194,19046115,10722636
194,19046115,10723412
194,19047436,10024770
194,19047436,10649888
194,19048874,9731712
194,19048874,10015137
194,19048874,10242060
194,19048874,10256101
194,18953696,10071926
194,18953696,10698206
194,18953839,10348267
194,18953839,10770465
194,18988972,10698206
194,18989140,10532663
194,18992045,10443336
194,19027229,10071926
194,19027229,10559189
194,19027385,10348267
194,19027385,10770465
194,19029518,10232058
194,19030139,10443336
194,18733699,10817703
194,18733699,10817707
194,19047724,10113966
194,18973660,10571816
194,19046116,10571816
194,18975089,7609725
194,18994953,10914197
194,18994953,10935707
194,18588880,10775346
194,19046341,10385579
194,19009270,9730948
194,18830330,10899529
194,18830330,10899557
194,18830330,10899580
198,18862855,7728437
198,19045315,7728437
198,19047621,9273693
200,19006899,4971799
200,18797032,7438416
200,18944050,9763552
200,19035152,7438416
210,19047621,9273693
210,18797030,7438416
210,19017486,7438416
210,19045527,7523158
220,19048867,8810053
220,19048159,1032596
221,19000335,10445123
221,19000335,10904371
221,19041662,11005572
221,17451644,829729
221,18974499,853787
221,19008954,853787
221,18935245,10505769
221,18987064,10952204
221,18987064,10952238
221,19025473,8937715
221,18915527,9793702
221,18988237,10299928
221,19026980,9752313
221,18949428,10957381
221,18949428,10957385
221,18949457,10957397
221,18949457,10957400
221,19036417,10594841
221,19045264,10938998
221,19045264,10939928
221,18950824,10921368
221,19009512,9815977
221,18960740,10960171
221,19042889,10943438
221,18561922,10751061
221,18562822,10750963
221,18638927,10800066
221,18639437,10801409
221,19048876,10443621
221,18549393,10748052
221,18566229,10711920
221,18566229,10713580
221,18641116,10713551
221,18641754,10713137
221,18641754,10713702
221,18695996,10832896
221,19028091,10667864
221,19048877,10454134
221,18496600,9912151
221,18496600,10713431
221,18496600,10713455
221,18496600,10713498
221,18923839,10646939
221,18923839,10922555
221,18924216,10645637
221,18924216,10922421
221,18939674,10951894
221,18939674,10951928
221,18973659,10722636
221,19007929,9905020
221,19009178,10649888
221,19010994,10015137
221,19010994,10242060
221,19010994,10256101
221,19010994,10654468
221,19010994,10685744
221,19046115,9912151
221,19046115,10722636
221,19047436,10024770
221,19047436,10649888
221,19048874,9731712
221,19048874,10242060
221,19048874,10256101
221,19048874,10654468
221,19048874,10685744
221,18953696,10698206
221,18988972,10698206
221,18973660,10571816
221,19007930,10571816
221,19046116,10571816
221,18496923,10709939
221,18551700,10715128
221,18828978,9822974
221,18828978,10777292
221,18828978,10777360
221,18828978,10777376
221,18828978,10777377
221,18975523,9730009
221,19045608,9552358
221,19045608,9552373
221,18892474,10326874
221,19006865,10038080
221,19006865,10038096
221,19010284,9810178
221,19006710,9335257
221,19009615,7728083
221,19009739,4230445
221,19009739,4230461
221,19047431,4230445
221,19010986,8812938
221,19010986,8813000
221,19048867,8810053
221,19011064,4732719
221,19047856,9735405
221,19048458,4098764
221,19048562,10659495
221,18324365,7438416
221,18324365,9763552
221,18777688,9763552
221,18797030,9763552
221,18962577,7438416
221,18979588,7438416
221,19017486,7438416
221,19035153,7438416
221,19035153,9763552
221,19043733,8721071
221,19044879,8197841
221,19053651,7438416
221,18933396,9283392
221,19005638,9283392
221,19040156,10035987
221,18989056,7733689
221,19045316,7733689
221,19007615,10333651
221,19007615,10333669
221,19007615,10333687
221,19007615,10451064
221,19007615,10451092
221,19046019,10333659
221,19046019,10451076
221,19048357,10891967
221,19048357,10891996
221,19005275,10491295
221,19005861,8018503
221,19050221,42523
221,18973530,10287316
221,19007567,10287316
221,19045422,6658660
221,19043307,10838241
221,18947829,10958267
221,18953840,10532663
221,18954857,10779199
221,18989141,10348267
221,18989141,10532663
221,19027230,10071926
221,19027386,10532663
221,18957322,10817719
221,18957322,10820427
221,18588383,10775173
221,18588880,10775346
221,18802014,10885353
221,19009270,9730948
221,18890677,10931046
221,18890677,10931082
221,18890677,10931118
221,18890677,10931164
221,18876159,10863582
221,18875372,10924315
222,19007876,7139205
222,19007876,7139216
222,19007876,7788917
222,19046436,7139205
222,19046436,7139216
222,19046436,9900282
226,19017487,7438416
227,19046786,102743
227,19041663,11005572
227,18935246,10505769
227,18953823,10505769
227,19030153,10777376
227,19046485,10270936
227,19048797,10777376
227,19045200,10938998
227,19045200,10939928
227,19045543,310913
227,19046102,10385782
227,19006709,9335257
227,19047432,4230445
227,19047986,7728083
227,19048418,9825495
227,19047855,9735402
227,19048158,5362694
227,19048460,4098764
227,19048460,10047796
227,19048560,10659494
227,19048560,10659495
227,18962575,7438416
227,18972029,8326698
227,18997549,7438416
227,19045315,7617688
227,19046094,10287316
227,18566229,10711920
227,18566229,10713580
227,18641754,10713702
227,19028091,10667864
227,18923839,10646939
227,18923839,10922555
227,18924216,10645637
227,18924216,10922421
227,18973659,9905020
227,18973659,9912151
227,19010994,10654468
227,19046115,9905020
227,19046115,9912151
227,19048874,9731712
227,19048874,10654468
227,19048874,10685744
227,18989140,10348267
227,18989140,10770465
227,18733699,10817703
227,18733699,10817707
227,18733699,10817719
227,18496923,10709939
227,18551700,10715128
227,19009023,10385579
227,19046341,10385579
227,18875372,10924315
233,18944050,7438416
236,19047242,8520569
236,19020416,8910739
236,19039138,11005565
236,19041664,11005572
236,18940728,10505769
236,19026093,9395178
236,19026093,9613400
236,19045047,8709401
236,19047752,10384487
236,19045201,10939928
236,19047795,9815977
236,19029449,8780114
236,19046102,10385782
236,18946269,9777259
236,18946269,10923654
236,18978280,9170183
236,19013437,9732808
236,19019963,9611874
236,19019963,9611898
236,19029633,10749008
236,19047913,10749008
236,19047913,10749058
236,19009680,5382700
236,19009680,9291793
236,19046546,8579195
236,19047863,5382700
236,19048386,9810178
236,19007049,8572356
236,19045375,9335257
236,19048868,8810053
236,19010320,9735402
236,19047821,6607811
236,19010358,4098764
236,19010358,7916156
236,19048460,4098764
236,18944050,9763552
236,18972029,8326698
236,18997549,9763552
236,19004973,8721071
236,19035152,9763552
236,19044892,8326698
236,18971615,9283392
236,19007613,10333681
236,19007613,10451023
236,19007613,10451085
236,19046017,10333686
236,19046017,10451023
236,19046017,10451076
236,19046017,10451092
236,19053433,10222013
236,19050223,16757
236,18958428,8209877
236,18958428,8209878
236,18958428,8209880
236,18947859,10958267
236,18958428,8675461
236,18958428,9232471
236,18958428,10367061
236,18562822,10750963
236,18638927,10800066
236,18639562,10664930
236,19048876,10443621
236,18566229,10711920
236,18566229,10713580
236,18641754,10713137
236,18641754,10713702
236,19028091,10667864
236,19048877,10454134
236,18482826,10713113
236,18482826,10713180
236,18482826,10713233
236,18482826,10713326
236,18482826,10713338
236,18496600,10713431
236,18496600,10713455
236,18496600,10713498
236,18923839,10646939
236,18923839,10922555
236,18924216,10645637
236,18924216,10922421
236,18973659,9905020
236,18973659,9912151
236,19007929,9912151
236,19016305,10993980
236,19016305,10994076
236,19046115,9905020
236,19046115,9912151
236,19047436,10649888
236,19048874,10654468
236,19011349,10989584
236,19045889,10232086
236,19027662,10590344
236,18953696,10698206
236,18953839,10223220
236,18953839,10348267
236,18953839,10532663
236,18953839,10770483
236,18988972,10559189
236,18988972,10698206
236,18989140,10223220
236,18992045,10443336
236,19027229,10559189
236,19027385,10223220
236,19027385,10348267
236,19027385,10532663
236,19027385,10770483
236,19030139,10443336
236,18733699,10817703
236,18733699,10817707
236,18733699,10820427
236,18900433,10113966
236,19046116,10571816
236,18496923,10709939
236,18551700,10715128
236,18913036,10924988
236,18913036,10924990
236,18929086,10946475
236,19009171,10243171
236,18764821,10870484
236,18764821,10870501
236,19043036,11007586
236,18802014,10885353
236,19009023,10385579
236,19046341,10385579
236,19011752,10989999
236,19011957,10989970
236,18961303,10957785
236,18876159,10863582
236,18877781,10919087
236,18875372,10924315
236,18849369,10896572
236,18849369,10896586
236,18924862,10942057
236,19047343,10737522
238,19050019,102743
238,18862855,7728437
243,19037868,10836363
243,19041665,11005572
243,18828986,10777292
243,18828986,10777377
243,19045265,10938998
243,19045265,10939928
243,19052468,10939538
243,19052468,10939572
243,19048898,7505056
243,18990399,6607811
243,19047855,9735402
243,18997549,7438416
243,19006642,7617688
243,18553696,10750653
243,18553696,10750654
243,18553696,10750656
243,18553696,10750657
243,18553696,10750673
243,18553696,10750688
243,18976605,9324958
243,19007613,10451023
243,19007613,10451064
243,19007613,10451091
243,19046017,10333651
243,19046017,10451064
243,19006833,7523158
243,18638927,10800066
243,18566229,10711920
243,18566229,10713580
243,18641754,10713702
243,18496600,10713431
243,18496600,10713455
243,18496600,10713498
243,18973659,9905020
243,18973659,9912151
243,19007929,9905020
243,19010994,9731712
243,19046115,9905020
243,19046115,9912151
243,19048874,9731712
243,18953696,10698206
243,18988972,10698206
243,19027385,10770483
243,18733699,10817703
243,18733699,10817707
243,18733699,10817719
243,18973660,10571816
243,19046116,10571816
246,19045202,10938998
246,19045202,10939928
246,19029449,8780114
246,19047855,6256299
246,19047855,9735402
246,19047855,9735405
246,19035152,7438416
246,19006833,7523158
246,19046115,9905020
246,19046115,9912151
246,18733699,10817703
246,18733699,10817707
246,18733699,10817719
246,19046116,10571816
247,18888772,9763552
247,18907169,7438416
247,18962575,9763552
247,19035152,9763552
247,19045315,10330411
263,19028791,8520569
263,18999593,10958542
263,19039139,11005565
263,19041666,11005572
263,19048809,10777324
263,19048809,10777452
263,19025491,8100296
263,19025491,8937715
263,19045063,8709401
263,19026007,209852
263,19026007,209856
263,19047755,10384503
263,19045255,10938998
263,19045255,10939928
263,19047807,9815977
263,19029631,10572530
263,19027489,868799
263,19046102,10385782
263,19047913,10749008
263,19045610,9478724
263,19045610,9552358
263,18901976,10326874
263,19010283,9810178
263,19044803,10225480
263,19009741,4230445
263,19048868,8809995
263,19048868,8810053
263,19047855,9735402
263,19010358,9577430
263,19028327,10778784
263,19048460,4098764
263,18797032,9763552
263,18933844,8326698
263,18944050,7438416
263,18944050,9763552
263,18962575,7438416
263,18972029,9176027
263,19017487,9763552
263,19040123,9535899
263,19053649,9763552
263,18971615,9283392
263,19007613,10451091
263,19036581,10891967
263,19036581,10891996
263,19046017,10451021
263,19046017,10451023
263,19046017,10451024
263,19046017,10451085
263,19046017,10451092
263,19048102,10617297
263,19048102,10617307
263,19048102,10617313
263,19048102,10623457
263,19053433,10222013
263,19025249,8878827
263,19011597,10941774
263,19050216,41394
263,19006833,7523158
263,19045526,7523158
263,18945685,10957609
263,18964585,10965068
263,19042889,10943438
263,18958428,8209877
263,18958428,8209878
263,18958428,8209880
263,18958428,10953161
263,18947859,10958267
263,18958428,8675461
263,18958428,9232471
263,18958428,10367061
263,19043703,6168220
263,18561922,10751061
263,18562822,10750963
263,18638927,10800066
263,18549393,10748052
263,18566229,10711920
263,18566229,10713580
263,18641754,10713137
263,18641754,10713702
263,18695996,10832896
263,19028091,10667864
263,18482826,10713113
263,18482826,10713180
263,18482826,10713233
263,18482826,10713326
263,18482826,10713338
263,18496600,9912151
263,18496600,10713431
263,18496600,10713455
263,18496600,10713498
263,18923839,10646939
263,18923839,10922555
263,18924216,10645637
263,18924216,10922421
263,19009178,10649888
263,19010994,10015137
263,19010994,10654468
263,19016305,10993980
263,19016305,10994076
263,19046115,9905020
263,19047436,10024770
263,19047436,10649888
263,19048874,9731712
263,19048874,10015137
263,19048874,10242060
263,19048874,10654468
263,19048874,10685744
263,19011349,10989584
