Date,Week,Month,Quarter,Year,Txns,Sales $
31-Jan-2016,Wk01,FEB,Q1,2016,"53,733","$3,860,997"
1-Feb-2016,Wk01,FEB,Q1,2016,"49,138","$2,692,382"
2-Feb-2016,Wk01,FEB,Q1,2016,"57,809","$3,540,614"
3-Feb-2016,Wk01,FEB,Q1,2016,"45,194","$2,175,380"
4-Feb-2016,Wk01,FEB,Q1,2016,"44,937","$2,141,724"
5-Feb-2016,Wk01,FEB,Q1,2016,"54,004","$2,828,160"
6-Feb-2016,Wk01,FEB,Q1,2016,"58,012","$3,666,044"
7-Feb-2016,Wk02,FEB,Q1,2016,"41,588","$2,249,722"
8-Feb-2016,Wk02,FEB,Q1,2016,"40,655","$1,877,232"
9-Feb-2016,Wk02,FEB,Q1,2016,"44,932","$2,124,931"
10-Feb-2016,Wk02,FEB,Q1,2016,"51,950","$3,263,411"
11-Feb-2016,Wk02,FEB,Q1,2016,"57,069","$3,444,420"
12-Feb-2016,Wk02,FEB,Q1,2016,"70,203","$4,460,828"
13-Feb-2016,Wk02,FEB,Q1,2016,"72,801","$5,200,875"
14-Feb-2016,Wk03,FEB,Q1,2016,"54,029","$3,774,202"
15-Feb-2016,Wk03,FEB,Q1,2016,"42,449","$2,688,364"
16-Feb-2016,Wk03,FEB,Q1,2016,"49,007","$2,381,298"
17-Feb-2016,Wk03,FEB,Q1,2016,"46,365","$2,212,076"
18-Feb-2016,Wk03,FEB,Q1,2016,"48,146","$2,457,749"
19-Feb-2016,Wk03,FEB,Q1,2016,"53,587","$2,876,174"
20-Feb-2016,Wk03,FEB,Q1,2016,"55,969","$3,602,323"
21-Feb-2016,Wk04,FEB,Q1,2016,"45,686","$2,749,232"
22-Feb-2016,Wk04,FEB,Q1,2016,"42,219","$1,964,075"
23-Feb-2016,Wk04,FEB,Q1,2016,"43,349","$2,242,489"
24-Feb-2016,Wk04,FEB,Q1,2016,"60,178","$3,765,386"
25-Feb-2016,Wk04,FEB,Q1,2016,"55,737","$2,969,089"
26-Feb-2016,Wk04,FEB,Q1,2016,"60,921","$3,320,323"
27-Feb-2016,Wk04,FEB,Q1,2016,"67,893","$4,681,946"
28-Feb-2016,Wk05,MAR,Q1,2016,"48,053","$2,949,615"
29-Feb-2016,Wk05,MAR,Q1,2016,"45,264","$2,062,842"
1-Mar-2016,Wk05,MAR,Q1,2016,"47,366","$2,285,298"
2-Mar-2016,Wk05,MAR,Q1,2016,"48,142","$2,458,130"
3-Mar-2016,Wk05,MAR,Q1,2016,"48,205","$2,408,502"
4-Mar-2016,Wk05,MAR,Q1,2016,"54,166","$2,834,780"
5-Mar-2016,Wk05,MAR,Q1,2016,"57,834","$3,670,143"
6-Mar-2016,Wk06,MAR,Q1,2016,"46,486","$2,822,689"
7-Mar-2016,Wk06,MAR,Q1,2016,"43,047","$2,035,449"
8-Mar-2016,Wk06,MAR,Q1,2016,"45,685","$2,181,231"
9-Mar-2016,Wk06,MAR,Q1,2016,"48,301","$2,579,462"
10-Mar-2016,Wk06,MAR,Q1,2016,"47,650","$2,432,686"
11-Mar-2016,Wk06,MAR,Q1,2016,"54,909","$2,939,321"
12-Mar-2016,Wk06,MAR,Q1,2016,"60,505","$3,993,299"
13-Mar-2016,Wk07,MAR,Q1,2016,"48,025","$2,916,626"
14-Mar-2016,Wk07,MAR,Q1,2016,"46,327","$2,166,775"
15-Mar-2016,Wk07,MAR,Q1,2016,"47,751","$2,211,754"
16-Mar-2016,Wk07,MAR,Q1,2016,"60,437","$4,764,148"
17-Mar-2016,Wk07,MAR,Q1,2016,"56,569","$3,628,929"
18-Mar-2016,Wk07,MAR,Q1,2016,"61,011","$3,932,350"
19-Mar-2016,Wk07,MAR,Q1,2016,"63,939","$5,103,755"
20-Mar-2016,Wk08,MAR,Q1,2016,"52,514","$3,988,546"
21-Mar-2016,Wk08,MAR,Q1,2016,"52,092","$3,021,607"
22-Mar-2016,Wk08,MAR,Q1,2016,"58,522","$3,709,084"
23-Mar-2016,Wk08,MAR,Q1,2016,"49,007","$2,344,561"
24-Mar-2016,Wk08,MAR,Q1,2016,"49,418","$2,464,167"
25-Mar-2016,Wk08,MAR,Q1,2016,"58,489","$3,174,503"
26-Mar-2016,Wk08,MAR,Q1,2016,"57,947","$3,494,852"
27-Mar-2016,Wk09,MAR,Q1,2016,"31,320","$1,715,471"
28-Mar-2016,Wk09,MAR,Q1,2016,"45,603","$2,001,054"
29-Mar-2016,Wk09,MAR,Q1,2016,"45,591","$2,049,848"
30-Mar-2016,Wk09,MAR,Q1,2016,"58,564","$2,949,694"
31-Mar-2016,Wk09,MAR,Q1,2016,"56,774","$2,779,758"
1-Apr-2016,Wk09,MAR,Q1,2016,"82,965","$6,982,397"
2-Apr-2016,Wk09,MAR,Q1,2016,"80,476","$7,170,262"
3-Apr-2016,Wk10,APR,Q1,2016,"72,154","$6,257,800"
4-Apr-2016,Wk10,APR,Q1,2016,"46,077","$1,995,861"
5-Apr-2016,Wk10,APR,Q1,2016,"48,981","$2,189,790"
6-Apr-2016,Wk10,APR,Q1,2016,"49,875","$2,327,300"
7-Apr-2016,Wk10,APR,Q1,2016,"49,298","$2,343,614"
8-Apr-2016,Wk10,APR,Q1,2016,"56,209","$2,847,851"
9-Apr-2016,Wk10,APR,Q1,2016,"55,549","$3,403,267"
10-Apr-2016,Wk11,APR,Q1,2016,"44,634","$2,634,310"
11-Apr-2016,Wk11,APR,Q1,2016,"43,575","$1,907,448"
12-Apr-2016,Wk11,APR,Q1,2016,"44,533","$2,114,371"
13-Apr-2016,Wk11,APR,Q1,2016,"59,999","$4,552,090"
14-Apr-2016,Wk11,APR,Q1,2016,"59,666","$3,693,694"
15-Apr-2016,Wk11,APR,Q1,2016,"66,289","$4,128,842"
16-Apr-2016,Wk11,APR,Q1,2016,"66,352","$4,810,029"
17-Apr-2016,Wk12,APR,Q1,2016,"52,881","$3,682,167"
18-Apr-2016,Wk12,APR,Q1,2016,"50,146","$2,593,514"
19-Apr-2016,Wk12,APR,Q1,2016,"56,005","$3,209,613"
20-Apr-2016,Wk12,APR,Q1,2016,"48,830","$2,508,211"
21-Apr-2016,Wk12,APR,Q1,2016,"48,485","$2,470,058"
22-Apr-2016,Wk12,APR,Q1,2016,"57,505","$3,364,502"
23-Apr-2016,Wk12,APR,Q1,2016,"57,873","$4,028,086"
24-Apr-2016,Wk13,APR,Q1,2016,"47,004","$3,147,045"
25-Apr-2016,Wk13,APR,Q1,2016,"45,286","$2,245,251"
26-Apr-2016,Wk13,APR,Q1,2016,"49,728","$2,621,590"
27-Apr-2016,Wk13,APR,Q1,2016,"58,590","$3,600,290"
28-Apr-2016,Wk13,APR,Q1,2016,"57,909","$3,148,063"
29-Apr-2016,Wk13,APR,Q1,2016,"75,531","$5,273,367"
30-Apr-2016,Wk13,APR,Q1,2016,"70,575","$5,387,788"
1-May-2016,Wk14,MAY,Q2,2016,"59,144","$4,310,798"
2-May-2016,Wk14,MAY,Q2,2016,"51,950","$2,523,899"
3-May-2016,Wk14,MAY,Q2,2016,"52,919","$2,600,529"
4-May-2016,Wk14,MAY,Q2,2016,"65,905","$3,826,009"
5-May-2016,Wk14,MAY,Q2,2016,"60,218","$3,130,652"
6-May-2016,Wk14,MAY,Q2,2016,"68,256","$3,921,121"
7-May-2016,Wk14,MAY,Q2,2016,"74,361","$5,015,348"
8-May-2016,Wk15,MAY,Q2,2016,"51,203","$3,180,215"
9-May-2016,Wk15,MAY,Q2,2016,"48,804","$2,233,939"
10-May-2016,Wk15,MAY,Q2,2016,"53,830","$2,578,068"
11-May-2016,Wk15,MAY,Q2,2016,"50,720","$3,147,701"
12-May-2016,Wk15,MAY,Q2,2016,"55,074","$3,055,123"
13-May-2016,Wk15,MAY,Q2,2016,"63,458","$3,824,321"
14-May-2016,Wk15,MAY,Q2,2016,"63,584","$4,396,954"
15-May-2016,Wk16,MAY,Q2,2016,"51,399","$3,396,460"
16-May-2016,Wk16,MAY,Q2,2016,"48,281","$2,399,668"
17-May-2016,Wk16,MAY,Q2,2016,"47,824","$2,427,698"
18-May-2016,Wk16,MAY,Q2,2016,"51,216","$2,908,977"
19-May-2016,Wk16,MAY,Q2,2016,"51,902","$2,739,309"
20-May-2016,Wk16,MAY,Q2,2016,"57,853","$3,219,118"
21-May-2016,Wk16,MAY,Q2,2016,"57,920","$3,879,677"
22-May-2016,Wk17,MAY,Q2,2016,"47,310","$3,143,628"
23-May-2016,Wk17,MAY,Q2,2016,"46,571","$2,339,931"
24-May-2016,Wk17,MAY,Q2,2016,"48,731","$2,590,005"
25-May-2016,Wk17,MAY,Q2,2016,"68,625","$4,010,697"
26-May-2016,Wk17,MAY,Q2,2016,"63,687","$3,374,722"
27-May-2016,Wk17,MAY,Q2,2016,"71,015","$4,170,374"
28-May-2016,Wk17,MAY,Q2,2016,"71,381","$5,008,127"
29-May-2016,Wk18,JUN,Q2,2016,"56,167","$3,883,550"
30-May-2016,Wk18,JUN,Q2,2016,"46,194","$3,362,371"
31-May-2016,Wk18,JUN,Q2,2016,"55,489","$2,877,275"
1-Jun-2016,Wk18,JUN,Q2,2016,"54,995","$2,801,740"
2-Jun-2016,Wk18,JUN,Q2,2016,"55,746","$2,783,335"
3-Jun-2016,Wk18,JUN,Q2,2016,"61,129","$3,193,610"
4-Jun-2016,Wk18,JUN,Q2,2016,"57,395","$3,432,224"
5-Jun-2016,Wk19,JUN,Q2,2016,"48,225","$2,837,859"
6-Jun-2016,Wk19,JUN,Q2,2016,"46,823","$2,168,258"
7-Jun-2016,Wk19,JUN,Q2,2016,"49,526","$2,395,695"
8-Jun-2016,Wk19,JUN,Q2,2016,"51,970","$2,812,686"
9-Jun-2016,Wk19,JUN,Q2,2016,"52,151","$2,686,509"
10-Jun-2016,Wk19,JUN,Q2,2016,"58,930","$3,118,289"
11-Jun-2016,Wk19,JUN,Q2,2016,"55,776","$3,388,669"
12-Jun-2016,Wk20,JUN,Q2,2016,"44,975","$2,608,940"
13-Jun-2016,Wk20,JUN,Q2,2016,"46,255","$2,117,391"
14-Jun-2016,Wk20,JUN,Q2,2016,"53,129","$2,551,027"
15-Jun-2016,Wk20,JUN,Q2,2016,"70,343","$5,686,330"
16-Jun-2016,Wk20,JUN,Q2,2016,"62,876","$4,279,203"
17-Jun-2016,Wk20,JUN,Q2,2016,"69,963","$4,890,362"
18-Jun-2016,Wk20,JUN,Q2,2016,"72,812","$5,976,605"
19-Jun-2016,Wk21,JUN,Q2,2016,"53,747","$4,020,650"
20-Jun-2016,Wk21,JUN,Q2,2016,"55,787","$3,186,164"
21-Jun-2016,Wk21,JUN,Q2,2016,"60,396","$3,811,057"
22-Jun-2016,Wk21,JUN,Q2,2016,"49,360","$2,299,340"
23-Jun-2016,Wk21,JUN,Q2,2016,"50,252","$2,398,805"
24-Jun-2016,Wk21,JUN,Q2,2016,"56,710","$2,892,047"
25-Jun-2016,Wk21,JUN,Q2,2016,"54,519","$3,341,944"
26-Jun-2016,Wk22,JUN,Q2,2016,"43,989","$2,606,403"
27-Jun-2016,Wk22,JUN,Q2,2016,"45,264","$2,010,146"
28-Jun-2016,Wk22,JUN,Q2,2016,"50,885","$2,389,347"
29-Jun-2016,Wk22,JUN,Q2,2016,"65,554","$4,411,441"
30-Jun-2016,Wk22,JUN,Q2,2016,"69,979","$4,319,320"
1-Jul-2016,Wk22,JUN,Q2,2016,"76,930","$5,107,254"
2-Jul-2016,Wk22,JUN,Q2,2016,"70,729","$5,156,490"
3-Jul-2016,Wk23,JUL,Q2,2016,"56,422","$3,918,358"
4-Jul-2016,Wk23,JUL,Q2,2016,"38,443","$2,548,330"
5-Jul-2016,Wk23,JUL,Q2,2016,"51,261","$2,743,070"
6-Jul-2016,Wk23,JUL,Q2,2016,"53,870","$2,571,805"
7-Jul-2016,Wk23,JUL,Q2,2016,"55,540","$2,750,171"
8-Jul-2016,Wk23,JUL,Q2,2016,"58,632","$2,958,188"
9-Jul-2016,Wk23,JUL,Q2,2016,"58,556","$3,353,464"
10-Jul-2016,Wk24,JUL,Q2,2016,"50,350","$2,827,496"
11-Jul-2016,Wk24,JUL,Q2,2016,"48,133","$2,190,117"
12-Jul-2016,Wk24,JUL,Q2,2016,"49,297","$2,177,818"
13-Jul-2016,Wk24,JUL,Q2,2016,"54,973","$3,596,011"
14-Jul-2016,Wk24,JUL,Q2,2016,"60,231","$3,714,598"
15-Jul-2016,Wk24,JUL,Q2,2016,"66,921","$4,301,936"
16-Jul-2016,Wk24,JUL,Q2,2016,"73,911","$5,703,206"
17-Jul-2016,Wk25,JUL,Q2,2016,"61,273","$4,788,722"
18-Jul-2016,Wk25,JUL,Q2,2016,"49,073","$2,453,724"
19-Jul-2016,Wk25,JUL,Q2,2016,"51,643","$2,764,949"
20-Jul-2016,Wk25,JUL,Q2,2016,"48,647","$2,292,172"
21-Jul-2016,Wk25,JUL,Q2,2016,"48,419","$2,309,623"
22-Jul-2016,Wk25,JUL,Q2,2016,"55,667","$2,783,375"
23-Jul-2016,Wk25,JUL,Q2,2016,"53,862","$3,301,769"
24-Jul-2016,Wk26,JUL,Q2,2016,"43,769","$2,579,111"
25-Jul-2016,Wk26,JUL,Q2,2016,"45,558","$2,083,434"
26-Jul-2016,Wk26,JUL,Q2,2016,"47,012","$2,198,585"
27-Jul-2016,Wk26,JUL,Q2,2016,"54,614","$3,223,210"
28-Jul-2016,Wk26,JUL,Q2,2016,"52,708","$2,861,383"
29-Jul-2016,Wk26,JUL,Q2,2016,"64,888","$3,849,350"
30-Jul-2016,Wk26,JUL,Q2,2016,"63,300","$4,423,536"
31-Jul-2016,Wk27,AUG,Q3,2016,"53,414","$3,590,013"
1-Aug-2016,Wk27,AUG,Q3,2016,"51,152","$2,636,308"
2-Aug-2016,Wk27,AUG,Q3,2016,"53,230","$2,946,868"
3-Aug-2016,Wk27,AUG,Q3,2016,"60,000","$3,362,513"
4-Aug-2016,Wk27,AUG,Q3,2016,"57,978","$3,207,273"
5-Aug-2016,Wk27,AUG,Q3,2016,"60,257","$3,351,399"
6-Aug-2016,Wk27,AUG,Q3,2016,"58,766","$3,695,176"
7-Aug-2016,Wk28,AUG,Q3,2016,"49,611","$2,949,142"
8-Aug-2016,Wk28,AUG,Q3,2016,"45,249","$2,087,827"
9-Aug-2016,Wk28,AUG,Q3,2016,"45,200","$2,084,202"
10-Aug-2016,Wk28,AUG,Q3,2016,"60,224","$4,488,280"
11-Aug-2016,Wk28,AUG,Q3,2016,"57,249","$3,806,650"
12-Aug-2016,Wk28,AUG,Q3,2016,"68,212","$4,567,510"
13-Aug-2016,Wk28,AUG,Q3,2016,"70,078","$5,633,644"
14-Aug-2016,Wk29,AUG,Q3,2016,"57,446","$4,392,583"
15-Aug-2016,Wk29,AUG,Q3,2016,"56,459","$3,435,919"
16-Aug-2016,Wk29,AUG,Q3,2016,"61,332","$4,057,255"
17-Aug-2016,Wk29,AUG,Q3,2016,"49,948","$2,567,369"
18-Aug-2016,Wk29,AUG,Q3,2016,"51,086","$2,588,098"
19-Aug-2016,Wk29,AUG,Q3,2016,"58,128","$3,207,366"
20-Aug-2016,Wk29,AUG,Q3,2016,"57,043","$3,562,174"
21-Aug-2016,Wk30,AUG,Q3,2016,"46,909","$2,788,355"
22-Aug-2016,Wk30,AUG,Q3,2016,"42,011","$2,027,831"
23-Aug-2016,Wk30,AUG,Q3,2016,"47,088","$2,342,102"
24-Aug-2016,Wk30,AUG,Q3,2016,"53,662","$3,264,207"
25-Aug-2016,Wk30,AUG,Q3,2016,"52,014","$2,764,956"
26-Aug-2016,Wk30,AUG,Q3,2016,"59,104","$3,172,071"
27-Aug-2016,Wk30,AUG,Q3,2016,"57,347","$3,807,087"
28-Aug-2016,Wk31,SEP,Q3,2016,"47,418","$3,016,672"
29-Aug-2016,Wk31,SEP,Q3,2016,"46,972","$2,184,622"
30-Aug-2016,Wk31,SEP,Q3,2016,"47,345","$2,393,960"
31-Aug-2016,Wk31,SEP,Q3,2016,"62,472","$3,569,228"
1-Sep-2016,Wk31,SEP,Q3,2016,"65,410","$3,661,242"
2-Sep-2016,Wk31,SEP,Q3,2016,"64,279","$3,989,672"
3-Sep-2016,Wk31,SEP,Q3,2016,"61,621","$4,604,277"
4-Sep-2016,Wk32,SEP,Q3,2016,"50,930","$3,685,549"
5-Sep-2016,Wk32,SEP,Q3,2016,"45,009","$3,334,207"
6-Sep-2016,Wk32,SEP,Q3,2016,"49,982","$2,525,798"
7-Sep-2016,Wk32,SEP,Q3,2016,"47,995","$2,301,153"
8-Sep-2016,Wk32,SEP,Q3,2016,"47,483","$2,246,172"
9-Sep-2016,Wk32,SEP,Q3,2016,"53,962","$2,643,725"
10-Sep-2016,Wk32,SEP,Q3,2016,"55,069","$3,304,081"
11-Sep-2016,Wk33,SEP,Q3,2016,"43,110","$2,364,941"
12-Sep-2016,Wk33,SEP,Q3,2016,"42,523","$1,837,203"
13-Sep-2016,Wk33,SEP,Q3,2016,"44,587","$1,961,533"
14-Sep-2016,Wk33,SEP,Q3,2016,"53,004","$3,157,668"
15-Sep-2016,Wk33,SEP,Q3,2016,"52,031","$2,854,777"
16-Sep-2016,Wk33,SEP,Q3,2016,"65,373","$4,415,142"
17-Sep-2016,Wk33,SEP,Q3,2016,"65,466","$5,128,931"
18-Sep-2016,Wk34,SEP,Q3,2016,"44,291","$2,986,217"
19-Sep-2016,Wk34,SEP,Q3,2016,"43,353","$2,163,939"
20-Sep-2016,Wk34,SEP,Q3,2016,"44,773","$2,256,479"
21-Sep-2016,Wk34,SEP,Q3,2016,"45,630","$2,360,810"
22-Sep-2016,Wk34,SEP,Q3,2016,"46,938","$2,522,208"
23-Sep-2016,Wk34,SEP,Q3,2016,"56,123","$3,174,219"
24-Sep-2016,Wk34,SEP,Q3,2016,"55,228","$3,795,378"
25-Sep-2016,Wk35,SEP,Q3,2016,"43,746","$2,887,768"
26-Sep-2016,Wk35,SEP,Q3,2016,"42,275","$2,182,470"
27-Sep-2016,Wk35,SEP,Q3,2016,"45,361","$2,409,724"
28-Sep-2016,Wk35,SEP,Q3,2016,"52,231","$2,807,455"
29-Sep-2016,Wk35,SEP,Q3,2016,"56,015","$3,056,347"
30-Sep-2016,Wk35,SEP,Q3,2016,"61,882","$3,473,432"
1-Oct-2016,Wk35,SEP,Q3,2016,"61,806","$4,110,193"
2-Oct-2016,Wk36,OCT,Q3,2016,"48,927","$3,107,415"
3-Oct-2016,Wk36,OCT,Q3,2016,"47,385","$2,239,109"
4-Oct-2016,Wk36,OCT,Q3,2016,"49,944","$2,490,054"
5-Oct-2016,Wk36,OCT,Q3,2016,"50,706","$2,704,275"
6-Oct-2016,Wk36,OCT,Q3,2016,"46,288","$2,367,715"
7-Oct-2016,Wk36,OCT,Q3,2016,"49,675","$2,777,713"
8-Oct-2016,Wk36,OCT,Q3,2016,"47,030","$3,023,711"
9-Oct-2016,Wk37,OCT,Q3,2016,"35,743","$2,176,240"
10-Oct-2016,Wk37,OCT,Q3,2016,"37,160","$2,036,072"
11-Oct-2016,Wk37,OCT,Q3,2016,"45,680","$2,007,529"
12-Oct-2016,Wk37,OCT,Q3,2016,"58,776","$4,497,416"
13-Oct-2016,Wk37,OCT,Q3,2016,"61,848","$4,145,580"
14-Oct-2016,Wk37,OCT,Q3,2016,"65,363","$4,498,965"
15-Oct-2016,Wk37,OCT,Q3,2016,"66,875","$5,499,406"
16-Oct-2016,Wk38,OCT,Q3,2016,"54,526","$4,327,325"
17-Oct-2016,Wk38,OCT,Q3,2016,"52,778","$3,217,513"
18-Oct-2016,Wk38,OCT,Q3,2016,"61,352","$4,265,991"
19-Oct-2016,Wk38,OCT,Q3,2016,"45,594","$2,149,218"
20-Oct-2016,Wk38,OCT,Q3,2016,"46,487","$2,101,718"
21-Oct-2016,Wk38,OCT,Q3,2016,"56,991","$3,066,119"
22-Oct-2016,Wk38,OCT,Q3,2016,"53,131","$3,407,220"
23-Oct-2016,Wk39,OCT,Q3,2016,"43,788","$2,754,885"
24-Oct-2016,Wk39,OCT,Q3,2016,"41,789","$1,823,425"
25-Oct-2016,Wk39,OCT,Q3,2016,"43,668","$2,037,393"
26-Oct-2016,Wk39,OCT,Q3,2016,"44,826","$2,023,369"
27-Oct-2016,Wk39,OCT,Q3,2016,"50,789","$2,644,067"
28-Oct-2016,Wk39,OCT,Q3,2016,"61,159","$3,642,137"
29-Oct-2016,Wk39,OCT,Q3,2016,"62,516","$4,240,678"
30-Oct-2016,Wk40,NOV,Q4,2016,"50,295","$3,416,371"
31-Oct-2016,Wk40,NOV,Q4,2016,"47,961","$2,104,679"
1-Nov-2016,Wk40,NOV,Q4,2016,"47,261","$2,355,494"
2-Nov-2016,Wk40,NOV,Q4,2016,"49,797","$2,815,508"
3-Nov-2016,Wk40,NOV,Q4,2016,"49,459","$2,610,652"
4-Nov-2016,Wk40,NOV,Q4,2016,"57,721","$3,255,561"
5-Nov-2016,Wk40,NOV,Q4,2016,"57,169","$3,784,373"
6-Nov-2016,Wk41,NOV,Q4,2016,"44,335","$2,777,080"
7-Nov-2016,Wk41,NOV,Q4,2016,"41,996","$1,908,077"
8-Nov-2016,Wk41,NOV,Q4,2016,"41,750","$1,900,851"
9-Nov-2016,Wk41,NOV,Q4,2016,"55,136","$3,936,151"
10-Nov-2016,Wk41,NOV,Q4,2016,"61,271","$4,023,514"
11-Nov-2016,Wk41,NOV,Q4,2016,"64,226","$5,561,916"
12-Nov-2016,Wk41,NOV,Q4,2016,"68,075","$5,385,122"
13-Nov-2016,Wk42,NOV,Q4,2016,"53,114","$4,057,517"
14-Nov-2016,Wk42,NOV,Q4,2016,"54,899","$3,299,866"
15-Nov-2016,Wk42,NOV,Q4,2016,"61,868","$4,155,605"
16-Nov-2016,Wk42,NOV,Q4,2016,"59,603","$3,431,459"
17-Nov-2016,Wk42,NOV,Q4,2016,"58,523","$2,961,426"
18-Nov-2016,Wk42,NOV,Q4,2016,"67,533","$4,364,940"
19-Nov-2016,Wk42,NOV,Q4,2016,"66,458","$4,675,928"
20-Nov-2016,Wk43,NOV,Q4,2016,"53,484","$3,662,183"
21-Nov-2016,Wk43,NOV,Q4,2016,"53,329","$3,055,436"
22-Nov-2016,Wk43,NOV,Q4,2016,"58,266","$3,419,757"
23-Nov-2016,Wk43,NOV,Q4,2016,"66,146","$4,065,243"
24-Nov-2016,Wk43,NOV,Q4,2016,742,"$17,641"
25-Nov-2016,Wk43,NOV,Q4,2016,"171,117","$33,376,914"
26-Nov-2016,Wk43,NOV,Q4,2016,"90,142","$8,881,436"
27-Nov-2016,Wk44,DEC,Q4,2016,"70,685","$6,546,186"
28-Nov-2016,Wk44,DEC,Q4,2016,"52,094","$2,599,049"
29-Nov-2016,Wk44,DEC,Q4,2016,"49,394","$2,433,519"
30-Nov-2016,Wk44,DEC,Q4,2016,"55,875","$2,845,827"
1-Dec-2016,Wk44,DEC,Q4,2016,"57,726","$2,955,190"
2-Dec-2016,Wk44,DEC,Q4,2016,"89,515","$7,601,271"
3-Dec-2016,Wk44,DEC,Q4,2016,"91,087","$8,517,458"
4-Dec-2016,Wk45,DEC,Q4,2016,"80,976","$7,589,196"
5-Dec-2016,Wk45,DEC,Q4,2016,"56,420","$3,151,361"
6-Dec-2016,Wk45,DEC,Q4,2016,"58,706","$3,377,335"
7-Dec-2016,Wk45,DEC,Q4,2016,"61,347","$3,545,015"
8-Dec-2016,Wk45,DEC,Q4,2016,"64,046","$3,755,630"
9-Dec-2016,Wk45,DEC,Q4,2016,"72,361","$4,515,781"
10-Dec-2016,Wk45,DEC,Q4,2016,"79,202","$5,916,896"
11-Dec-2016,Wk46,DEC,Q4,2016,"57,556","$3,997,787"
12-Dec-2016,Wk46,DEC,Q4,2016,"58,222","$3,367,219"
13-Dec-2016,Wk46,DEC,Q4,2016,"62,407","$3,639,814"
14-Dec-2016,Wk46,DEC,Q4,2016,"84,553","$7,285,768"
15-Dec-2016,Wk46,DEC,Q4,2016,"83,391","$6,457,171"
16-Dec-2016,Wk46,DEC,Q4,2016,"94,270","$8,022,687"
17-Dec-2016,Wk46,DEC,Q4,2016,"95,057","$9,566,327"
18-Dec-2016,Wk47,DEC,Q4,2016,"78,221","$7,569,443"
19-Dec-2016,Wk47,DEC,Q4,2016,"79,311","$6,431,603"
20-Dec-2016,Wk47,DEC,Q4,2016,"92,464","$8,139,168"
21-Dec-2016,Wk47,DEC,Q4,2016,"83,305","$6,278,036"
22-Dec-2016,Wk47,DEC,Q4,2016,"89,362","$6,919,110"
23-Dec-2016,Wk47,DEC,Q4,2016,"100,614","$8,358,916"
24-Dec-2016,Wk47,DEC,Q4,2016,"73,712","$6,070,263"
26-Dec-2016,Wk48,DEC,Q4,2016,"66,015","$4,249,041"
27-Dec-2016,Wk48,DEC,Q4,2016,"58,920","$2,797,963"
28-Dec-2016,Wk48,DEC,Q4,2016,"58,719","$2,911,994"
29-Dec-2016,Wk48,DEC,Q4,2016,"62,617","$3,334,704"
30-Dec-2016,Wk48,DEC,Q4,2016,"68,307","$3,982,090"
31-Dec-2016,Wk48,DEC,Q4,2016,"56,959","$3,374,192"
1-Jan-2017,Wk49,JAN,Q4,2016,"23,251","$1,316,189"
2-Jan-2017,Wk49,JAN,Q4,2016,"46,330","$2,413,498"
3-Jan-2017,Wk49,JAN,Q4,2016,"50,301","$2,155,525"
4-Jan-2017,Wk49,JAN,Q4,2016,"49,827","$2,256,792"
5-Jan-2017,Wk49,JAN,Q4,2016,"49,698","$2,270,440"
6-Jan-2017,Wk49,JAN,Q4,2016,"54,502","$2,553,721"
7-Jan-2017,Wk49,JAN,Q4,2016,"43,082","$2,329,517"
8-Jan-2017,Wk50,JAN,Q4,2016,"34,960","$1,849,287"
9-Jan-2017,Wk50,JAN,Q4,2016,"41,139","$1,743,315"
10-Jan-2017,Wk50,JAN,Q4,2016,"44,602","$2,037,004"
11-Jan-2017,Wk50,JAN,Q4,2016,"44,858","$2,039,697"
12-Jan-2017,Wk50,JAN,Q4,2016,"49,220","$2,405,191"
13-Jan-2017,Wk50,JAN,Q4,2016,"66,015","$4,029,418"
14-Jan-2017,Wk50,JAN,Q4,2016,"61,144","$4,119,967"
15-Jan-2017,Wk51,JAN,Q4,2016,"48,030","$3,128,918"
16-Jan-2017,Wk51,JAN,Q4,2016,"43,280","$2,699,998"
17-Jan-2017,Wk51,JAN,Q4,2016,"45,661","$1,977,505"
18-Jan-2017,Wk51,JAN,Q4,2016,"43,863","$2,005,865"
19-Jan-2017,Wk51,JAN,Q4,2016,"44,548","$2,036,104"
20-Jan-2017,Wk51,JAN,Q4,2016,"46,823","$2,257,234"
21-Jan-2017,Wk51,JAN,Q4,2016,"50,318","$2,900,022"
22-Jan-2017,Wk52,JAN,Q4,2016,"37,965","$2,066,122"
23-Jan-2017,Wk52,JAN,Q4,2016,"36,201","$1,551,912"
24-Jan-2017,Wk52,JAN,Q4,2016,"37,725","$1,664,223"
25-Jan-2017,Wk52,JAN,Q4,2016,"55,313","$3,092,959"
26-Jan-2017,Wk52,JAN,Q4,2016,"49,590","$2,384,128"
27-Jan-2017,Wk52,JAN,Q4,2016,"55,327","$2,805,206"
28-Jan-2017,Wk52,JAN,Q4,2016,"56,882","$3,602,651"
29-Jan-2017,Wk01,FEB,Q1,2017,"44,392","$2,545,099"
30-Jan-2017,Wk01,FEB,Q1,2017,"38,165","$1,571,383"
31-Jan-2017,Wk01,FEB,Q1,2017,"44,784","$2,068,541"
1-Feb-2017,Wk01,FEB,Q1,2017,"56,686","$3,705,395"
2-Feb-2017,Wk01,FEB,Q1,2017,"54,353","$3,254,766"
3-Feb-2017,Wk01,FEB,Q1,2017,"60,979","$3,789,297"
4-Feb-2017,Wk01,FEB,Q1,2017,"66,914","$5,028,942"
